time_step,prior_use_ratio
103917,0.0
103958,0.0
104000,0.0
104270,0.0
104405,0.0
104944,0.0
105006,0.0
105610,0.0
105918,0.0
107122,0.0
107156,0.0
107419,0.0
107757,0.0
108018,0.0
108257,0.0
108283,0.0
108492,0.0
108567,0.0
108576,0.0
108610,0.0
108687,0.0
108716,0.0
108719,0.0
108794,0.0
108965,0.0
108973,0.0
0,0.0
97767,0.0
99296,0.0
99328,0.0
99336,0.0
99374,0.0
101497,0.0
101697,0.0
101976,0.0
102001,0.0
102095,0.0
102152,0.0
102180,0.0
102269,0.0
102376,0.0
102390,0.0
102414,0.0
104324,0.0
104555,0.0
105236,0.0
105243,0.0
105371,0.0
106809,0.0
107159,0.0
107232,0.0
107639,0.0
107844,0.0
107890,0.0
107916,0.0
107949,0.0
107969,0.0
108132,0.0
108174,0.0
108278,0.0
108318,0.0
108346,0.0
108360,0.0
108381,0.0
108414,0.0
108612,0.0
108707,0.0
108775,0.0
108781,0.0
108810,0.0
108825,0.0
108833,0.0
108860,0.0
108875,0.0
108978,0.0
0,0.0
90420,0.0
90946,0.0
91869,0.0
92791,0.0
93065,0.0
93196,0.0
96537,0.0
96776,0.0
96805,0.0
99159,0.0
102573,0.0
102613,0.0
102703,0.0
103128,0.0
103416,0.0
103444,0.0
103500,0.0
103504,0.0
103537,0.0
103540,0.0
104875,0.0
105895,0.0
105896,0.0
106382,0.0
106383,0.0
106393,0.0
106760,0.0
107037,0.0
107199,0.0
107205,0.0
107282,0.0
107455,0.0
107919,0.0
108265,0.0
108369,0.0
108428,0.0
108456,0.0
108555,0.0
108641,0.0
108645,0.0
108700,0.0
108712,0.0
108832,0.0
108953,0.0
108980,0.0
109014,0.0
109062,0.0
109106,0.0
