task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.16723094402277616,0.12633918402214092,0.2081227040234114
1,0.08063451893117138,0.06286239490509449,0.09840664295724827
2,0.07108227850843597,0.05390648704078177,0.08825806997609018
3,0.15837172404636277,0.11939672661901951,0.19734672147370602
4,0.07760631516079043,0.05828856097332002,0.09692406934826084
5,0.07356355882351727,0.054828236459525365,0.09229888118750917
6,0.16495751666072306,0.1262333109512819,0.20368172237016421
7,0.06402706932311907,0.046785692091427154,0.08126844655481097
8,0.1568437821856943,0.11695546665375448,0.19673209771763414
9,0.09587973307017425,0.07539778274244896,0.11636168339789954
10,0.06919955032418412,0.05328581182867656,0.08511328881969168
11,0.07991241918331597,0.06154132688569011,0.09828351148094183
12,0.06452433680487119,0.04872911417657985,0.08031955943316252
13,0.08111264454290486,0.06292310221535229,0.09930218687045743
14,0.07504035972131994,0.05715509701253192,0.09292562243010795
15,0.15434775800113226,0.11606080186606586,0.19263471413619865
16,0.08649300287406109,0.06796158526944979,0.10502442047867239
17,0.16987524800136902,0.12857375645287986,0.2111767395498582
18,0.1784946160597443,0.1391122040896436,0.217877028029845
19,0.08012972552795163,0.06134654041625967,0.09891291063964358
