instance,task,episode,return,discounted_return
0,1,1,0.0,0.0
0,1,2,0.0,0.0
0,1,3,0.0,0.0
0,1,4,0.0,0.0
0,1,5,0.0,0.0
0,1,6,0.0,0.0
0,1,7,0.0,0.0
0,1,8,3.752354931594898,2.3518175341278225
0,1,9,0.0,0.0
0,1,10,0.0,0.0
0,1,11,0.0,0.0
0,1,12,0.0,0.0
0,1,13,0.0,0.0
0,1,14,0.0,0.0
0,1,15,0.0,0.0
0,1,16,0.0,0.0
0,1,17,0.0,0.0
0,1,18,0.0,0.0
0,1,19,0.0,0.0
0,1,20,0.0,0.0
0,1,21,2.8389896311026694,1.516344793733197
0,1,22,0.0,0.0
0,1,23,0.9697040577930873,0.7069142581311607
0,1,24,2.909112173379262,1.7433212519772556
0,1,25,0.0,0.0
0,1,26,1.876177465797449,1.237798702172538
0,1,27,1.9077927906918117,1.0177384606492226
0,1,28,3.7454630391070314,2.3475218519995975
0,1,29,0.0,0.0
0,1,30,0.0,0.0
0,1,31,0.0,0.0
0,1,32,0.0,0.0
0,1,33,0.0,0.0
0,1,34,0.9380887328987245,0.448684932870388
0,1,35,0.9697040577930873,0.4638064447598546
0,1,36,0.0,0.0
0,1,37,0.0,0.0
0,1,38,0.0,0.0
0,1,39,0.0,0.0
0,1,40,0.0,0.0
0,1,41,0.0,0.0
0,1,42,0.0,0.0
0,1,43,1.9394081155861747,1.0879410432638563
0,1,44,3.8788162311723493,2.3795440842953
0,1,45,4.708275204412252,2.815774854194114
0,1,46,3.8086936888957568,2.387371103724773
0,1,47,3.7489089853509645,2.2449222657028023
0,1,48,4.746782421794482,2.8381263695946064
0,1,49,4.746782421794482,2.8381263695946064
0,1,50,4.848520288965437,2.8948845784729165
0,1,51,4.848520288965437,2.8948845784729165
0,1,52,4.848520288965437,2.8948845784729165
0,1,53,4.848520288965437,2.8948845784729165
0,1,54,4.848520288965437,2.8948845784729165
0,1,55,4.848520288965437,2.8948845784729165
0,1,56,4.848520288965437,2.8948845784729165
0,1,57,4.848520288965437,2.8948845784729165
0,1,58,4.848520288965437,2.8948845784729165
0,1,59,0.0,0.0
0,1,60,4.848520288965437,2.8948845784729165
0,1,61,4.848520288965437,2.8948845784729165
0,1,62,4.848520288965437,2.8948845784729165
0,1,63,4.848520288965437,2.8948845784729165
0,1,64,4.848520288965437,2.8948845784729165
0,1,65,4.848520288965437,2.8948845784729165
0,1,66,4.848520288965437,2.8948845784729165
0,1,67,4.848520288965437,2.8948845784729165
0,1,68,4.848520288965437,2.8948845784729165
0,1,69,4.848520288965437,2.8948845784729165
0,1,70,2.842435577346603,1.5144459578318314
0,1,71,4.848520288965437,2.8948845784729165
0,1,72,4.813459017827141,2.8781148811774098
0,1,73,4.813459017827141,2.8762515814779093
0,1,74,4.848520288965437,2.8948845784729165
0,1,75,3.8788162311723493,2.2586617461548717
0,1,76,4.848520288965437,2.8948845784729165
0,1,77,4.848520288965437,2.8948845784729165
0,1,78,4.781843692932778,2.84883330663109
0,1,79,4.848520288965437,2.8948845784729165
0,1,80,4.848520288965437,2.8948845784729165
0,1,81,4.848520288965437,2.8948845784729165
0,1,82,4.848520288965437,2.8948845784729165
0,1,83,4.848520288965437,2.8948845784729165
0,1,84,4.848520288965437,2.8948845784729165
0,1,85,4.848520288965437,2.8948845784729165
0,1,86,4.848520288965437,2.8948845784729165
0,1,87,4.848520288965437,2.8948845784729165
0,1,88,4.848520288965437,2.8948845784729165
0,1,89,4.848520288965437,2.8948845784729165
0,1,90,4.848520288965437,2.8948845784729165
0,1,91,4.848520288965437,2.8948845784729165
0,1,92,4.848520288965437,2.8948845784729165
0,1,93,4.848520288965437,2.8948845784729165
0,1,94,4.848520288965437,2.8948845784729165
0,1,95,4.848520288965437,2.8948845784729165
0,1,96,4.848520288965437,2.8948845784729165
0,1,97,4.848520288965437,2.8948845784729165
0,1,98,4.848520288965437,2.8948845784729165
0,1,99,4.848520288965437,2.8948845784729165
0,1,100,4.848520288965437,2.8948845784729165
0,1,101,4.848520288965437,2.8948845784729165
0,1,102,4.848520288965437,2.8948845784729165
0,1,103,0.0,0.0
0,1,104,4.848520288965437,2.8948845784729165
0,1,105,4.848520288965437,2.8948845784729165
0,1,106,4.848520288965437,2.8948845784729165
0,1,107,4.781843692932778,2.84883330663109
0,1,108,4.848520288965437,2.8948845784729165
0,1,109,4.848520288965437,2.8948845784729165
0,1,110,4.848520288965437,2.8948845784729165
0,1,111,4.848520288965437,2.8948845784729165
0,1,112,3.8788162311723493,2.431078133713062
0,1,113,4.848520288965437,2.8948845784729165
0,1,114,4.848520288965437,2.8948845784729165
0,1,115,4.848520288965437,2.8948845784729165
0,1,116,4.848520288965437,2.8948845784729165
0,1,117,4.848520288965437,2.8948845784729165
0,1,118,4.848520288965437,2.8948845784729165
0,1,119,4.848520288965437,2.8948845784729165
0,1,120,4.848520288965437,2.8948845784729165
0,1,121,4.848520288965437,2.8948845784729165
0,1,122,4.813459017827141,2.874181248478464
0,1,123,4.848520288965437,2.8948845784729165
0,1,124,4.848520288965437,2.8948845784729165
0,1,125,4.848520288965437,2.8948845784729165
0,1,126,4.848520288965437,2.8948845784729165
0,1,127,3.8788162311723493,2.3795440842953
0,1,128,4.848520288965437,2.8948845784729165
0,1,129,4.848520288965437,2.8948845784729165
0,1,130,4.848520288965437,2.8948845784729165
0,1,131,4.848520288965437,2.8948845784729165
0,1,132,4.848520288965437,2.8948845784729165
0,1,133,4.781843692932778,2.84883330663109
0,1,134,4.848520288965437,2.8948845784729165
0,1,135,4.848520288965437,2.8948845784729165
0,1,136,2.909112173379262,1.551747488023711
0,1,137,4.848520288965437,2.8948845784729165
0,1,138,4.848520288965437,2.8948845784729165
0,1,139,4.848520288965437,2.8948845784729165
0,1,140,4.848520288965437,2.8948845784729165
0,1,141,4.848520288965437,2.8948845784729165
0,1,142,4.848520288965437,2.8948845784729165
0,1,143,4.848520288965437,2.8948845784729165
0,1,144,4.813459017827141,2.8762515814779093
0,1,145,4.848520288965437,2.8948845784729165
0,1,146,4.848520288965437,2.8948845784729165
0,1,147,4.813459017827141,2.874181248478464
0,1,148,4.848520288965437,2.8948845784729165
0,1,149,4.848520288965437,2.8948845784729165
0,1,150,3.8788162311723493,2.3795440842953
0,2,1,4.970965691808212,2.968810386622807
0,2,2,0.0,0.0
0,2,3,4.838683597513517,2.879010673867972
0,2,4,4.845569863179139,2.897812531477019
0,2,5,4.904824644660865,2.9207296076282545
0,2,6,0.995570391494767,0.4761782319837335
0,2,7,0.0,0.0
0,2,8,0.0,0.0
0,2,9,0.0,0.0
0,2,10,4.957193160476968,2.960226036706699
0,2,11,0.0,0.0
0,2,12,4.786315081697414,2.8511798974541467
0,2,13,4.897938378995242,2.916663336615361
0,2,14,4.845569863179139,2.882304353388416
0,2,15,4.852456128844762,2.8859639973000197
0,2,16,0.0,0.0
0,2,17,0.0,0.0
0,2,18,0.0,0.0
0,2,19,0.0,0.0
0,2,20,0.0,0.0
0,2,21,0.0,0.0
0,2,22,0.0,0.0
0,2,23,0.0,0.0
0,2,24,0.0,0.0
0,2,25,0.0,0.0
0,2,26,0.0,0.0
