instance_number,run_number,n_time_steps,n_time_steps_cv
1,4,1200,1198
3,4,1200,1163
0,3,1200,1151
0,4,1200,1162
2,4,1200,1091
2,3,1200,1091
3,2,1200,1187
0,2,1200,1150
2,1,1200,1079
4,0,1200,1151
1,0,1200,1199
0,0,1200,1162
3,3,1200,1163
0,1,1200,1198
2,0,1200,1187
1,1,1200,1151
3,0,1200,1162
1,2,1200,1186
4,4,1200,1175
4,1,1200,1103
3,1,1200,1067
2,2,1200,1127
4,2,1200,983
4,3,1200,1163
1,3,1200,1126
5,4,1200,1198
5,3,1200,1198
6,4,1200,1199
5,0,1200,1126
7,4,1200,1198
5,1,1200,1091
5,2,1200,1175
9,4,1200,1126
8,3,1200,1091
6,2,1200,1126
8,4,1200,1150
6,0,1200,1198
7,2,1200,1139
6,1,1200,1199
6,3,1200,1115
7,1,1200,981
9,2,1200,1114
7,0,1200,1090
9,0,1200,1163
9,1,1200,1127
8,0,1200,1127
8,1,1200,1054
8,2,1200,981
7,3,1200,1079
9,3,1200,1114
