task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.15542584312926278,0.11636963332519687,0.19448205293332868
1,0.07900870372383965,0.06073897030750326,0.09727843714017605
2,0.08075741686061953,0.06194062407738871,0.09957420964385036
3,0.1705284371688422,0.131113770461096,0.20994310387658838
4,0.0791671446727787,0.06129187985896897,0.09704240948658843
5,0.07274828739279533,0.05540754048924007,0.0900890342963506
6,0.16837963629082375,0.12627295664000918,0.21048631594163833
7,0.07393197917051471,0.056539016606208775,0.09132494173482064
8,0.17924773022707063,0.13814061996107552,0.22035484049306575
9,0.06265644603198005,0.04552384203842723,0.07978905002553287
10,0.06097953617054494,0.04475458390123718,0.0772044884398527
11,0.07900493036718918,0.0623760091425364,0.09563385159184196
12,0.07803338464390011,0.061194070391649855,0.09487269889615037
13,0.08127060065200627,0.06355785519867495,0.09898334610533759
14,0.07514865821049616,0.05779256740804245,0.09250474901294986
15,0.3934770544012807,0.36706981715886433,0.4198842916436971
16,0.07287077593276085,0.0563367161869586,0.08940483567856311
17,0.38825463781345304,0.3629697349217729,0.41353954070513316
18,0.39621389102172955,0.36623322745691056,0.42619455458654854
19,0.07636023960434167,0.058727426493130175,0.09399305271555317
