instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
3,4,5500,1714,1686.5,1648.2,1516.4,1213.78,1.2405617544536383e-50,764.0
2,4,5500,2451,2385.0,1984.8,1719.8,1311.08,1.1335467326500264e-50,752.0
0,4,5500,1868,1758.0,1632.8,1478.9,1186.04,3.4165707190336076e-53,764.0
1,4,5500,2407,2181.5,1800.0,1592.2,1243.96,5.937848233847925e-15,759.0
4,4,5500,2506,2478.5,2092.6,1760.4,1284.94,1.269629160721385e-40,756.0
2,3,5500,2253,2049.5,1863.8,1659.2,1263.9,1.2111682682343357e-51,756.0
4,3,5500,2441,2440.5,2077.2,1785.8,1270.5,1.1940724131748853e-44,762.0
0,3,5500,2616,2374.0,2033.0,1709.8,1239.44,4.5743313837735266e-32,762.0
3,3,5500,1648,1609.5,1501.0,1420.5,1209.72,3.783351622148569e-45,754.0
1,3,5500,2561,2302.5,1899.0,1684.6,1297.14,1.502633468987526e-56,749.0
3,0,5500,2297,2225.5,1874.8,1679.0,1286.84,4.1084128337159285e-39,755.0
3,1,5500,1989,1857.5,1703.2,1527.4,1204.56,9.259782445060023e-46,763.0
4,1,5500,1572,1571.5,1494.4,1397.5,1162.88,1.3512963804627627e-36,765.0
4,0,5500,2606,2605.5,2193.8,1834.1,1315.94,1.2696291964603632e-40,753.0
0,1,5500,2803,2781.0,2405.0,1954.1,1314.94,3.6111547266330252e-50,758.0
2,0,5500,1495,1494.5,1434.8,1376.6,1179.96,1.4576726983628111e-31,762.0
2,1,5500,1571,1566.0,1518.4,1464.6,1225.46,6.594085153789836e-35,757.0
1,0,5500,2154,2143.0,1813.2,1645.0,1301.0,1.140121816149703e-49,752.0
1,1,5500,1506,1505.5,1465.8,1418.4,1229.42,1.699448244713424e-21,754.0
2,2,5500,1670,1626.5,1575.6,1499.8,1210.18,1.503105986055308e-29,761.0
3,2,5500,2968,2814.5,2565.6,2025.6,1327.9,3.572194866815109e-49,760.0
4,2,5500,3211,3210.5,2336.8,1849.5,1293.78,1.648080264292073e-23,757.0
0,0,5500,2605,2588.5,2002.2,1659.3,1242.8,3.3658099737241084e-52,762.0
1,2,5500,2177,2176.5,1896.8,1619.7,1242.18,5.187441682652434e-52,761.0
0,2,5500,1659,1637.0,1564.6,1486.6,1255.66,1.7255050039039538e-51,753.0
5,4,5500,3133,2919.0,2576.6,2009.0,1319.38,5.2518311471686714e-23,757.0
6,4,5500,2396,2187.5,1938.8,1651.7,1250.44,1.089004057982539e-50,756.0
5,0,5500,2176,1956.0,1643.8,1495.2,1224.34,1.0560866587576136e-52,754.0
5,2,5500,2407,2121.0,1897.0,1694.5,1328.44,6.292956949609837e-29,745.0
7,4,5500,1791,1752.5,1652.6,1543.7,1276.2,4.0458454129067115e-40,751.0
5,1,5500,1451,1450.5,1435.0,1410.9,1218.42,1.0806123538989311e-51,757.0
8,4,5500,1747,1681.0,1597.8,1503.2,1239.34,1.4802150379652732e-30,753.0
9,4,5500,3354,3353.5,3078.2,2534.8,1457.34,3.764446470645505e-51,754.0
5,3,5500,3035,3034.5,2295.2,1921.1,1363.18,1.4802150379652732e-30,745.0
6,3,5500,3155,2473.0,2015.6,1734.1,1268.32,3.523921061130285e-49,758.0
10,4,5500,1505,1494.0,1443.6,1405.2,1198.66,4.028546100572378e-49,766.0
6,0,5500,2517,2258.5,1978.4,1715.4,1259.58,4.863924140054918e-28,760.0
7,3,5500,2506,2049.5,1663.8,1494.3,1207.96,3.863802399379519e-43,757.0
8,3,5500,3320,2957.5,2455.8,2002.5,1344.56,4.045846697139203e-40,768.0
6,1,5500,2683,2682.5,2394.2,1913.5,1289.66,1.4576726983628111e-31,761.0
9,3,5500,2209,2077.0,1894.6,1618.7,1211.5,1.9214375854087426e-13,766.0
6,2,5500,2341,2198.0,2004.8,1682.5,1250.78,3.4174953027119665e-51,761.0
11,4,5500,2704,2385.0,1949.6,1740.7,1277.1,1.13355782241507e-50,758.0
7,0,5500,2363,2242.0,1830.6,1613.0,1244.54,3.984230839001319e-41,755.0
7,1,5500,1890,1813.0,1586.6,1432.6,1173.92,1.4354736582551654e-32,764.0
7,2,5500,3463,3337.0,2578.8,1991.4,1319.1,3.3645306049110313e-54,756.0
8,0,5500,2176,2104.5,1914.4,1703.3,1260.56,1.454032602555864e-49,760.0
9,0,5500,2540,2539.5,1874.8,1605.4,1204.78,2.973873302464515e-47,773.0
8,1,5500,2055,1962.0,1857.4,1727.6,1260.82,1.1062124104323937e-49,762.0
8,2,5500,2352,2099.5,1872.6,1659.3,1282.2,4.5743313837735266e-32,753.0
9,1,5500,3694,3392.0,2884.8,2203.9,1368.34,2.304107613707629e-28,759.0
9,2,5500,1736,1620.5,1518.4,1446.9,1181.78,1.5729291033722271e-49,764.0
10,3,5500,2562,2561.5,1960.6,1676.9,1277.86,3.417891077190098e-51,753.0
12,4,5500,2990,2577.5,2059.6,1796.8,1345.86,8.85494913843475e-49,751.0
10,1,5500,2199,2198.5,1771.6,1580.1,1251.72,2.1337903154299584e-33,757.0
10,0,5500,3046,3045.5,2647.2,2030.0,1354.38,3.365678527818508e-52,750.0
11,3,5500,2452,2451.5,2178.6,1778.1,1287.48,1.089035302633925e-50,758.0
10,2,5500,1703,1670.0,1518.4,1426.2,1201.9,1.2125021341249992e-43,759.0
11,0,5500,1660,1659.5,1558.2,1491.0,1236.58,4.436066407326182e-34,753.0
13,4,5500,2517,2446.0,2044.2,1716.5,1264.8,4.5743313837747205e-32,758.0
14,4,5500,2485,2484.5,1859.4,1615.3,1248.5,1.2892634803291751e-39,758.0
11,1,5500,1715,1714.5,1536.2,1447.0,1180.52,6.313762808493824e-11,772.0
11,2,5500,2957,2610.5,1945.2,1691.2,1284.36,1.4802150379652732e-30,753.0
12,3,5500,1747,1637.5,1553.8,1482.3,1223.34,1.1938558744804083e-47,761.0
15,4,5500,2088,1989.0,1677.0,1520.8,1228.82,6.904765413297526e-32,759.0
16,4,5500,2528,2396.0,2268.6,1929.9,1299.0,3.416571603465822e-53,762.0
14,3,5500,1792,1791.5,1610.8,1491.1,1225.68,8.050018001274114e-22,759.0
13,3,5500,1747,1742.0,1631.0,1503.2,1246.78,1.1598844729313747e-54,754.0
12,2,5500,2034,2033.5,1811.2,1612.1,1224.96,1.6480802629009597e-23,766.0
12,0,5500,2132,2116.0,1998.2,1684.7,1224.8,1.141958194041192e-47,765.0
12,1,5500,2528,2335.5,1905.6,1702.1,1329.58,1.370884450372115e-35,749.0
13,0,5500,3079,3078.5,2295.2,1897.0,1355.0,2.0692937927790084e-35,749.0
13,1,5500,2715,2698.5,2374.2,1944.2,1296.64,3.8049602819332553e-44,756.0
17,4,5500,2661,2660.5,2174.2,1823.3,1313.92,3.2247894468695435e-55,752.0
13,2,5500,2638,2286.5,1958.4,1685.8,1301.58,1.6777861980805287e-50,751.0
15,0,5500,2572,2363.5,1947.6,1670.3,1256.3,4.645071634052645e-31,759.0
14,0,5500,2507,2506.5,1908.0,1654.0,1279.6,1.196277683719927e-50,754.0
14,2,5500,2297,2264.0,2154.2,1854.0,1330.84,2.2343238259131082e-30,753.0
14,1,5500,2980,2979.5,2411.8,1903.6,1295.16,3.7471358856925863e-45,762.0
15,3,5500,2154,1945.5,1714.4,1579.2,1306.22,1.6480802628565992e-23,746.0
15,1,5500,1759,1758.5,1604.2,1478.8,1208.52,5.33304866697624e-22,762.0
16,3,5500,2298,2297.5,1905.8,1707.7,1355.08,3.697192836414507e-52,740.0
15,2,5500,1659,1637.0,1599.8,1510.7,1237.86,3.5585339335581045e-49,758.0
18,4,5500,1703,1670.5,1564.8,1468.0,1222.32,4.301980665417869e-36,760.0
16,0,5500,2440,1972.5,1619.8,1470.1,1214.24,3.528352640555514e-49,760.0
16,1,5500,2077,1807.5,1573.6,1478.9,1239.34,3.668995178290019e-47,747.0
19,4,5500,2254,2253.5,1828.8,1613.2,1266.34,1.4495320853403523e-54,752.0
16,2,5500,2484,2269.5,1914.2,1675.6,1309.06,1.3920847686072397e-34,750.0
17,3,5500,1868,1846.0,1630.8,1486.8,1229.22,1.1092091205106753e-49,756.0
17,0,5500,3364,3171.5,2297.2,1871.7,1310.18,1.370884450372115e-35,758.0
20,4,5500,2550,2396.5,2174.0,1789.0,1287.54,5.670674460404963e-18,751.0
17,1,5500,2110,1945.0,1696.6,1535.0,1223.66,1.8633596937557948e-15,757.0
17,2,5500,2364,2363.5,2257.6,1836.4,1248.28,1.4136127020036877e-33,769.0
18,3,5500,1813,1753.0,1654.8,1509.7,1233.4,1.4528692060447434e-49,756.0
21,4,5500,2353,2352.5,1927.8,1668.0,1258.38,4.436066446561728e-34,755.0
22,4,5500,2726,2506.0,2033.0,1707.5,1287.22,5.743431161955747e-44,749.0
18,0,5500,2462,2198.0,1996.0,1741.9,1286.46,3.218068904476932e-55,758.0
19,3,5500,3254,2698.5,2196.0,1904.6,1352.42,5.079975370762699e-52,745.0
18,2,5500,2352,2242.5,2002.4,1725.4,1301.58,1.1758538950509815e-45,754.0
18,1,5500,2363,2104.5,1767.0,1595.4,1219.82,7.927423489709025e-23,764.0
20,3,5500,1660,1659.5,1558.2,1499.8,1256.74,1.2335305947132935e-48,754.0
19,0,5500,3354,3353.5,2744.0,2119.2,1385.0,1.391721179570671e-52,754.0
19,1,5500,2682,2649.0,2468.8,2020.1,1374.84,4.9235096233212043e-45,749.0
19,2,5500,1780,1703.0,1503.0,1414.0,1194.38,3.923555719398921e-42,760.0
20,0,5500,3672,3182.5,2251.0,1857.2,1333.16,1.9214375854087426e-13,752.0
20,1,5500,2441,2440.5,2044.4,1716.5,1261.12,6.44501354326616e-50,761.0
23,4,5500,1956,1896.0,1793.4,1605.4,1264.8,3.6515537714362856e-53,754.0
21,3,5500,1879,1774.5,1644.0,1476.9,1189.84,5.579947719717144e-50,765.0
20,2,5500,2242,1984.0,1701.4,1503.3,1205.72,1.040038089151562e-53,766.0
21,1,5500,2033,1879.5,1659.2,1489.9,1195.7,3.984231244859872e-41,766.0
24,4,5500,2704,2242.0,1819.8,1631.7,1290.3,3.7517155682075364e-45,752.0
21,0,5500,1836,1835.5,1602.0,1485.4,1234.72,5.088457141768153e-48,758.0
21,2,5500,2220,2148.5,1951.6,1663.6,1293.92,1.7037414205647585e-49,749.0
22,3,5500,3166,3078.0,2482.0,1989.3,1330.9,1.2502938540010842e-41,756.0
22,0,5500,1714,1681.0,1485.6,1400.9,1181.4,1.1226884907425717e-50,764.0
25,4,5500,2506,2297.0,1837.2,1627.4,1268.82,5.093087879802727e-25,755.0
22,1,5500,1901,1698.0,1571.4,1493.3,1238.82,5.743434633352859e-44,755.0
22,2,5500,4387,4195.0,3091.4,2264.3,1394.6,1.6480802628565992e-23,754.0
23,3,5500,2639,2638.5,2057.6,1740.9,1315.72,3.923554596952268e-42,753.0
26,4,5500,1604,1510.5,1445.8,1397.5,1186.9,1.0664273046374582e-52,758.0
23,0,5500,2617,2616.5,1993.6,1691.1,1248.5,2.4877094907634577e-23,759.0
23,1,5500,1934,1747.5,1602.2,1477.9,1216.46,2.1668309148623232e-32,759.0
24,3,5500,2297,1978.0,1705.2,1525.1,1216.84,1.0279149950409937e-56,758.0
23,2,5500,2616,2264.0,1876.8,1639.4,1283.04,1.2009352023457316e-50,750.0
27,4,5500,2089,2088.5,1833.2,1620.9,1262.08,3.7470501790943294e-45,758.0
24,1,5500,2220,2198.0,1725.4,1543.8,1193.68,4.244302298514912e-43,769.0
24,0,5500,2297,2044.0,1670.0,1526.1,1263.9,3.689955935591829e-46,751.0
28,4,5500,2528,2160.0,1850.6,1635.2,1255.54,3.984230837602583e-41,756.0
25,3,5500,2110,1868.0,1608.8,1491.0,1221.74,3.863802399375721e-43,760.0
24,2,5500,2408,2407.5,1804.6,1565.8,1201.94,1.132766904139903e-49,771.0
25,0,5500,1451,1429.0,1411.0,1383.3,1196.98,5.937848233847925e-15,759.0
