task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.14003932955194462,0.12509520391693163,0.1549834551869576
1,0.14446973475097452,0.13064483946103245,0.1582946300409166
2,0.16687058869266053,0.1525203546533541,0.18122082273196696
3,0.14228476834922194,0.13004882106794025,0.15452071563050362
4,0.14646020665198792,0.13394375592310578,0.15897665738087005
5,0.13572176997456276,0.12256563707281101,0.1488779028763145
6,0.14171217331718403,0.1293411685920262,0.15408317804234184
7,0.13372770749977633,0.11955094981008837,0.1479044651894643
8,0.16687058869266053,0.1525203546533541,0.18122082273196696
9,0.1674330849111242,0.15319047206568187,0.18167569775656656
10,0.1674330849111242,0.15319047206568187,0.18167569775656656
11,0.1432690237874171,0.13108191489175416,0.15545613268308003
12,0.14024006815551454,0.12681992682940021,0.15366020948162887
13,0.14276438938231378,0.13062020696360246,0.1549085718010251
14,0.14024006815551454,0.12681992682940021,0.15366020948162887
15,0.14278770742066565,0.13050850929788294,0.15506690554344837
16,0.14276438938231378,0.13062020696360246,0.1549085718010251
17,0.13514430941945008,0.12199575280625748,0.1482928660326427
18,0.14657610348364372,0.13397111775165296,0.15918108921563448
19,0.1674330849111242,0.15319047206568187,0.18167569775656656
20,0.14073577975188317,0.12726820177112544,0.1542033577326409
21,0.13514430941945008,0.12199575280625748,0.1482928660326427
22,0.14657610348364372,0.13397111775165296,0.15918108921563448
23,0.1432690237874171,0.13108191489175416,0.15545613268308003
24,0.14657610348364372,0.13397111775165296,0.15918108921563448
25,0.14073577975188317,0.12726820177112544,0.1542033577326409
26,0.14657610348364372,0.13397111775165296,0.15918108921563448
27,0.16447257849815738,0.14873352990280123,0.18021162709351354
28,0.13561205246909136,0.12253399495563451,0.14869010998254822
29,0.16447257849815738,0.14873352990280123,0.18021162709351354
30,0.1432690237874171,0.13108191489175416,0.15545613268308003
31,0.14171217331718403,0.1293411685920262,0.15408317804234184
32,0.136189513024204,0.12310553967876367,0.14927348636964435
33,0.14707018997649204,0.13455973675243119,0.1595806432005529
34,0.16617614891677943,0.15182138067972867,0.18053091715383018
35,0.14707018997649204,0.13455973675243119,0.1595806432005529
36,0.13372770749977633,0.11955094981008837,0.1479044651894643
37,0.14707018997649204,0.13455973675243119,0.1595806432005529
38,0.14646020665198795,0.1339437559231058,0.15897665738087008
39,0.14024006815551454,0.12681992682940021,0.15366020948162887
40,0.13572176997456276,0.12256563707281101,0.1488779028763145
41,0.14446973475097452,0.13064483946103245,0.1582946300409166
42,0.13372770749977633,0.11955094981008837,0.1479044651894643
43,0.16447257849815738,0.14873352990280123,0.18021162709351354
44,0.13572176997456276,0.12256563707281101,0.1488779028763145
45,0.16687058869266053,0.1525203546533541,0.18122082273196696
46,0.1674330849111242,0.15319047206568187,0.18167569775656656
47,0.1459661201591396,0.13335715166995357,0.15857508864832562
48,0.14217226465010163,0.13002226031660416,0.1543222689835991
49,0.16617614891677943,0.15182138067972867,0.18053091715383018
