instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
3,4,5500,4168,3227.5,2548.8,2108.5,1501.08,1.0438562119258555e-50,605.7515126491095
2,4,5500,4388,3365.0,2526.8,2135.2,1657.06,5.752800328204305e-48,366.72143878106436
1,4,5500,5488,5400.0,4396.8,3258.3,1732.56,1.5101308749140985e-55,628.2214400100074
0,4,5500,3552,3513.5,2953.6,2428.9,1698.12,8.996101212921328e-12,450.3317965332116
4,4,5500,5048,4333.0,3398.0,2643.4,1548.44,1.165446750150673e-44,603.789076795805
2,3,5500,3915,3854.5,3336.4,2471.7,1532.94,1.2743268205800566e-37,498.44317002301284
0,3,5500,5466,4415.5,3162.6,2394.8,1516.5,9.11639364029501e-18,612.5894561572298
1,3,5500,5158,4564.0,3501.4,2730.3,1620.98,3.9380893799284905e-39,602.7508926221411
3,3,5500,5422,4938.0,4218.6,3435.4,1796.14,6.211596850950829e-43,537.8105950716775
4,3,5500,4927,4679.5,4117.4,3036.0,1730.3,8.573613472344167e-22,588.9156049038829
4,1,5500,4663,4624.5,3884.2,2991.0,1714.02,3.429038670843887e-49,608.664584450621
3,0,5500,3981,3893.0,3314.4,2617.0,1720.42,5.8166198723390674e-52,571.817271164431
4,0,5500,3893,3838.0,3224.2,2528.9,1577.22,1.484803745176385e-28,547.6291133549681
0,0,5500,4828,4740.0,4478.2,3858.9,1758.76,5.353481885812041e-47,614.4922915818611
3,2,5500,5400,5147.0,4284.6,3566.3,1829.8,3.2603810703340254e-11,176.75810738762817
2,0,5500,4366,3458.5,2324.4,1905.1,1385.54,1.5310900173508626e-26,606.7190243407309
3,1,5500,5466,5400.0,4431.8,3090.9,1630.66,1.0930423724987818e-47,595.8507145036855
4,2,5500,4795,4294.5,3290.2,2519.1,1503.96,5.8400099788220666e-15,622.3140871982956
1,0,5500,4916,4795.0,4240.6,3203.3,1697.56,7.018784478716595e-36,619.4099885952133
0,2,5500,5169,5053.5,4009.6,2870.0,1721.34,6.653868713720958e-06,591.87468024011
1,1,5500,3640,3623.5,2889.8,2343.1,1561.8,4.184880988083015e-36,527.8929211828388
1,2,5500,5323,4437.5,3486.0,2738.0,1563.6,2.271219445201074e-34,642.9919421202019
0,1,5500,4520,4300.0,3587.2,2818.3,1661.72,7.821321625340428e-46,612.5208825301268
2,1,5500,4762,4487.0,3978.8,2879.8,1642.1,0.0036548340129788333,551.5967097468359
2,2,5500,4300,3931.5,3389.2,2725.9,1652.44,6.023843446134213e-45,625.1981405495786
5,4,5500,5125,5009.5,3079.0,2324.4,1487.7,2.2379686367253045e-34,509.19701203931317
5,0,5500,2936,2870.0,2520.2,2076.8,1531.62,3.6852743052400736e-45,607.5037644242869
5,1,5500,5213,5070.0,4172.4,3214.3,1757.88,4.312814091361149e-60,615.8003919710156
6,4,5500,3728,3651.0,3466.2,3043.8,1752.62,6.211596850950314e-43,533.8540707331788
8,4,5500,5246,5185.5,4806.0,3790.7,1924.84,3.3100748729171086e-52,598.4522765246134
7,4,5500,3409,3365.0,3002.0,2476.1,1545.3,1.8903459025991274e-45,604.8699856547278
5,2,5500,4190,4102.0,3677.4,2934.9,1674.64,9.110943988130169e-19,584.1351644858095
5,3,5500,5147,4938.0,4484.8,3321.0,1725.32,1.2017366546904291e-42,509.20544991102025
9,4,5500,4575,4074.5,3435.4,2732.5,1684.78,4.49895987159052e-32,511.05448859702346
10,4,5500,5015,4630.0,3574.0,2773.2,1614.42,1.7543384743602642e-43,631.3217509692466
6,3,5500,4014,3931.5,3037.2,2381.6,1558.92,1.7507225370074091e-50,599.1452951100081
6,0,5500,2518,2391.5,2194.6,1965.8,1461.04,1.5244166549991563e-27,609.5403077549569
7,3,5500,4531,4195.5,3477.2,2601.4,1644.74,1.0930320632083842e-47,572.2181337484528
6,2,5500,5235,5119.5,4319.8,3226.4,1779.18,1.9480996720679e-44,535.793827153023
6,1,5500,5411,4685.0,3354.0,2778.7,1698.92,9.058827728047182e-32,558.5680956740562
9,3,5500,5345,5086.5,4493.6,3501.4,1756.5,3.7137453815940284e-44,601.6051149712213
8,3,5500,4201,4036.0,3367.2,2469.6,1497.54,1.4227284729330825e-31,628.0519954561172
7,1,5500,3783,3634.5,3259.4,2478.4,1556.5,3.186515204681917e-53,620.2888814079336
7,0,5500,5004,4976.5,3692.8,2757.8,1640.3,4.881920782000533e-25,488.5961686162162
8,1,5500,5246,5108.5,4704.8,3290.2,1738.84,2.6495170075287083e-23,607.4639394076288
7,2,5500,4014,3893.0,3585.0,3015.2,1712.56,1.809084510159897e-49,574.1262375364074
8,0,5500,4718,4201.0,3461.8,2744.6,1601.44,3.284780604205351e-52,608.5506519565971
9,1,5500,4916,4102.0,3237.4,2446.5,1573.9,1.6465159305231398e-54,623.3717812970358
9,0,5500,5026,4888.5,4379.2,3328.7,1778.54,8.706201059894441e-21,527.0219309151039
8,2,5500,5400,5213.0,4319.8,3478.3,1844.16,8.953453863059464e-61,553.4626241762537
9,2,5500,4641,4245.0,3556.4,2832.6,1747.08,2.785337249928965e-46,418.72920085396885
11,4,5500,4553,4437.5,3305.6,2651.1,1678.22,1.3719765822833136e-60,578.7200834645483
10,3,5500,5125,4597.0,3840.2,2805.1,1680.4,9.818858962736184e-57,566.2052863144244
12,4,5500,5125,4993.0,4176.8,3131.8,1651.38,1.1564781797779633e-45,629.2770352538083
10,0,5500,5169,4784.0,3723.6,2878.8,1740.52,2.242590880399525e-27,481.6506316308399
10,1,5500,4971,4938.0,4086.6,3125.2,1748.64,7.146319813102664e-27,585.3507425631423
10,2,5500,5092,5042.5,4036.0,2993.2,1670.94,2.5678960214942708e-26,620.4254933354174
13,4,5500,5367,3777.5,2702.8,2158.1,1458.6,9.82097618928917e-56,578.014188247803
11,0,5500,4971,4536.5,3268.2,2391.4,1489.36,1.6403123225531677e-55,642.1441666126497
14,4,5500,5378,5317.5,4262.6,3336.4,1786.2,5.912806815678206e-48,622.1806447791954
11,1,5500,4696,4602.5,4207.6,3586.1,1865.26,1.978231443036001e-43,197.4159170577362
11,2,5500,3486,3255.0,2859.0,2349.5,1597.68,1.6797594219251662e-19,565.454032230759
11,3,5500,5334,4349.5,3301.2,2472.9,1558.28,1.5310826634803793e-26,613.078562792141
15,4,5500,4839,4360.5,3147.2,2509.2,1548.54,1.5797483718202408e-23,618.301131939507
