instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
1,4,0.0,0.0,1.0,5500,5487
3,4,0.0,0.0,1.0,5500,4997
2,4,0.0,0.0,1.0,5500,5263
0,4,0.0,0.0,1.0,5500,4958
4,4,0.0,0.0,1.0,5500,5384
1,3,0.2,0.08504564793256318,0.9149543520674368,5500,5366
2,3,0.2,0.09679871233121702,0.9032012876687829,5500,4344
4,3,0.2,0.08239030513529584,0.9176096948647041,5500,5323
0,3,0.2,0.11352595005530225,0.8864740499446978,5500,5102
3,3,0.2,0.1185329520391761,0.8814670479608239,5500,5433
1,0,1.0,1.0,0.0,5500,3321
1,1,0.8,1.0,0.0,5500,5191
2,0,1.0,1.0,0.0,5500,3277
0,1,0.8,1.0,0.0,5500,2375
0,0,1.0,1.0,0.0,5500,2430
4,0,1.0,1.0,0.0,5500,3398
3,0,1.0,1.0,0.0,5500,4344
2,1,0.8,1.0,0.0,5500,1957
3,1,0.8,1.0,0.0,5500,1968
4,1,0.8,1.0,0.0,5500,2980
2,2,0.5,0.6498922452823355,0.35010775471766453,5500,3805
0,2,0.5,0.6661158371778213,0.33388416282217864,5500,2507
4,2,0.5,0.6479723351728144,0.3520276648271856,5500,2331
1,2,0.5,0.5495678330041496,0.4504321669958505,5500,2859
3,2,0.5,0.636392537286319,0.36360746271368105,5500,4949
5,4,0.0,0.0,1.0,5500,5388
6,4,0.0,0.0,1.0,5500,5164
7,4,0.0,0.0,1.0,5500,4894
5,0,1.0,1.0,0.0,5500,3343
5,1,0.8,0.9954686317610176,0.004531368238982379,5500,2331
8,4,0.0,0.0,1.0,5500,5342
5,2,0.5,0.6281952361933117,0.3718047638066882,5500,1825
9,4,0.0,0.0,1.0,5500,5427
5,3,0.2,0.08398447295304773,0.9160155270469522,5500,4971
10,4,0.0,0.0,1.0,5500,5197
6,0,1.0,1.0,0.0,5500,2254
6,1,0.8,0.9954222652256463,0.004577734774353731,5500,2804
6,3,0.2,0.11341781884842773,0.8865821811515723,5500,3662
6,2,0.5,0.6659900317172632,0.33400996828273677,5500,4652
7,0,1.0,1.0,0.0,5500,4036
7,1,0.8,0.9820430965682362,0.017956903431763767,5500,3728
7,3,0.2,0.10883173624114256,0.8911682637588574,5500,5312
8,3,0.2,0.11296441563565134,0.8870355843643487,5500,4783
7,2,0.5,0.6278740093696418,0.37212599063035817,5500,4003
8,2,0.5,0.6371707122238158,0.3628292877761842,5500,2221
8,1,0.8,0.9947197106690777,0.005280289330922242,5500,5081
8,0,1.0,1.0,0.0,5500,2881
9,0,1.0,1.0,0.0,5500,2529
9,1,0.8,1.0,0.0,5500,2485
9,2,0.5,0.6178989998720129,0.38210100012798714,5500,2001
9,3,0.2,0.100350743111378,0.899649256888622,5500,3725
10,3,0.2,0.09190225919744938,0.9080977408025507,5500,5134
11,4,0.0,0.0,1.0,5500,5199
12,4,0.0,0.0,1.0,5500,4777
10,1,0.8,0.9984930762964974,0.0015069237035025794,5500,2375
10,0,1.0,1.0,0.0,5500,2804
10,2,0.5,0.6503612664294532,0.3496387335705468,5500,2661
13,4,0.0,0.0,1.0,5500,5218
14,4,0.0,0.0,1.0,5500,5142
11,0,1.0,1.0,0.0,5500,2518
11,1,0.8,0.9912286268608004,0.008771373139199653,5500,2485
11,2,0.5,0.6093045776241244,0.3906954223758756,5500,3761
11,3,0.2,0.08220480271432332,0.9177951972856767,5500,5004
15,4,0.0,0.0,1.0,5500,5135
13,3,0.2,0.09255348361167279,0.9074465163883272,5500,5344
12,0,1.0,1.0,0.0,5500,4520
12,1,0.8,1.0,0.0,5500,2628
14,3,0.2,0.1280993712738165,0.8719006287261836,5500,4289
12,3,0.2,0.10907453027907489,0.8909254697209251,5500,4971
12,2,0.5,0.6352290249433107,0.3647709750566893,5500,3761
13,0,1.0,1.0,0.0,5500,3453
13,1,0.8,0.9977443609022556,0.002255639097744361,5500,2144
14,1,0.8,1.0,0.0,5500,4300
13,2,0.5,0.6232256662804172,0.37677433371958285,5500,2452
14,2,0.5,0.5471252273376662,0.45287477266233384,5500,2870
14,0,1.0,1.0,0.0,5500,3640
16,4,0.0,0.0,1.0,5500,5232
15,3,0.2,0.09547514039723123,0.9045248596027687,5500,4916
17,4,0.0,0.0,1.0,5500,4649
15,0,1.0,1.0,0.0,5500,2573
16,3,0.2,0.09241112516549446,0.9075888748345056,5500,5409
15,2,0.5,0.6441646236598485,0.3558353763401515,5500,3442
15,1,0.8,0.9974084813338167,0.0025915186661834,5500,2859
18,4,0.0,0.0,1.0,5500,5151
16,1,0.8,1.0,0.0,5500,3959
19,4,0.0,0.0,1.0,5500,5194
16,0,1.0,1.0,0.0,5500,3167
16,2,0.5,0.655178671893432,0.34482132810656796,5500,2430
17,0,1.0,1.0,0.0,5500,4608
20,4,0.0,0.0,1.0,5500,5421
17,1,0.8,1.0,0.0,5500,2177
17,2,0.5,0.5998146532926297,0.40018534670737027,5500,2276
17,3,0.2,0.11197309096113935,0.8880269090388606,5500,5454
21,4,0.0,0.0,1.0,5500,5342
18,3,0.2,0.09989226520636624,0.9001077347936338,5500,5246
18,0,1.0,1.0,0.0,5500,2452
18,1,0.8,1.0,0.0,5500,2100
18,2,0.5,0.6360430923381315,0.36395690766186856,5500,2287
19,3,0.2,0.09834068312446549,0.9016593168755345,5500,5301
19,0,1.0,1.0,0.0,5500,3936
19,1,0.8,1.0,0.0,5500,2606
19,2,0.5,0.6681220936519953,0.33187790634800474,5500,4300
20,0,1.0,1.0,0.0,5500,3035
22,4,0.0,0.0,1.0,5500,3316
20,1,0.8,1.0,0.0,5500,3057
20,3,0.2,0.11807235912425715,0.8819276408757428,5500,5476
20,2,0.5,0.6659506004985271,0.33404939950147294,5500,2529
23,4,0.0,0.0,1.0,5500,5364
21,0,1.0,1.0,0.0,5500,2507
21,1,0.8,1.0,0.0,5500,2276
21,2,0.5,0.5918541209737352,0.40814587902626476,5500,4278
24,4,0.0,0.0,1.0,5500,5431
21,3,0.2,0.1225226734419425,0.8774773265580575,5500,4630
22,0,1.0,1.0,0.0,5500,4388
22,1,0.8,0.9977376803926219,0.002262319607378081,5500,2276
25,4,0.0,0.0,1.0,5500,5449
22,2,0.5,0.5835696110505271,0.41643038894947293,5500,3871
22,3,0.2,0.12323086037785531,0.8767691396221446,5500,5488
23,0,1.0,1.0,0.0,5500,2815
26,4,0.0,0.0,1.0,5500,4473
