instance_number,run_number,n_time_steps,n_time_steps_cv
75,3,5500,4707
78,4,5500,2441
76,0,5500,3176
76,1,5500,2738
76,3,5500,2782
76,2,5500,2507
79,4,5500,2705
77,0,5500,4762
77,1,5500,3277
77,3,5500,2100
80,4,5500,5235
77,2,5500,2925
78,0,5500,4399
78,2,5500,2353
78,1,5500,4520
78,3,5500,1935
81,4,5500,2144
79,0,5500,2485
79,1,5500,4025
79,3,5500,1869
79,2,5500,2210
82,4,5500,2716
80,0,5500,2122
80,3,5500,3200
80,1,5500,2012
80,2,5500,2694
83,4,5500,2584
81,0,5500,4212
81,1,5500,2881
81,3,5500,3145
81,2,5500,3156
82,1,5500,4080
84,4,5500,3420
82,0,5500,4894
82,3,5500,4916
85,4,5500,2507
82,2,5500,2650
83,0,5500,2221
83,1,5500,3244
83,3,5500,2045
83,2,5500,4245
84,0,5500,2617
86,4,5500,2815
84,1,5500,3046
84,3,5500,1979
84,2,5500,2452
87,4,5500,2089
85,0,5500,3398
85,1,5500,2826
85,2,5500,2595
85,3,5500,2353
86,0,5500,2892
88,4,5500,3046
86,1,5500,2012
86,3,5500,2111
86,2,5500,5257
89,4,5500,2914
87,0,5500,3365
87,3,5500,2309
87,1,5500,2265
87,2,5500,4201
90,4,5500,3156
88,0,5500,2067
88,1,5500,3046
88,3,5500,2584
88,2,5500,3805
91,4,5500,2122
89,3,5500,4553
89,0,5500,2749
89,1,5500,2925
89,2,5500,2870
92,4,5500,2287
90,0,5500,2562
90,1,5500,2144
90,2,5500,2001
90,3,5500,2870
93,4,5500,2529
91,0,5500,2265
91,1,5500,1737
91,3,5500,3090
91,2,5500,5213
94,4,5500,5070
92,0,5500,2232
92,1,5500,4520
92,3,5500,2452
92,2,5500,3618
95,4,5500,2826
93,0,5500,2221
93,3,5500,2914
93,1,5500,2485
93,2,5500,2122
94,0,5500,3959
96,4,5500,1913
94,1,5500,2738
94,3,5500,2848
94,2,5500,3827
97,4,5500,1759
95,0,5500,3596
95,1,5500,3486
98,4,5500,5114
95,3,5500,4619
95,2,5500,3893
96,0,5500,2012
96,1,5500,2265
96,3,5500,2199
96,2,5500,1979
99,4,5500,2749
97,0,5500,2320
97,1,5500,4300
97,2,5500,2562
97,3,5500,3354
98,1,5500,3992
98,0,5500,2353
98,3,5500,2573
98,2,5500,3145
99,0,5500,2408
99,1,5500,2353
99,3,5500,3310
99,2,5500,2221
