instance_number,run_number,n_time_steps,n_time_steps_cv
1,4,500,279
0,4,500,294
3,4,500,424
2,4,500,404
0,3,500,274
1,3,500,274
2,3,500,239
3,3,500,239
4,3,500,264
1,2,500,314
1,1,500,264
0,2,500,354
4,1,500,429
2,1,500,329
2,0,500,319
4,2,500,404
0,0,500,294
4,0,500,384
1,0,500,314
3,1,500,419
2,2,500,399
0,1,500,364
3,0,500,279
3,2,500,364
4,4,500,299
5,4,500,249
6,4,500,299
5,0,500,284
5,1,500,259
7,4,500,274
8,4,500,294
5,2,500,424
5,3,500,459
6,3,500,284
6,0,500,259
7,3,500,414
6,1,500,354
6,2,500,344
8,3,500,314
7,0,500,349
7,2,500,294
7,1,500,409
8,0,500,344
8,1,500,259
8,2,500,284
9,1,500,304
9,0,500,284
9,2,500,264
9,4,500,359
9,3,500,264
