instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
2,4,0.0,0.0,1.0,22000,1612
3,4,0.0,0.0,1.0,22000,1678
0,4,0.0,0.0,1.0,22000,1887
1,4,0.0,0.0,1.0,22000,1766
4,4,0.0,0.0,1.0,22000,1799
2,3,0.2,0.20543959447402668,0.7945604055259733,22000,9063
3,3,0.2,0.20539880089790583,0.7946011991020941,22000,9019
0,3,0.2,0.2050220594072881,0.7949779405927119,22000,9041
1,3,0.2,0.20543858153610092,0.794561418463899,22000,9085
4,3,0.2,0.2054509601122925,0.7945490398877075,22000,9019
4,0,1.0,0.9949031405085362,0.005096859491463718,22000,13584
3,0,1.0,0.9951328875007186,0.00486711249928143,22000,13628
4,1,0.8,0.959240637008431,0.04075936299156901,22000,13661
3,1,0.8,0.9590746991628049,0.04092530083719511,22000,13804
3,2,0.5,0.7219997317339567,0.2780002682660433,22000,13342
4,2,0.5,0.722196140801349,0.277803859198651,22000,13452
0,0,1.0,0.9949604307586181,0.005039569241381953,22000,13617
2,2,0.5,0.7220774492709192,0.27792255072908084,22000,13540
1,0,1.0,0.9950373397075096,0.004962660292490383,22000,13738
2,0,1.0,0.9949320919518165,0.00506790804818352,22000,13705
0,1,0.8,0.9589552953800755,0.0410447046199245,22000,13683
1,1,0.8,0.9588023585266866,0.04119764147331342,22000,13793
2,1,0.8,0.9591868018164748,0.040813198183525266,22000,13694
1,2,0.5,0.7231207005576101,0.27687929944238987,22000,13430
0,2,0.5,0.7208655080572535,0.27913449194274653,22000,13573
5,4,0.0,0.0,1.0,22000,1755
5,0,1.0,0.9950755670522862,0.004924432947713827,22000,13573
6,4,0.0,0.0,1.0,22000,1799
7,4,0.0,0.0,1.0,22000,1766
5,1,0.8,0.9588219514064535,0.04117804859354641,22000,13694
8,4,0.0,0.0,1.0,22000,1832
5,2,0.5,0.7227158664531702,0.2772841335468298,22000,13474
9,4,0.0,0.0,1.0,22000,1865
5,3,0.2,0.20539895430779723,0.7946010456922028,22000,8986
10,4,0.0,0.0,1.0,22000,1766
6,3,0.2,0.20538705270854707,0.7946129472914529,22000,9030
6,0,1.0,0.9948646214574511,0.005135378542548911,22000,13826
7,3,0.2,0.20424471118547988,0.7957552888145201,22000,9107
8,3,0.2,0.20543974903957626,0.7945602509604237,22000,9074
6,1,0.8,0.9595876367677774,0.04041236323222258,22000,13749
6,2,0.5,0.7228380631191677,0.2771619368808324,22000,13397
9,3,0.2,0.20538239611850795,0.794617603881492,22000,9019
7,0,1.0,0.9949606238862596,0.005039376113740443,22000,13573
7,1,0.8,0.9588594860789086,0.04114051392109146,22000,13793
8,1,0.8,0.9596259604882442,0.0403740395117558,22000,13694
8,0,1.0,0.9949223016344441,0.00507769836555596,22000,13694
7,2,0.5,0.721578528025496,0.27842147197450395,22000,13430
8,2,0.5,0.722345957520026,0.277654042479974,22000,13397
9,0,1.0,0.9948454595972177,0.005154540402782302,22000,13650
9,1,0.8,0.9588759029494348,0.04112409705056517,22000,13584
9,2,0.5,0.721730132648613,0.2782698673513871,22000,13463
11,4,0.0,0.0,1.0,22000,1777
10,3,0.2,0.20538657391620632,0.7946134260837937,22000,9019
12,4,0.0,0.0,1.0,22000,1832
10,0,1.0,0.9950371732965433,0.004962826703456733,22000,13617
10,1,0.8,0.9589169716596088,0.041083028340391285,22000,13573
13,4,0.0,0.0,1.0,22000,1700
10,2,0.5,0.7219105033526444,0.27808949664735555,22000,13628
11,0,1.0,0.9948837833176845,0.005116216682315519,22000,13694
14,4,0.0,0.0,1.0,22000,1700
11,1,0.8,0.9593975742014601,0.04060242579853992,22000,13584
11,2,0.5,0.7230427301405219,0.27695726985947805,22000,13353
11,3,0.2,0.20538423942077086,0.7946157605792291,22000,9019
15,4,0.0,0.0,1.0,22000,1865
12,3,0.2,0.20540798581511918,0.7945920141848808,22000,9030
12,0,1.0,0.9949415596857636,0.005058440314236444,22000,13639
12,1,0.8,0.9595109893268439,0.04048901067315615,22000,13650
13,3,0.2,0.20539895430779723,0.7946010456922028,22000,8997
12,2,0.5,0.7224995209810309,0.2775004790189691,22000,13496
14,3,0.2,0.2053877411838254,0.7946122588161746,22000,8997
13,0,1.0,0.9948837833176845,0.005116216682315519,22000,13540
16,4,0.0,0.0,1.0,22000,1766
