instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
3,4,22000,20679,17472.0,14166.666666666666,14007.375,12383.6875,6.464135100073589e-79,1186.711140467212
1,4,22000,21416,21306.0,17511.0,15630.0,13452.229166666666,7.397756434792765e-71,1081.7252742996504
2,4,22000,20547,20211.5,14448.333333333334,14297.125,13046.333333333334,1.275799159081079e-138,1150.385936742441
0,4,22000,15740,15002.5,14162.333333333334,13971.375,12812.020833333334,2.799599832091807e-211,1123.5563694761067
4,4,22000,18875,18825.5,14118.333333333334,13909.375,12577.875,0.00020123571325850257,1238.2773399269604
4,3,22000,21008,20634.5,19993.0,16731.25,13122.645833333334,3.9268584671283407e-187,1194.101131593551
0,3,22000,14684,14673.0,14475.0,14289.125,12854.041666666666,2.406215736825247e-28,1094.5667882603075
3,3,22000,14045,14028.5,13931.666666666666,13746.0,12427.333333333334,1.2382042669493347e-263,1224.8468162219601
1,3,22000,20899,20464.5,17759.666666666668,15587.125,13249.479166666666,1.4004284556566572e-256,1156.531103195318
2,3,22000,14596,14585.0,14453.0,14235.375,12853.520833333334,6.1535044698123875e-83,1154.144772808768
3,0,22000,14761,14744.5,14544.666666666666,14423.875,13410.208333333334,2.52839961162455e-292,1162.1483836554805
1,0,22000,15729,15085.0,14345.666666666666,14129.5,12765.125,1.6027217875088263e-130,1179.732430027669
0,2,22000,21647,21152.0,17877.666666666668,15836.25,13561.833333333334,3.3302160331743006e-151,1086.8946449575483
1,2,22000,20877,17785.5,14646.666666666666,14444.375,12972.541666666666,8.224754768622862e-97,1141.3562756833824
3,2,22000,21449,17961.5,14338.666666666666,14213.375,12828.833333333334,1.375732749638221e-138,1126.1567904876795
1,1,22000,14188,14177.0,13942.666666666666,13718.375,12341.395833333334,8.570427626600633e-289,1164.6041750832646
2,0,22000,18170,17801.5,15882.333333333334,15072.625,13338.083333333334,3.2706224199012264e-08,1051.5896665822734
0,0,22000,20173,20134.5,16818.0,14935.5,12816.4375,4.705121143890153e-204,1182.783842904352
2,1,22000,14617,14606.5,14500.333333333334,14290.375,12981.916666666666,1.4736185048429514e-58,1126.0500809260875
0,1,22000,19622,19429.5,15519.333333333334,14417.0,12537.104166666666,9.096322e-317,1249.8685196070364
4,1,22000,21746,18088.5,14313.666666666666,14118.75,12931.104166666666,2.864002774666707e-134,1171.8058178089448
3,1,22000,20679,19766.0,16293.666666666666,15078.625,13367.458333333334,1.4864119471192027e-284,1143.0245111337383
2,2,22000,14628,14623.0,14441.333333333334,14278.125,12892.125,1.6960017516207277e-168,1166.341652041089
4,2,22000,18402,17214.0,14115.666666666666,13971.375,12611.0625,1.3896425475927892e-206,1153.1873013804727
4,0,22000,18721,16735.0,14672.333333333334,14457.75,12965.458333333334,1.4057694082326292e-285,1129.2816591830112
5,4,22000,21119,19018.0,14595.333333333334,14469.125,13200.979166666666,9.176736696229909e-208,1123.0487790370664
5,0,22000,21185,19133.5,15339.666666666666,14793.5,13110.041666666666,6.7461012451987576e-105,1169.0481111124143
8,4,22000,14221,14182.5,14012.333333333334,13785.875,12367.583333333334,7.307789929897348e-224,1179.71135847177
5,1,22000,20007,18582.5,15541.666666666666,14562.875,12822.25,1.656870376080846e-94,1238.6655734816604
5,2,22000,21657,17862.5,13939.666666666666,13787.25,12563.020833333334,1.7856356045225475e-274,1225.6050743045423
6,4,22000,21910,21503.5,20601.0,17203.875,13293.145833333334,2.1687819241e-313,1241.152629908557
7,4,22000,18852,18709.5,16846.666666666668,15211.25,12910.458333333334,1.9016613021481324e-177,1114.1123500566162
9,4,22000,20898,17648.0,14306.333333333334,14139.375,12869.4375,5.35537543521943e-276,1181.0854269954787
5,3,22000,19348,18913.5,17654.0,16228.0,13486.916666666666,1.9114488362997994e-43,1083.5601019252972
10,4,22000,21482,21438.0,18969.666666666668,15745.25,12589.083333333334,1.0841496147198444e-78,1196.1402782181824
6,3,22000,16971,16965.5,16799.0,16634.25,13141.708333333334,6.5015566406843665e-307,1190.9292251949826
6,0,22000,20976,18924.5,14255.0,14071.625,12862.6875,5.698232154776899e-116,1119.3902038753804
7,3,22000,21228,21217.5,18137.333333333332,15354.5,12623.375,0.0,1185.7816063732434
6,1,22000,21988,19694.5,13975.333333333334,13836.5,12538.666666666666,1.5649476246280375e-248,1164.4881935714484
8,3,22000,20964,20540.5,14771.666666666666,13880.625,12004.520833333334,1.388362409119359e-30,1315.5525334553613
6,2,22000,21603,20508.5,14398.0,14235.75,13077.229166666666,2.0233250155981885e-231,1164.6824733964038
9,3,22000,17741,17675.0,16410.0,15170.0,13066.375,2.627322910259167e-215,1168.9757919313092
7,0,22000,17467,15948.5,14389.666666666666,14173.125,12924.6875,4.81539785786897e-100,1202.0210800107698
7,1,22000,17774,17735.5,16318.333333333334,15012.125,13028.479166666666,1.114939051961138e-118,1206.671990895363
8,1,22000,14519,14513.5,14379.666666666666,14170.875,12825.479166666666,2.406215736825247e-28,1198.8134835465646
8,0,22000,21372,17835.0,14195.333333333334,13956.25,12639.583333333334,2.2284895459437975e-33,1190.0187826915035
7,2,22000,21625,20431.5,15197.333333333334,14433.5,12653.395833333334,3.543687650883455e-145,1191.43437053291
8,2,22000,14430,14391.5,14195.333333333334,13986.25,12624.083333333334,2.2883914785013665e-224,1141.9463787467423
9,1,22000,21317,20893.5,18413.0,16138.75,13443.166666666666,6.998453210315196e-32,1161.2399211174113
9,0,22000,21966,21306.0,17995.0,15749.625,13252.583333333334,9.973963928932e-311,1154.8187490569655
9,2,22000,18731,18704.0,18192.666666666668,16680.125,13494.1875,2.6467033932308925e-139,1159.9037813943205
10,3,22000,21295,18033.0,14687.0,14514.125,13240.645833333334,5.5187199617395784e-123,1133.981842116612
11,4,22000,14639,14611.5,14474.333333333334,14322.125,12952.416666666666,7.307789929898322e-224,1155.325865581881
12,4,22000,20767,20679.0,19953.0,17970.25,13952.104166666666,3.119416489732487e-202,1123.0656362817854
10,0,22000,20844,20805.5,16187.0,14911.875,13006.729166666666,1.8876340365369604e-35,1185.6096977893358
13,4,22000,21141,20838.5,17998.666666666668,16121.75,13540.791666666666,2.9531272227999104e-132,1150.0262687053787
10,1,22000,21383,21262.0,19696.333333333332,16384.75,13528.041666666666,5.4482658537404024e-155,1097.6133542532884
10,2,22000,20800,20475.5,17162.666666666668,15370.0,13242.6875,2.5757519321384315e-290,1126.4744784605498
11,0,22000,15531,14904.0,14152.333333333334,14018.375,12819.9375,1.4843426937404196e-135,1229.3825889226023
14,4,22000,21614,21174.0,19091.333333333332,16760.125,13744.25,9.267684849878675e-133,1105.2349214326816
11,1,22000,18951,18885.0,16784.333333333332,14590.25,12227.75,3.382171451087828e-122,1277.8900489807456
11,2,22000,20910,20695.5,17038.0,15268.375,13230.375,4.006579585190294e-137,1134.548639278303
11,3,22000,19480,18468.0,14547.666666666666,14350.875,13101.0625,3.431712877970537e-305,1142.586170980587
15,4,22000,19315,17423.0,14750.0,14125.125,12581.333333333334,6.586961388728618e-274,1227.1264370469191
12,3,22000,20789,20250.0,16113.333333333334,15098.875,13200.8125,5.320247755040955e-43,1097.92812321092
