instance_number,run_number,n_time_steps,n_time_steps_cv
2,4,500,463
1,4,500,434
3,4,500,448
0,4,500,238
4,4,500,414
0,3,500,434
3,3,500,434
0,2,500,489
2,3,500,444
1,0,500,499
4,3,500,469
3,2,500,413
1,2,500,469
0,0,500,399
1,3,500,459
4,1,500,479
2,0,500,484
3,1,500,494
0,1,500,404
3,0,500,284
2,2,500,449
4,0,500,289
2,1,500,389
4,2,500,404
1,1,500,399
5,4,500,414
6,4,500,378
5,1,500,474
7,4,500,494
5,0,500,479
5,2,500,399
5,3,500,499
9,4,500,489
6,3,500,479
6,2,500,194
6,0,500,229
6,1,500,403
7,0,500,324
8,3,500,398
7,2,500,434
8,2,500,319
8,4,500,329
9,3,500,434
7,1,500,329
9,2,500,404
9,1,500,329
8,0,500,249
7,3,500,444
9,0,500,499
8,1,500,234
