instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
2,4,0.0,0.0,1.0,500,309
3,4,0.0,0.0,1.0,500,483
1,4,0.0,0.0,1.0,500,479
0,4,0.0,0.0,1.0,500,349
4,4,0.0,0.0,1.0,500,238
0,3,0.2,0.6681371566071787,0.33186284339282135,500,264
3,3,0.2,0.6825633383010432,0.3174366616989568,500,454
2,3,0.2,0.6838962493002426,0.31610375069975744,500,369
0,2,0.5,1.0,0.0,500,314
4,3,0.2,0.6990657563780094,0.30093424362199067,500,244
1,0,1.0,1.0,0.0,500,419
3,2,0.5,1.0,0.0,500,429
0,0,1.0,1.0,0.0,500,414
1,3,0.2,0.7091973244147157,0.2908026755852843,500,479
1,2,0.5,1.0,0.0,500,469
3,1,0.8,1.0,0.0,500,469
4,1,0.8,1.0,0.0,500,409
2,0,1.0,1.0,0.0,500,304
0,1,0.8,1.0,0.0,500,459
2,2,0.5,1.0,0.0,500,439
2,1,0.8,1.0,0.0,500,449
4,0,1.0,1.0,0.0,500,494
4,2,0.5,1.0,0.0,500,494
3,0,1.0,1.0,0.0,500,214
1,1,0.8,1.0,0.0,500,494
5,4,0.0,0.0,1.0,500,489
6,4,0.0,0.0,1.0,500,389
5,1,0.8,1.0,0.0,500,314
7,4,0.0,0.0,1.0,500,224
5,0,1.0,1.0,0.0,500,434
5,2,0.5,1.0,0.0,500,484
5,3,0.2,0.6882268924709243,0.3117731075290757,500,348
9,4,0.0,0.0,1.0,500,469
6,3,0.2,0.6674761491760625,0.33252385082393754,500,493
6,2,0.5,1.0,0.0,500,424
6,0,1.0,1.0,0.0,500,484
6,1,0.8,1.0,0.0,500,413
7,0,1.0,1.0,0.0,500,279
8,3,0.2,0.6727780687969268,0.32722193120307314,500,498
7,2,0.5,1.0,0.0,500,409
9,3,0.2,0.7017609591607343,0.29823904083926567,500,393
8,2,0.5,1.0,0.0,500,464
7,1,0.8,1.0,0.0,500,444
8,4,0.0,0.0,1.0,500,259
9,1,0.8,1.0,0.0,500,464
9,2,0.5,1.0,0.0,500,354
8,0,1.0,1.0,0.0,500,439
7,3,0.2,0.6883156297420334,0.31168437025796664,500,454
9,0,1.0,1.0,0.0,500,334
8,1,0.8,1.0,0.0,500,428
