episode_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.005471026683807733,-0.005979793623107445,0.01692184699072291
1,0.01937199261299001,-0.021171920917867397,0.05991590614384742
2,0.0011376649281889797,-0.0009862219239861105,0.00326155178036407
3,5.15321950105466e-07,-5.614963863167356e-07,1.5921402865276678e-06
4,0.0014822276989218028,-0.0006722132350569913,0.003636668632900597
5,1.216170687675923e-05,-1.3239695343919798e-05,3.7563109097438256e-05
6,0.005569814893253869,-0.0038776886227347906,0.015017318409242527
7,1.6649606726547535e-05,-1.8198145472021494e-05,5.149735892511657e-05
8,0.00020341392105856947,-2.672758713142054e-05,0.0004335554292485595
9,0.00015257019303264836,-0.00016586553236559842,0.00047100591843089517
10,0.0003530395443874005,-0.00031296289563157755,0.0010190419844063785
11,0.005471820915990483,-0.005978912042665552,0.01692255387464652
12,5.89509239850565e-05,-6.443477552977015e-05,0.00018233662349988314
13,3.867812807254754e-05,-4.2275182362399396e-05,0.00011963143850749448
14,5.895184748914114e-05,-6.443375030838473e-05,0.000182337445286667
15,0.005479359225838719,-0.0059705529720127486,0.016929271423690186
16,0.005188419342021647,-0.005095309235211525,0.015472147919254818
17,1.578748093904877e-05,-1.2577122181434361e-05,4.41520840595319e-05
18,2.8196043691904623e-05,-3.0818953945699576e-05,8.721104132950883e-05
19,1.5948370232354401e-06,-6.884054891682355e-07,3.878079535639116e-06
20,2.0523713262493508e-05,-1.820481683651732e-05,5.925224336150434e-05
21,0.005560807258628214,-0.0058816640992974826,0.017003278616553912
22,0.000353482967399288,-0.0003863644104199737,0.0010933303452185497
23,0.009265246299539403,-0.010126816833478656,0.02865730943255746
24,4.6000254379081625e-08,-4.9404972864571984e-08,1.4140548162273525e-07
25,0.004923862961020874,-0.005381882039896154,0.015229607961937904
26,8.653596660646561e-06,-4.10584409787068e-06,2.1413037419163803e-05
27,9.539423051965076e-08,-1.0415285245431043e-07,2.9494131349361196e-07
28,0.000354933421106446,-0.0003847578762263502,0.0010946247184392421
29,0.000844312300982126,-0.000872129077194888,0.00256075367915914
30,0.0019235658536825133,-0.0020673982489673726,0.005914529956332399
31,0.0016823291742966012,-0.001549311337252157,0.0049139696858453595
32,4.6557408236720346e-08,-2.1418552846485742e-08,1.1453336931992643e-07
33,0.0011212734375207823,-0.0008151727156572031,0.0030577195906987677
34,0.011844112615478825,-0.009774459988733445,0.03346268521969109
35,0.03128864308031219,-0.006599489172692673,0.06917677533331706
36,0.000740524880490695,-0.0008061522542721402,0.00228720201525353
37,0.01953740229013403,-0.009268153298803958,0.048342957879072015
38,0.00044220349473726223,-0.00047062952911483617,0.0013550365185893607
39,0.018387922944200035,-0.006087343445157045,0.042863189333557115
40,0.025261104412808422,-0.0056401113508873744,0.056162320176504216
41,0.0666176730158038,0.008389270565878189,0.12484607546572943
42,0.08677873074426487,0.026514649062777118,0.14704281242575262
43,0.12694836286439523,0.04318581359103808,0.2107109121377524
44,0.13621222176064612,0.07923548775483613,0.19318895576645612
45,0.10902802377143575,0.046061918730066376,0.17199412881280512
46,0.09125007888810095,0.030794521622721643,0.15170563615348026
47,0.15001133188138033,0.08375733676225411,0.21626532700050655
48,0.1745472101773105,0.09089043266354264,0.2582039876910784
49,0.15082537991449116,0.08256507450589388,0.21908568532308842
50,0.2009806858043218,0.11246861479717032,0.28949275681147324
51,0.1423082290929288,0.08091395378495697,0.20370250440090065
52,0.19765297306408638,0.11505375582759395,0.2802521903005788
53,0.24855613213728206,0.17073312169733856,0.32637914257722556
54,0.12451003794038526,0.0723693362461654,0.17665073963460512
55,0.15701751218750173,0.091723011849441,0.22231201252556249
56,0.21254541461802842,0.14441851941195033,0.2806723098241065
57,0.23060257368148712,0.1591458543469042,0.30205929301607004
58,0.26100521247186353,0.17334317560976392,0.34866724933396315
59,0.296769231089071,0.2359610307050686,0.3575774314730734
60,0.25234065013102575,0.16696216732109745,0.337719132940954
61,0.22755972230077637,0.1500372901014848,0.3050821545000679
62,0.24957048021535594,0.17558928932803747,0.3235516711026744
63,0.22303403380367945,0.14894178644673067,0.2971262811606282
64,0.2679711322027724,0.20049893672262986,0.33544332768291496
65,0.25521375254947254,0.18214325977528717,0.3282842453236579
66,0.29259608444362123,0.23363310061497544,0.351559068272267
67,0.26611748924100964,0.19833462942537444,0.33390034905664484
68,0.32589592465830586,0.2583715087818625,0.3934203405347492
69,0.26114247089809334,0.19774556105199548,0.3245393807441912
70,0.2547217677336072,0.17182077224760978,0.33762276321960466
71,0.267061262844242,0.17567813705017093,0.358444388638313
72,0.2811938397191461,0.1956023220477442,0.36678535739054796
73,0.35775642773605887,0.3184786181360714,0.3970342373360463
74,0.30696328756784463,0.24462329841346017,0.36930327672222907
75,0.34371224350265306,0.284879916848377,0.4025445701569291
76,0.3834482642892182,0.32644212813500445,0.4404544004434319
77,0.2784883025952296,0.22363597945088978,0.3333406257395694
78,0.2613311984375268,0.19867592808732215,0.3239864687877314
79,0.338667153641119,0.2823037731161748,0.39503053416606315
80,0.3234823317342524,0.25881156319499027,0.3881531002735145
81,0.3236844144241583,0.27727054797747036,0.37009828087084623
82,0.30413569246822897,0.24704456235508132,0.3612268225813766
83,0.3309394414429231,0.272400493656424,0.3894783892294222
84,0.38275046546790004,0.34244662635638573,0.42305430457941434
85,0.36406985186033325,0.3141609231381543,0.4139787805825122
86,0.37536045993018247,0.31125446735659934,0.4394664525037656
87,0.3474982097412268,0.29025522509210316,0.40474119439035044
88,0.3515621880086285,0.30883505542562834,0.39428932059162863
