instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
1,4,22000,14376,14370.5,14148.666666666666,13961.875,12288.9375,2.758608225e-314,1194.278460427078
3,4,22000,21086,20403.5,19215.0,16353.75,12796.5,4.516406664340435e-106,1156.1320515518382
0,4,22000,21569,20782.5,19002.333333333332,16356.625,13236.958333333334,1.578074726947628e-134,1146.2960849967387
2,4,22000,21217,17538.0,13804.0,13604.5,12207.145833333334,2.0484844781783427e-80,1232.327581768048
4,4,22000,21713,21377.0,18156.0,16587.875,12389.5625,1.2901492933222202e-304,1286.3526821117425
2,3,22000,20920,20782.5,16964.0,14786.625,12438.791666666666,7.671535955647322e-182,1259.9752396323306
2,1,22000,21834,21102.5,19487.333333333332,17069.625,13622.770833333334,1.717556856499932e-169,1114.255900300245
4,0,22000,14057,14018.5,13818.666666666666,13660.625,12383.166666666666,6.749355993166678e-36,1222.7673743968755
2,0,22000,21250,19825.5,13892.0,13763.75,12362.208333333334,1.3487194715550554e-183,1212.3246960763397
1,3,22000,15058,14508.0,13818.666666666666,13626.5,12069.958333333334,1.7973709766593461e-50,1220.5711103936908
1,1,22000,17896,17225.0,14134.0,13919.375,12718.166666666666,2.280775717914606e-110,1184.6995635289509
0,2,22000,14266,14233.0,14060.666666666666,13860.125,12232.958333333334,4.767318514914374e-213,1167.626635111343
0,1,22000,19523,18429.0,14482.333333333334,14235.75,12806.895833333334,1.6203841474291046e-20,1139.7223929032668
2,2,22000,20811,20272.0,19117.0,16705.0,12808.354166666666,2.6590744923386325e-100,1179.278153242349
1,0,22000,13430,13424.5,13231.666666666666,13115.875,11679.208333333334,2.6680171113041547e-262,1310.7524216095721
1,2,22000,19105,18951.0,15340.0,14199.625,12352.729166666666,6.58945213296632e-34,1248.577937149225
3,1,22000,20821,20216.5,18738.333333333332,16284.0,13356.895833333334,2.925337372049963e-166,1144.1400540565382
0,3,22000,21965,21750.5,18496.666666666668,15907.0,12709.5,2.1781521022656356e-113,1288.321321664755
3,3,22000,21724,20915.0,13675.0,13437.875,11973.354166666666,3.3742635715328785e-123,1115.206676931293
0,0,22000,19853,17059.5,14254.333333333334,14026.5,12567.854166666666,4.1303702200451e-68,1216.3069441129308
4,2,22000,20425,20326.5,16373.333333333334,14654.625,12198.729166666666,4.490221618309499e-108,1274.5789941752655
4,3,22000,19413,19237.0,18115.0,16252.25,13378.1875,6.045572988512223e-122,1176.9546556838252
3,0,22000,21943,21772.5,19622.0,16904.0,13506.020833333334,1.3644342493463097e-219,1185.006997858195
4,1,22000,15839,14969.5,13990.333333333334,13814.375,12415.0625,3.533212327915811e-157,1176.0530057847734
3,2,22000,21195,21151.0,16549.333333333332,15077.75,12863.1875,3.774820305715622e-67,1160.9479844908062
7,4,22000,20107,18522.5,15057.0,14034.5,12127.25,1.65972791665513e-245,1195.3226823445852
5,1,22000,21548,21141.0,19850.333333333332,16442.625,13370.208333333334,2.851986315995854e-285,1126.5141237388136
5,4,22000,20008,19067.5,18057.333333333332,16871.375,13923.916666666666,1.1433177253372749e-155,1086.085192427707
6,4,22000,19942,19056.5,14595.0,14408.5,12967.020833333334,1.2345097676866117e-113,1073.0161506757422
5,0,22000,20579,20397.5,16531.333333333332,15050.875,12991.0625,1.1884187120613602e-228,1175.256308541994
5,2,22000,13430,13424.5,13202.666666666666,13040.625,11828.75,2.1942192706989294e-37,1268.1797035040345
8,4,22000,20700,19952.5,18592.666666666668,16532.0,13363.583333333334,4.0648911814639737e-141,1090.0591272014872
5,3,22000,21569,21564.0,20609.0,19058.875,13920.9375,5.199491419098635e-53,1140.2385075205243
9,4,22000,14057,14040.5,13869.666666666666,13727.875,12276.0,8.1879522578087e-141,1205.6007551008236
10,4,22000,21064,20392.5,14606.333333333334,14483.0,12846.083333333334,6.334509555097412e-270,1097.740786656922
6,3,22000,21965,17972.5,13899.333333333334,13711.5,12436.895833333334,1.5070227648266417e-102,1175.63800862093
7,3,22000,20007,19759.5,16978.666666666668,15212.875,13097.916666666666,5.0285941512696e-99,1143.8935047048026
6,1,22000,13990,13979.0,13817.666666666666,13696.25,12329.916666666666,5.602712018564787e-241,1177.972522952374
6,2,22000,20656,19771.0,17643.0,15793.25,13123.791666666666,1.0803765084611799e-73,1123.4116372706826
8,3,22000,21724,19529.0,15644.0,14738.75,12849.208333333334,7.361313675767287e-99,1170.1646117224648
6,0,22000,21932,21811.5,18020.666666666668,15569.25,12935.166666666666,1.4498873980740744e-27,1057.514335844628
7,0,22000,14673,14634.5,14453.0,14239.625,12599.645833333334,5.513601068393731e-93,1083.043345932177
7,1,22000,20668,19733.0,16271.666666666666,15330.125,13485.458333333334,1e-323,1060.6048284556107
9,3,22000,20151,17489.0,14724.333333333334,14535.125,13199.375,2.318149534831871e-109,1095.2011828224963
7,2,22000,21570,21031.0,19564.333333333332,17534.125,13901.916666666666,9.51645e-319,1077.6672306971886
8,1,22000,20392,19726.5,18365.333333333332,16761.5,13501.041666666666,2.3733870711263027e-180,1105.9419100322145
9,1,22000,13771,13743.5,13558.0,13334.625,11866.041666666666,6.479719920488173e-158,1273.863253068268
9,2,22000,21647,21608.5,20297.666666666668,16948.625,13496.083333333334,2.0718317250726803e-264,1214.5626649331857
8,2,22000,13793,13771.0,13591.333333333334,13432.5,11995.708333333334,5.789223246601392e-269,1273.9751422896968
8,0,22000,21878,21724.0,16114.0,14689.5,12598.145833333334,1.1259059993028705e-156,1213.705082712898
9,0,22000,19172,17021.5,14750.0,14550.625,13097.270833333334,8.673358320821645e-139,1090.1041825319087
11,4,22000,21471,21064.0,16902.333333333332,15563.75,13337.1875,3.286705054410016e-276,1071.7138702754485
10,3,22000,19094,16608.5,13994.666666666666,13810.625,12323.958333333334,2.5598180557186353e-178,1223.321112485871
10,0,22000,19182,19116.0,15157.0,14398.0,12673.208333333334,1.679080534787879e-244,1189.9868054562953
10,2,22000,21284,20321.0,17525.0,15409.375,12316.333333333334,1.4722969900398057e-63,1342.7324575174348
12,4,22000,20117,19594.5,14042.333333333334,13844.75,12373.208333333334,0.0,1185.2796627247765
13,4,22000,20843,19627.5,14111.333333333334,13961.75,12631.854166666666,5.800122555453205e-88,1199.8894569276492
14,4,22000,21822,21607.5,18104.333333333332,15552.75,13011.291666666666,6.659634078121383e-82,1154.786194656752
10,1,22000,17477,17064.5,15031.666666666666,14290.25,12768.625,5.209711688674365e-98,1198.2132950047794
11,0,22000,21724,21168.0,17558.0,15423.125,13003.25,0.0,1184.6173800203194
