instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
3,4,0.0,0.0,1.0,22000,21997,21996.5,21792.0,16744.25,4636.041666666667,0.9235778166326563,2942.2178500174464
1,4,0.0,0.0,1.0,22000,21820,21211.0,19242.0,18349.375,6198.25,0.7895019379842837,3069.388160254832
2,4,0.0,0.0,1.0,22000,21900,21894.5,19637.666666666668,16894.5,5947.75,0.7888427553325649,3032.5845100231795
0,4,0.0,0.0,1.0,22000,21031,19958.5,16669.333333333332,15433.625,5910.5625,0.9769566323526209,2901.1791489237044
4,4,0.0,0.0,1.0,22000,21986,21984.0,20464.666666666668,18503.625,4815.354166666667,0.9827300014859031,3028.1657032637686
4,3,0.2,0.20823548249359522,0.7917645175064048,22000,21875,21770.5,17949.333333333332,15015.25,10225.916666666666,0.707279378694455,1734.0676523172815
0,3,0.2,0.1876085158590622,0.8123914841409378,22000,21316,20764.5,18675.0,16908.0,10109.395833333334,0.22380934451567547,1820.1098157325503
3,3,0.2,0.19901424669422177,0.8009857533057783,22000,21162,20469.0,19137.666666666668,17523.125,9999.5,0.04261468306954537,1756.9246426881043
1,3,0.2,0.2112668007086561,0.7887331992913439,22000,19829,19340.5,14283.333333333334,12170.0,9930.6875,0.3656850297782514,1643.1329627903383
2,3,0.2,0.2249957222190535,0.7750042777809465,22000,19103,17492.5,13124.333333333334,11910.0,10145.333333333334,0.795792247198914,1589.9435768396393
3,0,1.0,1.0,0.0,22000,20491,20150.0,16421.333333333332,14786.875,12672.0625,2.8133133775610456e-134,1212.8096633865018
1,0,1.0,1.0,0.0,22000,18676,17169.5,14723.333333333334,14173.25,12638.4375,3.429492004574468e-154,1253.1025385758628
0,2,0.5,0.8837008959338387,0.11629910406616127,22000,13562,13556.5,13411.666666666666,13223.625,11976.333333333334,6.14457576223402e-116,1291.0873860810245
1,2,0.5,0.8460282942331417,0.1539717057668582,22000,21745,21641.0,20088.666666666668,17079.25,13120.145833333334,9.081036425354942e-133,1173.690132628153
3,2,0.5,0.8418132650704442,0.1581867349295558,22000,19820,16949.5,13987.333333333334,13795.625,12523.645833333334,6.506963751996687e-05,1214.1558378944114
2,0,1.0,1.0,0.0,22000,20206,18110.5,14801.333333333334,14622.125,13288.9375,1.850074743707544e-85,1064.3124518419
0,0,1.0,1.0,0.0,22000,20470,20184.0,18827.333333333332,17285.25,13399.333333333334,1.480357137634115e-177,1106.0211256280106
1,1,0.8,1.0,0.0,22000,14177,14144.0,14037.666666666666,13856.875,12508.229166666666,6.013552255766343e-10,1173.3402886205654
2,1,0.8,1.0,0.0,22000,17357,17351.0,17264.666666666668,16160.125,13301.125,1.4346823899191122e-28,1116.8224192629211
4,1,0.8,1.0,0.0,22000,17753,17126.0,14822.333333333334,14580.375,13218.9375,4.098705879214639e-185,1069.8918078906556
0,1,0.8,1.0,0.0,22000,21570,21124.5,16938.333333333332,15564.875,13299.1875,1.792816461946795e-89,1209.4090911717003
