instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
3,4,22000,13650,13622.5,13542.2,13419.9,12317.58,1.1342345976994451e-122,1558.2340574216307
2,4,22000,13551,13529.0,13456.4,13318.7,12238.8,8.80794089860072e-215,1577.257126691123
1,4,22000,13650,13644.5,13570.8,13422.1,12352.16,9.612558629449765e-243,1559.1774337638822
0,4,22000,13881,13864.5,13801.8,13648.7,12553.86,1.658713332680168e-128,1522.2107711156941
4,4,22000,13716,13699.5,13606.0,13467.4,12330.38,1.8703461804027446e-162,1548.7688863661533
3,3,22000,13782,13765.5,13691.8,13535.4,12430.92,6.250916052722662e-120,1539.2603429206686
1,3,22000,13760,13743.5,13658.8,13514.5,12455.3,5.623983964096708e-275,1542.2021434017608
4,3,22000,13738,13721.5,13654.4,13488.1,12430.24,4.0351205149754466e-73,1549.817453204104
2,3,22000,13639,13611.5,13529.0,13374.8,12294.7,3.2089090340315906e-85,1563.8634064222942
0,3,22000,13738,13721.5,13654.4,13494.7,12418.1,0.0,1543.0403292483136
3,1,22000,13573,13562.0,13489.4,13334.2,12319.8,1.3176481314554433e-143,1574.3586986000378
3,0,22000,13661,13650.0,13568.6,13405.7,12298.5,2.465219507477387e-297,1558.2649664744765
2,1,22000,13551,13534.5,13463.0,13304.4,12259.68,3.657200038328245e-152,1577.2137543011156
4,0,22000,13474,13457.5,13355.2,13210.9,12235.96,4.5287988073983685e-141,1591.4516427950196
4,1,22000,13672,13661.0,13603.8,13465.1,12363.82,4.984501923188264e-276,1554.3488805982865
3,2,22000,13661,13650.0,13559.8,13403.5,12267.66,1.210074120080685e-227,1564.9553456502522
1,0,22000,13551,13534.5,13456.4,13319.8,12293.86,7.666728978453348e-73,1574.2968804943462
1,1,22000,13650,13617.0,13542.2,13417.8,12335.84,0.11996560978952638,1559.1340613738748
0,1,22000,13683,13666.5,13584.0,13436.5,12404.72,1.1048286140067555e-230,1554.42316204114
2,0,22000,13749,13738.0,13667.6,13508.1,12453.16,6.297026019504599e-44,1543.027865911152
4,2,22000,13771,13754.5,13674.2,13532.2,12398.08,2.272689750074333e-183,1538.2426851355638
0,0,22000,13584,13562.0,13493.8,13340.7,12255.06,8.28352567160654e-219,1570.57272989387
0,2,22000,13716,13710.5,13625.8,13455.1,12302.12,2.685956274347673e-24,1553.6158852474332
1,2,22000,13683,13650.0,13586.2,13443.1,12353.42,3.3848825518776836e-06,1555.4099107733987
2,2,22000,13694,13666.5,13584.0,13439.7,12397.44,1.7921586261503737e-274,1553.510694751734
5,4,22000,13584,13578.5,13471.8,13318.7,12314.22,3.589509412013244e-44,1571.5161062361217
6,4,22000,13617,13584.0,13518.0,13378.1,12354.78,6.893334378448686e-77,1564.8317094388688
7,4,22000,13694,13688.5,13617.0,13454.1,12428.28,3.38234359824938e-275,1552.5673184094826
5,0,22000,13683,13666.5,13595.0,13443.1,12406.9,4.1569107055211217e-35,1556.3532871156503
8,4,22000,13573,13562.0,13456.4,13301.0,12220.82,6.63388803287195e-192,1570.5418208410242
5,2,22000,13661,13628.0,13526.8,13347.2,12291.38,7.757531362677377e-103,1560.1517191589796
5,1,22000,13683,13666.5,13601.6,13460.6,12372.84,1.8167218714563003e-125,1554.4665344311472
9,4,22000,13826,13809.5,13691.8,13538.8,12448.08,5.421725814931343e-195,1533.5936039085204
5,3,22000,13815,13809.5,13749.0,13585.0,12423.38,8.332047484780129e-167,1533.5626948556746
10,4,22000,13749,13732.5,13652.2,13506.9,12369.48,2.337233275689992e-223,1542.041117178893
6,3,22000,13518,13507.0,13427.8,13268.1,12230.42,3.54665652174866e-154,1584.84152744062
7,3,22000,13639,13617.0,13542.2,13398.0,12322.46,1.1526891007626619e-117,1563.0067748600572
6,1,22000,13584,13573.0,13515.8,13373.8,12240.4,0.0,1569.6293535516184
8,3,22000,13771,13754.5,13636.8,13484.7,12311.42,0.0,1536.3125600610533
6,2,22000,13573,13556.5,13480.6,13338.5,12231.82,6.847263190506733e-78,1572.4285735255273
6,0,22000,13804,13798.5,13724.8,13536.5,12529.42,9.244899545321027e-285,1537.435408341857
9,3,22000,13705,13694.0,13606.0,13451.8,12427.82,2.103463797505137e-37,1554.4849801468315
7,2,22000,13727,13716.0,13641.2,13498.0,12388.62,9.771845120155932e-239,1547.8997914667548
7,1,22000,13661,13628.0,13557.6,13405.6,12312.94,9.159432755995136e-134,1558.1348493044543
8,1,22000,13672,13655.5,13592.8,13436.5,12342.84,4.820754082102703e-134,1557.3524991850707
9,0,22000,13639,13622.5,13544.4,13388.1,12370.24,1.9317302381016501e-121,1560.9899050055321
7,0,22000,13639,13633.5,13577.4,13417.7,12305.44,7.514864851278534e-108,1563.0501472500646
8,0,22000,13738,13732.5,13678.6,13513.4,12422.94,1.138527037025617e-77,1542.996956858306
9,1,22000,13551,13518.0,13434.4,13303.3,12284.56,5.749360152297781e-47,1576.270377958864
8,2,22000,13793,13787.5,13705.0,13566.2,12502.86,6.55255725430431e-114,1536.4177505567523
9,2,22000,13683,13677.5,13601.6,13466.2,12379.42,2.791910513100728e-97,1551.5062882343705
11,4,22000,13760,13754.5,13696.2,13538.7,12424.46,7.558195123822834e-71,1540.1852735472357
10,3,22000,13650,13628.0,13540.0,13407.8,12380.02,5.2470102235776405e-204,1560.1208101061338
12,4,22000,13738,13716.0,13619.2,13475.0,12410.26,0.0,1546.8572070073271
13,4,22000,13694,13683.0,13619.2,13469.5,12370.62,1.0930858323036161e-197,1552.5239460194753
10,0,22000,13573,13567.5,13496.0,13328.7,12249.12,9.754896014542727e-91,1575.3454473322968
10,1,22000,13716,13694.0,13617.0,13489.2,12405.08,2.431746856075585e-106,1547.8255100239016
10,2,22000,13496,13490.5,13410.2,13268.3,12129.96,1.1530296191726767e-118,1587.6532107516903
14,4,22000,13705,13699.5,13617.0,13479.4,12347.74,3.5371335196704806e-196,1549.6379812655516
11,0,22000,13639,13633.5,13533.4,13381.4,12234.38,2.510271691564618e-101,1561.9766537377911
11,3,22000,13782,13760.0,13694.0,13555.2,12460.18,7.326505565183721e-227,1537.2868454561506
11,1,22000,13694,13672.0,13601.6,13471.6,12359.36,4.160888659934656e-71,1551.623942067231
11,2,22000,13650,13644.5,13562.0,13410.0,12364.42,3.790140568227429e-266,1559.1774337638822
15,4,22000,13716,13688.5,13610.4,13454.0,12444.58,2.0389840386641372e-193,1552.5423917351595
12,3,22000,13661,13628.0,13509.2,13356.2,12390.48,1.0692448047702028e-199,1560.1517191589796
12,0,22000,13617,13611.5,13535.6,13372.6,12286.34,1.994108770133937e-116,1565.7750857811202
13,3,22000,13507,13474.0,13408.0,13261.5,12219.5,1.206998036817394e-114,1586.784115852292
12,1,22000,13771,13765.5,13687.4,13532.2,12433.98,1.0714337657813126e-232,1540.2595549900889
12,2,22000,13672,13639.0,13551.0,13424.3,12341.78,3.9805735086067724e-222,1553.4488766460424
13,0,22000,13782,13771.0,13700.6,13523.3,12437.44,4.05718824172086e-35,1540.1169744829053
14,3,22000,13672,13666.5,13577.4,13434.4,12401.44,1.624840657639255e-198,1557.265754405056
16,4,22000,13694,13672.0,13603.8,13463.9,12351.5,7.57029835346295e-32,1552.5239460194753
13,1,22000,13705,13666.5,13590.6,13455.2,12448.08,3.3243836275015306e-49,1548.6946049233
13,2,22000,13738,13727.0,13636.8,13506.8,12464.56,7.852881142509833e-298,1542.996956858306
14,0,22000,13716,13699.5,13588.4,13411.0,12276.62,1.0729518548234736e-74,1550.6556390506564
14,1,22000,13573,13562.0,13480.6,13340.7,12315.14,5.558965464021528e-90,1572.4719459155347
14,2,22000,13771,13760.0,13672.0,13535.5,12497.32,7.631079304450628e-107,1538.2426851355638
15,0,22000,13639,13633.5,13546.6,13404.5,12275.28,8.398944419190762e-242,1561.0332773955395
17,4,22000,13573,13556.5,13491.6,13351.7,12284.78,1.244618202930538e-112,1572.4719459155347
15,1,22000,13694,13661.0,13577.4,13427.6,12375.5,3.66076618034967e-148,1552.5239460194753
15,3,22000,13441,13435.5,13350.8,13188.9,12176.14,5.199554785278414e-132,1598.1794119822798
16,3,22000,13562,13551.0,13485.0,13324.2,12251.38,4.603844014982094e-137,1575.314538279451
18,4,22000,13683,13677.5,13606.0,13447.4,12398.3,6.459059937299522e-111,1554.3797896511326
15,2,22000,13694,13677.5,13621.4,13465.0,12355.66,7.002401535891294e-226,1552.61069079949
16,1,22000,13518,13507.0,13414.6,13271.4,12312.5,5.208588996406084e-280,1581.9246536338505
16,0,22000,13650,13633.5,13546.6,13406.7,12370.82,3.3157596814741845e-76,1562.0943075706516
