instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
2,4,0.0,0.0,1.0,22000,1634,1633.5,1558.0,1441.1,757.68,1.0207744149993496,3799.1748577580374
3,4,0.0,0.0,1.0,22000,1546,1545.5,1465.6,1352.0,710.68,1.0207744149993496,3799.1748577580374
0,4,0.0,0.0,1.0,22000,1689,1688.5,1606.4,1487.3,775.14,1.0207744149993496,3799.1748577580374
1,4,0.0,0.0,1.0,22000,1645,1644.5,1573.4,1451.0,759.32,1.0207744149993496,3799.1748577580374
4,4,0.0,0.0,1.0,22000,1601,1600.5,1522.8,1403.7,730.68,1.0207744149993496,3799.1748577580374
3,3,0.2,0.20537957058910447,0.7946204294108955,22000,9030,9002.5,8915.6,8773.6,7861.0,0.8463578313163928,2358.691543157565
2,3,0.2,0.20538322516112165,0.7946167748388784,22000,9041,9035.5,8946.4,8810.9,7818.52,0.7072822651113315,2356.922444305922
4,3,0.2,0.20539373225186622,0.7946062677481338,22000,9019,8997.0,8922.2,8782.3,7877.92,0.02155077091810534,2359.690755226986
1,3,0.2,0.20540681847888476,0.7945931815211152,22000,9052,9030.0,8961.8,8830.7,7867.4,0.01051416728697178,2353.049730819739
0,3,0.2,0.2053854066618549,0.7946145933381451,22000,8997,8980.5,8902.4,8752.6,7826.34,0.0010242547839555904,2361.515689805797
2,1,0.8,0.9592243427607879,0.04077565723921208,22000,13793,13776.5,13687.4,13554.1,12459.68,3.165169982145925e-233,1535.4310018244935
3,1,0.8,0.9591626039575566,0.04083739604244336,22000,13628,13600.5,13522.4,13371.6,12300.9,4.3250252822282065e-144,1562.03248946496
3,0,1.0,0.9951523280321901,0.0048476719678099255,22000,13595,13584.0,13482.8,13330.8,12329.04,3.812602119281974e-43,1570.5602665567085
