instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
2,4,0.0,0.0,1.0,22000,21292,20047.5,16849.333333333332,15726.625,7519.5625,0.10066977608645321,2604.253171103046
3,4,0.0,0.0,1.0,22000,21988,21437.5,20619.666666666668,19520.25,12667.5,1.0175334627775257,2421.651027489336
1,4,0.0,0.0,1.0,22000,21980,21805.5,21337.333333333332,21043.125,16489.9375,0.07821680825965545,2426.0881042156534
0,4,0.0,0.0,1.0,22000,21992,21900.5,21351.666666666668,20840.125,16358.854166666666,0.9470444084443658,2403.9009753388036
4,4,0.0,0.0,1.0,22000,21889,20923.5,19449.333333333332,17313.375,9852.1875,0.7602148432860941,2507.0959451138356
2,3,0.2,0.1787528351915152,0.8212471648084848,22000,18883,18322.0,15123.333333333334,13782.375,10320.916666666666,0.03424543767249601,1330.622461684354
3,3,0.2,0.15292552472323925,0.8470744752767607,22000,21427,21310.0,18855.0,17672.125,11747.958333333334,0.10880234201843383,1396.730144819059
0,3,0.2,0.13991841307081787,0.8600815869291821,22000,21889,21712.0,20743.333333333332,19603.75,13056.708333333334,0.026000438799977755,1451.2122552307112
4,3,0.2,0.16686596146967142,0.8331340385303286,22000,21702,21256.5,19189.333333333332,16446.875,11774.875,0.11338114821920339,1204.567898013699
1,3,0.2,0.17895484312126872,0.8210451568787313,22000,21515,21251.0,20652.666666666668,19273.875,12342.708333333334,0.006671192279970986,1252.6390388271693
0,1,0.8,1.0,0.0,22000,19578,18450.5,14008.333333333334,13849.75,12156.3125,4.720080926942684e-136,1007.1273757308752
2,1,0.8,1.0,0.0,22000,21822,21470.0,18856.333333333332,15863.5,12628.4375,7.612446026021524e-179,996.70666424664
1,1,0.8,1.0,0.0,22000,21811,21806.0,20417.666666666668,17709.75,13454.9375,1.896946133340373e-11,972.2979338268062
4,1,0.8,1.0,0.0,22000,21096,20738.5,14475.0,14238.125,12662.229166666666,7.425215717404709e-182,970.5646491582015
1,0,1.0,1.0,0.0,22000,20887,20876.0,20744.333333333332,19740.375,14645.625,2.1025173834914755e-155,991.3994584871016
2,2,0.5,0.8572558056569299,0.1427441943430701,22000,20525,20008.0,18452.333333333332,17466.0,13647.375,1.5307802576473063e-208,897.5927990010109
1,2,0.5,0.8242660029480705,0.17573399705192955,22000,20634,20375.5,17565.0,15795.625,13382.708333333334,1.141078648126387e-153,937.4130188024828
2,0,1.0,1.0,0.0,22000,21471,20838.5,18834.666666666668,17487.0,13837.229166666666,1.1618323284042719e-152,927.5287156115061
3,2,0.5,0.8274387129724209,0.17256128702757917,22000,21668,21107.0,19024.333333333332,15831.75,12725.4375,1.6341572631376886e-20,997.3896880929708
4,2,0.5,0.8409746651291558,0.15902533487084422,22000,21998,21431.5,20454.333333333332,18578.5,13513.145833333334,9.602673599945321e-157,999.2923139587408
3,0,1.0,1.0,0.0,22000,21624,21327.5,18193.0,16057.625,13304.6875,8.780747760188644e-136,901.0036027966078
3,1,0.8,1.0,0.0,22000,19469,19353.5,18547.666666666668,17466.125,13351.25,1.2386392406594821e-265,990.3566281372955
0,0,1.0,1.0,0.0,22000,21185,21003.0,20549.666666666668,18897.625,14209.5625,1.8312872182537134e-164,868.8781340179734
0,2,0.5,0.7996281819048527,0.20037181809514729,22000,19601,19309.5,18742.0,18652.75,14175.9375,0.002121266914148932,980.1362860042898
4,0,1.0,1.0,0.0,22000,19766,19166.5,17723.666666666668,16514.125,14301.770833333334,0.0,898.2486839785989
5,4,0.0,0.0,1.0,22000,21977,21416.0,20535.0,19564.375,11215.020833333334,0.6815726445352411,2497.9072201721283
6,4,0.0,0.0,1.0,22000,21819,20862.0,19268.333333333332,18345.875,12389.125,0.9357597606128765,2488.778836970818
