task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.0636186321208968,0.04778429371888994,0.07945297052290366
1,0.06498913778036897,0.047878924163941725,0.08209935139679621
2,0.057831661902775416,0.042712288087131185,0.07295103571841965
3,0.05616613427055759,0.040800537150063376,0.0715317313910518
4,0.06253502703388832,0.047257552015835674,0.07781250205194096
5,0.050051913431970955,0.036014524216129454,0.06408930264781246
6,0.06354896881193334,0.0467667089449056,0.08033122867896107
7,0.061025727610589886,0.045750764316308555,0.07630069090487121
8,0.05656006053934547,0.04120648637130585,0.0719136347073851
9,0.06638044944314835,0.04995949839236846,0.08280140049392823
10,0.044517774280525835,0.032560886171603506,0.05647466238944816
11,0.06730387433225667,0.05073195480075518,0.08387579386375815
12,0.06217535908884189,0.04698884456317772,0.07736187361450605
13,0.07205920361750062,0.054906531567068526,0.08921187566793272
14,0.06273703400311405,0.04641992543494039,0.0790541425712877
15,0.05600171244378292,0.042111898521006774,0.06989152636655907
16,0.062035533757875676,0.04660957153659218,0.07746149597915916
17,0.0575384133065748,0.04204831702878907,0.07302850958436052
18,0.0498309125864148,0.03548195035953701,0.06417987481329258
19,0.0608302767936371,0.045370661594322105,0.07628989199295211
