instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
3,4,0.0,0.0,1.0,5500,4828,4742.0,4210.4,3924.4,1756.56,1.0470168640008406,851.4035466099468
1,4,0.0,0.0,1.0,5500,5114,5009.5,4892.6,3860.9,1788.5,0.6627870500148593,792.5847606242106
2,4,0.0,0.0,1.0,5500,5312,5311.5,5310.0,4904.8,1883.66,0.911688949630743,813.1571209238015
0,4,0.0,0.0,1.0,5500,4575,4574.5,4036.4,3207.7,1493.78,1.021943067300931,828.9510303191852
4,4,0.0,0.0,1.0,5500,5433,5432.5,5431.0,4138.4,1286.2083333333333,0.9756517075684132,824.0844958627987
2,3,0.2,0.1291825380079292,0.8708174619920708,5500,5323,5321.5,4641.4,4275.2,2692.2,0.47841892344273396,651.763838358121
0,3,0.2,0.17743283646066632,0.8225671635393337,5500,4652,4650.5,4373.0,3874.7,1546.86,0.5557535240026371,716.9346350782931
1,3,0.2,0.14874659821376265,0.8512534017862373,5500,4099,4084.0,4058.2,3949.0,2390.56,0.33751105719341745,696.0774435436439
3,3,0.2,0.14161281827941744,0.8583871817205826,5500,5136,5135.0,5042.6,4979.4,3403.98,0.07268662783438874,688.465613323191
4,3,0.2,0.16257636375501353,0.8374236362449865,5500,5290,5229.5,4993.8,4822.8,2463.32,0.02220245511751242,640.0567262119524
4,1,0.8,0.9975794237077096,0.002420576292290395,5500,3794,3739.0,3160.4,2521.3,1595.34,2.27670156266467e-33,618.4145291068081
3,0,1.0,1.0,0.0,5500,4784,4773.0,4275.8,3207.7,1716.24,2.0194104243210374e-07,623.3833886771268
0,0,1.0,1.0,0.0,5500,5257,4228.5,3305.6,2469.5,1529.38,6.11699988902388e-44,612.5615083604462
4,0,1.0,1.0,0.0,5500,4762,4327.5,3226.4,2470.7,1590.88,1.501668910805737e-60,573.2985072806536
3,2,0.5,0.6960463624702218,0.3039536375297783,5500,4091,3876.5,3395.8,2725.9,1711.42,1.8321120932164824e-48,584.0333746985995
2,0,1.0,1.0,0.0,5500,4531,3953.5,3431.0,2784.2,1642.58,1.1847291548580245e-43,567.3600371637739
4,2,0.5,0.6942882971352003,0.30571170286479965,5500,4388,3975.5,3316.6,2607.1,1690.78,1.700294292288504e-46,569.4642439668116
1,0,1.0,1.0,0.0,5500,5202,5053.5,4363.8,3037.2,1676.44,1.9572004923614731e-10,632.1009528496961
0,2,0.5,0.6945412688614222,0.3054587311385778,5500,4322,4179.0,3752.2,2672.0,1611.1,8.9721925309353e-20,593.6490761220255
3,1,0.8,0.9985245700077869,0.0014754299922130085,5500,3156,2716.0,2337.6,1992.1,1482.1,2.4299763490455643e-40,551.5455471898696
1,1,0.8,0.9909667136526538,0.009033286347346212,5500,3783,3101.0,2480.6,2016.2,1444.12,3.3355136891517775e-51,611.9662379982483
1,2,0.5,0.704086745914646,0.29591325408535396,5500,5026,4151.5,3257.2,2520.0,1644.32,5.57891678711641e-50,592.2010561659099
