task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.06003765283693793,0.032936899121838684,0.08713840655203718
1,0.050895244699928746,0.02889116451729514,0.07289932488256234
2,0.04783957250412465,0.02698820408408092,0.06869094092416837
3,0.05782033775737719,0.03250521408617808,0.0831354614285763
4,0.0351284772967354,0.019684428089640327,0.05057252650383047
5,0.05128934140680892,0.028083445127784535,0.07449523768583331
6,0.0572603020177296,0.03568239581924556,0.07883820821621365
7,0.052679271633564576,0.0297340307124936,0.07562451255463555
8,0.05311505701832811,0.029361397971532976,0.07686871606512324
9,0.04771555273951345,0.025551861956650594,0.06987924352237632
10,0.06312867255251291,0.033942031503945896,0.09231531360107992
11,0.05640258298964715,0.03179546184421011,0.08100970413508418
12,0.058587489893659174,0.030597917420441906,0.08657706236687644
13,0.05781066243477682,0.030668207929350322,0.08495311694020331
14,0.03259230934584679,0.013360711578203652,0.05182390711348993
15,0.05279367961886503,0.03090409596453752,0.07468326327319255
16,0.024921753951822313,0.011792063722636007,0.03805144418100862
17,0.0686658213445196,0.041843215646405224,0.09548842704263397
18,0.05512092408414496,0.03303099688156186,0.07721085128672805
19,0.06605701007132445,0.03895216621270503,0.09316185392994386
20,0.05448241439835606,0.027052632232408474,0.08191219656430365
21,0.03644252780945234,0.01872881617586238,0.054156239443042306
22,0.048035530861830884,0.024075880469616107,0.07199518125404566
23,0.05887326170085902,0.03374900515964242,0.08399751824207562
24,0.05084033725301374,0.030821324826191994,0.07085934967983548
25,0.047977387888916666,0.023476549442184528,0.07247822633564881
26,0.04544987478025544,0.025529148418041048,0.06537060114246983
27,0.07460045988064143,0.044640735148598856,0.104560184612684
28,0.04702688548757211,0.02502241564069528,0.06903135533444894
29,0.05350130333799049,0.025131109710398915,0.08187149696558206
30,0.05956528105128955,0.03446971629448829,0.0846608458080908
31,0.05845454100591638,0.03353340106484623,0.08337568094698652
32,0.07311481439611123,0.0411531826389453,0.10507644615327716
33,0.050493411631246904,0.025238797984729035,0.07574802527776478
34,0.055377241807088924,0.033637512806300104,0.07711697080787774
35,0.07222011850962066,0.04192582239802729,0.10251441462121404
36,0.06530484630392495,0.0396722029192906,0.0909374896885593
37,0.06251750306162779,0.03621194668524111,0.08882305943801447
38,0.042791322396186,0.021264208216358733,0.06431843657601327
39,0.02799016560116203,0.011697830953562569,0.04428250024876149
40,0.059629463998886745,0.03263865135764975,0.08662027664012374
41,0.09377302343473336,0.06078856348278286,0.12675748338668386
42,0.07434077237630259,0.04514873187511692,0.10353281287748825
43,0.05906352800854825,0.0351448545839058,0.0829822014331907
44,0.06467677532629866,0.03758780820333935,0.09176574244925798
45,0.04482470325958017,0.02046016656384756,0.06918923995531279
46,0.054836135796618925,0.029622373828792268,0.08004989776444559
47,0.06098360533967304,0.03257571783326621,0.08939149284607988
48,0.0668391272422669,0.03883801302224536,0.09484024146228844
49,0.06896511047405754,0.040748097484246286,0.09718212346386879
