instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
2,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
3,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
0,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
1,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
4,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
2,3,0.2,0.10864148117543769,0.8913585188245623,5500,604,596.5,584.0,569.6,497.18,0.6095603567086088,899.0
4,3,0.2,0.11192975438551217,0.8880702456144879,5500,681,642.5,601.2,581.5,501.4,0.6367914927223534,903.0
0,3,0.2,0.11841787976089246,0.8815821202391075,5500,615,604.0,591.6,579.0,506.14,0.5340369355461067,901.0
3,3,0.2,0.11584862110500792,0.8841513788949921,5500,637,626.0,606.4,585.1,509.3,0.614080152348852,897.0
1,3,0.2,0.10880829015544041,0.8911917098445595,5500,648,637.0,616.0,604.2,524.7,0.96710486976278,897.0
3,0,1.0,0.9932183594081134,0.006781640591886521,5500,1890,1796.5,1547.0,1432.5,1198.14,1.699448244713424e-21,758.0
3,1,0.8,0.9447047973952157,0.05529520260478422,5500,1759,1758.5,1543.0,1418.5,1165.66,1.2125561499129678e-43,767.0
4,1,0.8,0.946955289555133,0.05304471044486706,5500,2650,2649.5,2341.4,1960.7,1348.86,4.645071634071611e-31,756.0
4,0,1.0,0.9922318073713393,0.0077681926286606905,5500,2463,2462.5,2152.2,1811.2,1311.08,1.4468194018509907e-50,757.0
2,0,1.0,0.9928966136116752,0.007103386388324753,5500,2880,2209.0,1780.2,1596.5,1236.0,1.2898824565629185e-48,761.0
0,1,0.8,0.9454615696288409,0.05453843037115908,5500,1791,1747.0,1564.6,1478.9,1227.56,4.08508095875273e-40,754.0
2,1,0.8,0.9479133511823408,0.05208664881765929,5500,2110,1895.5,1674.6,1568.0,1225.18,8.050018001274114e-22,761.0
1,0,1.0,0.9923843109302021,0.007615689069797978,5500,2187,2099.0,1786.6,1563.6,1233.6,7.230083370286618e-29,760.0
1,1,0.8,0.9455691439322672,0.05443085606773283,5500,2132,1890.0,1707.6,1574.7,1240.76,1.8070372801492744e-17,759.0
2,2,0.5,0.6275852977594478,0.3724147022405522,5500,3331,2841.5,2099.2,1745.1,1252.92,1.4576726983628111e-31,764.0
4,2,0.5,0.625367142448928,0.374632857551072,5500,2110,2000.5,1903.6,1732.0,1294.36,4.301980665423258e-36,755.0
3,2,0.5,0.6278473910604077,0.3721526089395923,5500,2693,2495.0,1927.4,1703.2,1266.18,1.2696291607622338e-40,757.0
0,0,1.0,0.9919276855160816,0.008072314483918435,5500,2638,2633.0,2389.8,1967.3,1333.14,1.1205685264076112e-51,758.0
1,2,0.5,0.6324257483711715,0.3675742516288285,5500,2473,2314.0,2073.0,1780.3,1306.4,2.037780315201621e-36,755.0
0,2,0.5,0.6238818253660224,0.37611817463397756,5500,2264,1879.0,1624.0,1519.6,1245.68,1.526350933727175e-28,753.0
5,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
6,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
5,0,1.0,0.9938180540920267,0.006181945907973305,5500,2363,2137.5,1797.6,1598.7,1279.74,1.3093872896618882e-38,747.0
7,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
5,1,0.8,0.9468130688426099,0.053186931157390184,5500,1967,1950.5,1683.6,1519.8,1221.1,3.417409360781113e-51,760.0
5,2,0.5,0.6263569652495603,0.3736430347504397,5500,2759,2500.5,2026.6,1750.7,1285.96,1.0602561248797582e-54,754.0
8,4,0.0,0.0,1.0,5500,21,20.5,19.0,15.9,10.833333333333334,0.33663539892315053,998.0
9,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
5,3,0.2,0.10971125942201083,0.8902887405779891,5500,1132,1131.5,801.0,681.8,524.38,0.5976570697337207,901.0
6,3,0.2,0.11133417088681372,0.8886658291131863,5500,681,631.5,591.8,570.3,492.8,0.9681556959446309,903.0
10,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
8,3,0.2,0.11456883774215054,0.8854311622578495,5500,670,669.5,627.2,600.1,517.28,0.9251452949648717,899.0
6,0,1.0,0.9931317908011034,0.0068682091988965825,5500,2220,2049.5,1668.2,1515.3,1239.64,3.578754542199561e-48,758.0
7,3,0.2,0.10807149552510946,0.8919285044748906,5500,967,966.5,743.6,659.4,529.54,0.6577844945399407,899.0
6,1,0.8,0.9470735599850351,0.05292644001496488,5500,2099,1841.0,1630.6,1485.6,1192.94,5.33304866697624e-22,765.0
9,3,0.2,0.11190168595856839,0.8880983140414316,5500,604,598.5,586.2,573.0,497.48,0.4293669344862214,901.0
6,2,0.5,0.6356155334308498,0.3643844665691502,5500,2100,2099.5,1934.4,1637.5,1196.12,1.6591807963681312e-50,773.0
11,4,0.0,0.0,1.0,5500,10,9.5,8.0,5.5,5.5,1.0727343280231505,1000.0
7,0,1.0,0.9929089717537565,0.0070910282462435,5500,1813,1653.5,1531.6,1470.1,1249.08,2.0692937927790124e-35,757.0
7,1,0.8,0.9461227558981107,0.05387724410188927,5500,2693,2363.0,2046.4,1757.2,1309.06,1.4533046170877553e-49,750.0
8,0,1.0,0.991815770164249,0.008184229835750973,5500,2286,2093.5,1835.2,1637.3,1285.18,1.4680149320907246e-49,756.0
7,2,0.5,0.636604586892034,0.36339541310796597,5500,2418,1923.0,1604.4,1471.3,1194.0,3.5784173067465165e-48,764.0
9,0,1.0,0.9919748909938355,0.008025109006164486,5500,2429,2165.5,1941.0,1745.1,1309.82,3.9842308372502734e-41,749.0
8,1,0.8,0.9489641848993257,0.05103581510067429,5500,2198,2066.0,1775.6,1583.4,1242.36,3.470367609693897e-50,756.0
8,2,0.5,0.6290408379428033,0.37095916205719665,5500,3067,3001.0,2757.0,2056.5,1334.98,1.1338352943033323e-48,756.0
9,1,0.8,0.9451206893307997,0.05487931066920023,5500,1813,1665.0,1551.4,1474.3,1251.92,3.475616892330427e-50,751.0
