instance_number,run_number,n_time_steps,n_time_steps_cv
2,4,500,472
1,4,500,499
0,4,500,479
2,1,500,452
0,0,500,467
0,1,500,487
3,0,500,492
1,2,500,489
2,0,500,499
1,1,500,494
3,4,500,497
4,0,500,492
0,3,500,492
3,3,500,467
3,1,500,479
3,2,500,492
1,0,500,497
4,3,500,467
2,2,500,482
2,3,500,422
4,2,500,497
0,2,500,462
1,3,500,474
4,1,500,484
5,0,500,489
7,4,500,497
6,4,500,497
5,1,500,487
4,4,500,497
5,4,500,492
6,1,500,489
8,4,500,474
5,3,500,442
5,2,500,477
6,2,500,442
8,2,500,497
7,3,500,492
7,1,500,492
7,0,500,499
8,0,500,442
6,3,500,499
8,1,500,497
8,3,500,487
7,2,500,492
6,0,500,499
9,1,500,452
9,2,500,489
9,0,500,499
9,4,500,499
9,3,500,497
