instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
0,4,0.0,0.0,1.0,5500,182,181.5,169.8,158.0,79.7,0.9893740200728574,994.486478695379
1,4,0.0,0.0,1.0,5500,171,170.5,158.8,147.0,73.82,0.98935885899405,994.486478695379
2,4,0.0,0.0,1.0,5500,181,176.0,169.6,155.2,77.5,0.9124146748232429,994.486478695379
3,4,0.0,0.0,1.0,5500,137,132.0,126.4,115.1,62.88,0.8801484124079005,993.4903510401787
4,4,0.0,0.0,1.0,5500,138,137.5,123.6,109.5,58.92,0.8803494983129281,993.4903510401787
1,3,0.2,0.20130663633718623,0.7986933636628137,5500,956,950.5,933.8,910.5,795.32,4.561048522635154e-39,835.3801471051329
4,3,0.2,0.19882200987196458,0.8011779901280354,5500,956,950.5,933.8,911.6,795.12,0.38954495207612433,835.3801471051329
0,3,0.2,0.21123581382925793,0.7887641861707421,5500,945,939.5,923.0,897.3,777.1,0.5064661065074226,837.4037735455413
3,3,0.2,0.20359597251078793,0.7964040274892121,5500,967,961.5,945.0,920.5,795.66,0.3505904568685119,834.3840194499326
2,3,0.2,0.20287842710747642,0.7971215728925236,5500,967,961.5,945.0,920.6,789.46,0.0010570076026021223,835.3801471051329
2,0,1.0,0.9966138917509566,0.0033861082490434244,5500,1418,1412.5,1396.0,1371.5,1218.26,1.6793949066220183e-50,751.7367951983133
1,1,0.8,0.9687632758464322,0.031236724153567832,5500,1407,1401.5,1384.8,1361.4,1198.42,2.8392375867772427e-21,753.6976793787062
0,1,0.8,0.9700137790154267,0.029986220984573285,5500,1429,1423.5,1406.8,1379.0,1221.76,5.387504532185831e-19,748.7484122327123
2,1,0.8,0.9694544542371574,0.030545545762842685,5500,1473,1467.5,1451.0,1429.9,1267.98,6.555012027316717e-42,742.7402751715026
1,0,1.0,0.9961437420163409,0.003856257983659107,5500,1440,1434.5,1417.8,1394.5,1246.66,6.647808303035173e-39,747.7209134475042
