instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
3,4,0.0,0.0,1.0,1200,683
1,4,0.0,0.0,1.0,1200,791
0,3,0.2,0.10477178423236515,0.8952282157676349,1200,706
0,4,0.0,0.0,1.0,1200,944
2,3,0.2,0.1059190031152648,0.8940809968847352,1200,670
2,4,0.0,0.0,1.0,1200,875
3,2,0.5,0.3511390416339356,0.6488609583660644,1200,838
0,2,0.5,0.32901751713632904,0.670982482863671,1200,923
2,1,0.8,1.0,0.0,1200,1030
4,0,1.0,0.9756944444444444,0.024305555555555556,1200,1054
1,0,1.0,0.9979152189020153,0.0020847810979847115,1200,993
0,0,1.0,1.0,0.0,1200,1031
0,1,0.8,0.9934296977660972,0.006570302233902759,1200,1175
2,0,1.0,1.0,0.0,1200,1055
1,1,0.8,1.0,0.0,1200,1079
3,3,0.2,0.20375521557719053,0.7962447844228094,1200,995
3,0,1.0,1.0,0.0,1200,1079
1,2,0.5,0.6174089068825911,0.3825910931174089,1200,1091
4,4,0.0,0.0,1.0,1200,1007
4,1,0.8,0.739302172481896,0.260697827518104,1200,1114
3,1,0.8,1.0,0.0,1200,1151
2,2,0.5,0.6153846153846154,0.38461538461538464,1200,1198
4,2,0.5,0.6407894736842106,0.3592105263157895,1200,1115
4,3,0.2,0.1845042678923178,0.8154957321076822,1200,1174
1,3,0.2,0.2257661038148843,0.7742338961851157,1200,1162
5,4,0.0,0.0,1.0,1200,935
5,3,0.2,0.12791878172588833,0.8720812182741117,1200,1163
6,4,0.0,0.0,1.0,1200,685
5,0,1.0,1.0,0.0,1200,1126
7,4,0.0,0.0,1.0,1200,875
5,1,0.8,0.6641274238227147,0.33587257617728533,1200,1102
5,2,0.5,0.6181698485845951,0.3818301514154049,1200,1102
9,4,0.0,0.0,1.0,1200,887
8,3,0.2,0.11144278606965174,0.8885572139303483,1200,1043
6,2,0.5,0.3322859387274156,0.6677140612725845,1200,1139
8,4,0.0,0.0,1.0,1200,1053
6,0,1.0,1.0,0.0,1200,1138
7,2,0.5,0.3120622568093385,0.6879377431906615,1200,886
6,1,0.8,0.9921052631578947,0.007894736842105263,1200,1103
6,3,0.2,0.20639332870048646,0.7936066712995136,1200,923
7,1,0.8,0.6980609418282548,0.30193905817174516,1200,1077
9,2,0.5,0.3174726989079563,0.6825273010920437,1200,899
7,0,1.0,1.0,0.0,1200,1090
9,1,0.8,0.6991441737985516,0.3008558262014483,1200,1175
9,0,1.0,1.0,0.0,1200,1138
8,0,1.0,1.0,0.0,1200,1175
8,1,0.8,1.0,0.0,1200,1175
7,3,0.2,0.20064102564102565,0.7993589743589744,1200,1115
8,2,0.5,0.6256578947368421,0.3743421052631579,1200,1138
9,3,0.2,0.20208333333333334,0.7979166666666667,1200,1053
