task_number,average_return,average_return_lo,average_return_up
0,0.8284191443522759,0.7418248702524539,0.9150134184520979
1,0.8284191443522758,0.7418248702524538,0.9150134184520978
2,0.6919834626425608,0.6143330544669664,0.7696338708181553
3,0.7063642968703006,0.6325283601291958,0.7802002336114053
4,0.8284191443522758,0.7418248702524538,0.9150134184520978
5,0.7276683757258866,0.6516055333701037,0.8037312180816695
6,0.6888709368017671,0.6168635729841984,0.7608783006193359
7,0.7276683757258866,0.6516055333701037,0.8037312180816695
8,0.7088611080728672,0.6347641807992227,0.7829580353465116
9,0.6919834626425608,0.6143330544669664,0.7696338708181553
10,0.6919834626425607,0.6143330544669663,0.7696338708181552
11,0.6888709368017671,0.6168635729841984,0.7608783006193359
12,0.7063642968703006,0.6325283601291958,0.7802002336114053
13,0.7063642968703006,0.6325283601291958,0.7802002336114053
14,0.6895460993257696,0.6121691980569708,0.7669230005945684
15,0.6724692478302966,0.5970086127160583,0.7479298829445349
16,0.6895460993257697,0.6121691980569709,0.7669230005945685
17,0.7103429382086035,0.6306323351749573,0.7900535412422497
18,0.8284191443522758,0.7418248702524538,0.9150134184520978
19,0.6919834626425607,0.6143330544669663,0.7696338708181552
20,0.6888709368017671,0.6168635729841984,0.7608783006193359
21,0.7276683757258866,0.6516055333701037,0.8037312180816695
22,0.8086948790105549,0.7179477862912033,0.8994419717299066
23,0.6888709368017671,0.6168635729841984,0.7608783006193359
24,0.8284191443522758,0.7418248702524538,0.9150134184520978
25,0.6888709368017671,0.6168635729841984,0.7608783006193359
26,0.8284191443522758,0.7418248702524538,0.9150134184520978
27,0.6919834626425607,0.6143330544669663,0.7696338708181552
28,0.7276683757258866,0.6516055333701037,0.8037312180816695
29,0.7088611080728672,0.6347641807992227,0.7829580353465116
30,0.6888709368017671,0.6168635729841984,0.7608783006193359
31,0.6724692478302966,0.5970086127160583,0.7479298829445349
32,0.7276683757258866,0.6516055333701037,0.8037312180816695
33,0.8284191443522758,0.7418248702524539,0.9150134184520977
34,0.7088611080728672,0.6347641807992227,0.7829580353465116
35,0.8086948790105549,0.7179477862912033,0.8994419717299066
36,0.7276683757258866,0.6516055333701037,0.8037312180816695
37,0.8284191443522759,0.7418248702524539,0.9150134184520979
38,0.8284191443522758,0.7418248702524539,0.9150134184520977
39,0.6895460993257696,0.6121691980569708,0.7669230005945684
40,0.7103429382086035,0.6306323351749573,0.7900535412422497
41,0.8284191443522758,0.7418248702524539,0.9150134184520977
42,0.7276683757258866,0.6516055333701037,0.8037312180816695
43,0.6919834626425607,0.6143330544669663,0.7696338708181552
44,0.7276683757258866,0.6516055333701037,0.8037312180816695
45,0.6919834626425607,0.6143330544669663,0.7696338708181552
46,0.6919834626425607,0.6143330544669663,0.7696338708181552
47,0.8284191443522758,0.7418248702524538,0.9150134184520978
48,0.6895460993257697,0.6121691980569709,0.7669230005945685
49,0.7088611080728672,0.6347641807992227,0.7829580353465116
