instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
1,4,22000,21658,21344.0,20425.6,18305.8,13055.96,1.5122222954768244e-282,1310.0
2,4,22000,21053,20943.0,19825.2,18414.6,14031.18,4.436066407326182e-34,1244.0
3,4,22000,20425,19341.5,18365.8,17513.4,12913.92,2.736513879403718e-141,1314.0
0,4,22000,19777,18561.5,17121.2,15787.7,12842.52,1.7005487748763888e-172,1278.0
3,3,22000,21075,20948.0,18674.6,16365.8,13110.76,2.185231103948797e-307,1197.0
4,4,22000,20513,19578.5,18080.0,16959.1,12986.98,6.419709179236e-312,1271.0
4,3,22000,21141,20788.5,19714.8,17455.6,12612.62,4.7898509635545294e-29,1316.0
3,2,22000,17335,16020.5,14750.0,14141.3,12433.86,0.0,1232.0
0,3,22000,21592,21465.5,19299.6,16771.6,13286.66,3.837993512830386e-270,1142.0
1,1,22000,21019,21013.5,19463.6,16504.8,12745.78,3.342882450805491e-279,1288.0
1,3,22000,19964,19887.0,19224.8,17967.3,14143.48,4.111073363239597e-190,1097.0
4,0,22000,21492,21316.5,20201.4,18600.7,13178.6,1.3717722089091973e-186,1346.0
2,3,22000,19931,19436.0,18181.6,15606.5,11746.86,5.29742571482853e-249,1466.0
0,0,22000,19061,18979.0,16529.0,14372.2,11418.66,7.717788314473857e-300,1414.0
1,0,22000,21844,21591.0,20614.2,19585.0,13415.28,8.587470517042393e-142,1331.0
2,1,22000,16333,16146.0,15308.0,14250.1,12023.52,0.0,1280.0
2,0,22000,21911,21515.0,18885.6,17325.9,13682.78,3.897346585200775e-269,1155.0
3,0,22000,21459,19776.0,17794.0,15840.8,12787.44,2.106759862711683e-07,1244.0
1,2,22000,20106,20012.5,19741.0,18166.0,12952.8,5.0557937488545956e-101,1260.0
0,2,22000,19799,19617.5,18611.0,16717.9,13467.34,7.837140899838311e-299,1084.0
0,1,22000,19843,19529.5,18001.2,16246.7,12185.26,7.42008972646863e-76,1352.0
2,2,22000,21317,21207.0,19690.6,17705.0,12880.44,5.133979626778144e-100,1288.0
4,2,22000,21943,21888.5,21835.4,21010.3,12816.58,3.83550971013767e-119,1515.0
4,1,22000,20315,20144.5,18080.2,15961.6,12882.24,5.096386066053345e-176,1204.0
3,1,22000,21184,20392.0,18898.8,17551.3,13929.64,1.9226818716207963e-164,1130.0
5,4,22000,21317,20921.0,18894.6,16276.5,12792.78,2.7584849970816694e-216,1189.0
6,4,22000,18775,17625.5,16386.2,14929.7,12076.86,2.3285027801044066e-76,1315.0
8,4,22000,20415,19947.5,19240.2,17793.5,13697.9,0.0,1167.0
5,0,22000,19732,19710.5,18546.6,16318.3,12657.5,2.4775194914382385e-223,1216.0
5,1,22000,20634,19957.5,18445.0,16267.1,12484.84,1.1236723639273777e-199,1298.0
5,2,22000,20326,19710.5,18867.6,17378.5,12770.34,6.225665317e-314,1312.0
7,4,22000,21338,21151.5,19743.4,16543.7,12742.52,4.1306553466024344e-141,1261.0
5,3,22000,21834,21767.5,20339.4,16627.2,12472.6,5.573435573847786e-197,1357.0
6,3,22000,20711,20441.5,18815.0,16515.1,12761.1,2.2430373464043493e-305,1259.0
6,0,22000,18237,18176.5,17314.8,16008.1,12926.18,0.0,1196.0
8,3,22000,19853,18269.5,16749.0,14957.2,11193.66,3.9576175297136033e-268,1494.0
6,1,22000,19534,19308.5,16427.6,14325.9,11299.28,1.1494664858630003e-122,1373.0
9,4,22000,21724,21432.0,18128.6,16896.6,13420.98,6.826129510393131e-308,1301.0
7,3,22000,21217,20997.0,16296.2,14438.1,11607.1,6.126886394458701e-164,1407.0
6,2,22000,20777,19699.0,18964.2,18196.5,13166.0,1.0248279132089337e-205,1292.0
7,2,22000,21547,21316.5,19415.6,16815.3,13489.9,5.175199688326207e-175,1154.0
7,0,22000,21735,21163.0,18397.0,17248.5,13219.96,6.415554588849635e-161,1279.0
8,1,22000,20052,19826.0,19567.8,18413.8,12865.36,5.547013877162125e-246,1320.0
8,0,22000,21713,21399.5,20749.4,19049.7,14037.4,2.8218065671909696e-139,1174.0
9,0,22000,20800,20778.0,20042.6,18432.3,12794.06,3.5714453383656884e-226,1488.0
9,1,22000,21294,20837.5,19993.8,18849.8,13766.62,9.859352406510519e-133,1217.0
7,1,22000,19183,18715.5,16307.6,15274.4,13144.6,1.6870040366271563e-97,1195.0
10,4,22000,19986,19925.5,19246.8,17452.6,13916.2,1.2312530065959086e-42,1052.0
8,2,22000,21525,19308.5,16957.8,14681.3,11453.94,6.826129510375037e-308,1358.0
9,2,22000,17984,17703.5,16850.8,15313.9,11937.58,2.639977493751769e-258,1350.0
9,3,22000,14761,14656.5,14455.0,14277.5,12860.06,5.53e-322,1164.0
11,4,22000,21525,21519.5,20508.8,17636.7,12914.76,1.8645663698365585e-166,1264.0
13,4,22000,20745,20002.0,17961.6,16029.9,13205.02,2.514205212641309e-71,1178.0
10,0,22000,21415,20678.0,19529.6,18107.5,13598.62,8.790286342945995e-216,1182.0
10,1,22000,21129,19842.0,18682.8,16092.3,12125.74,2.0444034295800736e-160,1441.0
12,4,22000,18853,18578.0,16866.2,15360.2,12684.38,2.3494219186025186e-302,1208.0
10,3,22000,21250,21140.0,20961.8,20043.6,12844.06,9.272337281204986e-137,1456.0
10,2,22000,19557,19353.5,17746.4,16058.9,13289.42,2.060817681548823e-235,1190.0
14,4,22000,21295,20948.5,16897.2,15288.6,12646.14,1.4041702372866325e-260,1216.0
11,0,22000,21173,20871.0,19998.6,18260.6,12238.78,3.053874288730831e-210,1461.0
11,2,22000,21701,20474.5,19567.2,18456.1,13518.04,4.8283080603637877e-104,1273.0
11,1,22000,21217,21074.0,19219.4,16922.9,12489.94,0.0,1380.0
11,3,22000,21328,20387.5,19150.0,16525.1,11864.88,7.869374939068672e-99,1422.0
12,2,22000,21031,19909.0,17092.8,15700.0,12561.94,0.0,1399.0
15,4,22000,21118,18923.5,16502.4,15366.2,12383.82,1.1948100559147287e-195,1291.0
13,3,22000,20601,18803.0,17508.4,16023.6,12996.12,3.048823977647608e-285,1101.0
12,3,22000,21624,20975.0,18106.6,15239.2,11250.72,9.346783683647281e-212,1455.0
12,0,22000,19590,19524.0,18153.2,16333.8,13574.46,0.0,1165.0
12,1,22000,19788,18853.0,17693.2,16858.2,12158.94,5.2167507004423564e-250,1415.0
14,1,22000,21514,20904.0,20337.2,18962.2,14095.88,9.491328046880656e-211,1205.0
13,1,22000,21570,20728.0,19877.4,17587.2,13021.46,7.034333567462163e-155,1264.0
13,2,22000,21855,21772.5,21270.0,19735.7,12279.32,0.0,1492.0
13,0,22000,21416,21306.0,21010.8,20191.4,14753.14,2.029433287494774e-236,1210.0
14,0,22000,21889,21559.0,20604.2,18673.6,13652.22,0.0,1250.0
14,3,22000,20701,20574.5,19638.4,18037.6,13726.74,6.221636302284179e-163,1229.0
14,2,22000,19523,16944.0,15216.2,14482.1,12646.26,1.8227253480302404e-243,1172.0
16,4,22000,21449,20261.0,19207.2,17108.1,13372.34,3.000450104995099e-135,1172.0
17,4,22000,21965,21602.0,21056.4,20004.9,13646.64,4.248976932809434e-264,1343.0
15,0,22000,21251,20233.0,19358.2,18724.7,14131.4,0.0,1326.0
15,3,22000,21415,20925.5,19415.2,18062.2,14040.84,1.837356e-318,1183.0
18,4,22000,21404,20601.0,19679.2,17547.6,11963.96,1.8082074829127844e-168,1493.0
15,1,22000,18863,18445.0,16616.8,14804.2,11755.04,4.4745787898249306e-260,1415.0
15,2,22000,20315,19281.0,17892.8,16490.3,11728.86,6.497868357990935e-187,1494.0
16,0,22000,20184,19546.0,18525.0,16166.3,12057.48,1.2971081993182179e-292,1387.0
19,4,22000,21625,21613.5,21562.8,20769.6,14606.86,9.932080052846068e-57,1219.0
16,1,22000,20810,20771.5,20260.2,18678.3,14013.52,5.175199688326207e-175,1176.0
16,3,22000,21064,20761.5,20206.0,17908.1,13898.34,2.1195373214960196e-260,1096.0
16,2,22000,18269,18219.5,17175.8,15733.9,13189.86,2.207448409901198e-155,1103.0
17,1,22000,21306,21019.5,19752.2,18914.1,13267.1,9.859352406510519e-133,1378.0
17,3,22000,19028,19023.0,18333.4,17196.1,13705.6,0.0,1088.0
17,0,22000,18720,18456.0,17485.8,15571.9,11666.96,2.109489340949646e-309,1451.0
18,1,22000,18589,18121.5,17372.2,16035.3,12649.74,1.1065598475835554e-200,1271.0
18,3,22000,20613,19408.0,18641.2,18090.1,14093.9,1.878320368874577e-90,1190.0
18,0,22000,21867,21157.5,19834.2,18000.5,14083.9,7.991071752458458e-98,1145.0
17,2,22000,20480,20453.0,18898.6,16718.6,13138.14,8.135755921584093e-70,1178.0
18,2,22000,21173,20645.0,19237.2,17889.8,13691.18,1.0330561246023544e-280,1280.0
19,0,22000,16817,15491.5,14124.2,13188.2,10848.76,0.0,1539.0
