instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
0,4,0.0,0.0,1.0,22000,15372
3,4,0.0,0.0,1.0,22000,21625
1,4,0.0,0.0,1.0,22000,21917
2,4,0.0,0.0,1.0,22000,19214
4,4,0.0,0.0,1.0,22000,21020
2,3,0.2,0.12053822524120625,0.8794617747587937,22000,19577
1,3,0.2,0.14993953312241184,0.8500604668775882,22000,20987
4,3,0.2,0.12047087154488652,0.8795291284551134,22000,21743
3,3,0.2,0.19394112540793565,0.8060588745920644,22000,21468
0,3,0.2,0.1990937036251855,0.8009062963748145,22000,21051
0,2,0.5,0.9124716691567318,0.08752833084326818,22000,20722
1,1,0.8,1.0,0.0,22000,18533
0,0,1.0,1.0,0.0,22000,16136
1,0,1.0,1.0,0.0,22000,16543
2,0,1.0,1.0,0.0,22000,20954
3,2,0.5,0.8823177476118652,0.11768225238813475,22000,21965
4,2,0.5,0.9091147706725254,0.09088522932747457,22000,20228
2,1,0.8,1.0,0.0,22000,18523
4,1,0.8,1.0,0.0,22000,21899
1,2,0.5,0.8512555869207246,0.14874441307927547,22000,21734
0,1,0.8,1.0,0.0,22000,20601
2,2,0.5,0.8812958744621615,0.11870412553783852,22000,20667
3,0,1.0,1.0,0.0,22000,20569
3,1,0.8,1.0,0.0,22000,21306
4,0,1.0,1.0,0.0,22000,20459
5,4,0.0,0.0,1.0,22000,21619
6,4,0.0,0.0,1.0,22000,21779
7,4,0.0,0.0,1.0,22000,19755
5,1,0.8,1.0,0.0,22000,17896
8,4,0.0,0.0,1.0,22000,20557
5,0,1.0,1.0,0.0,22000,19677
5,2,0.5,0.8295525504429614,0.1704474495570386,22000,19810
5,3,0.2,0.16401131275041245,0.8359886872495875,22000,19568
9,4,0.0,0.0,1.0,22000,19808
6,3,0.2,0.16836824652906146,0.8316317534709385,22000,18101
6,0,1.0,1.0,0.0,22000,20832
7,3,0.2,0.17628888357052613,0.8237111164294739,22000,19490
6,1,0.8,1.0,0.0,22000,20337
6,2,0.5,0.8330916192907143,0.16690838070928568,22000,15057
7,0,1.0,1.0,0.0,22000,21306
8,3,0.2,0.17154347895937536,0.8284565210406246,22000,21028
7,2,0.5,0.8998184389666192,0.1001815610333808,22000,14243
9,3,0.2,0.1730061282972904,0.8269938717027097,22000,19865
8,2,0.5,0.8594451438803814,0.1405548561196186,22000,15266
7,1,0.8,1.0,0.0,22000,13980
8,0,1.0,1.0,0.0,22000,21965
9,1,0.8,1.0,0.0,22000,18929
8,1,0.8,1.0,0.0,22000,20755
9,0,1.0,1.0,0.0,22000,21757
9,2,0.5,0.8834846363675726,0.11651536363242744,22000,19205
10,4,0.0,0.0,1.0,22000,8376
10,3,0.2,0.1713773294101163,0.8286226705898837,22000,21182
10,0,1.0,1.0,0.0,22000,21559
10,2,0.5,0.9052639819168351,0.09473601808316494,22000,19612
10,1,0.8,1.0,0.0,22000,15365
11,0,1.0,1.0,0.0,22000,20206
14,4,0.0,0.0,1.0,22000,21811
