instance_number,run_number,n_time_steps,n_time_steps_cv
2,4,1200,1151
3,4,1200,1198
4,3,1200,983
2,3,1200,1186
0,4,1200,1115
0,3,1200,1115
1,4,1200,1115
1,3,1200,1163
3,3,1200,1126
3,2,1200,1067
0,1,1200,1187
3,0,1200,994
0,0,1200,1090
0,2,1200,1126
2,0,1200,1198
1,0,1200,1139
4,1,1200,1187
1,1,1200,1127
4,2,1200,1019
1,2,1200,1174
2,2,1200,1127
3,1,1200,1187
2,1,1200,1187
4,0,1200,1198
4,4,1200,1199
5,4,1200,1103
7,4,1200,1102
5,3,1200,1139
5,0,1200,1151
6,3,1200,1005
5,2,1200,1187
5,1,1200,1163
6,4,1200,1175
6,0,1200,1103
8,3,1200,1175
6,1,1200,1163
7,3,1200,1151
8,4,1200,1054
7,2,1200,1151
6,2,1200,1042
8,2,1200,1127
7,0,1200,1186
7,1,1200,981
8,0,1200,1163
9,1,1200,1175
9,2,1200,1198
8,1,1200,1174
9,0,1200,1162
9,4,1200,1186
9,3,1200,1115
