prior_use_ratio_mean,prior_use_ratio_lo,prior_use_ratio_up
33.33,33.33,33.33
33.33,33.33,33.33
33.33,33.33,33.33
33.33,33.33,33.33
32.406666666666666,28.433883979381925,36.37944935395141
31.483333333333334,27.510550646048593,35.456116020618076
31.483333333333334,27.510550646048593,35.456116020618076
31.483333333333334,27.510550646048593,35.456116020618076
31.483333333333334,27.510550646048593,35.456116020618076
30.55666666666667,23.663180786364762,37.450152546968575
29.63,21.670092449664146,37.58990755033585
29.63,21.670092449664146,37.58990755033585
28.706666666666667,24.719541803615556,32.69379152971778
26.853333333333335,18.87908360723111,34.82758305943556
26.853333333333335,18.87908360723111,34.82758305943556
26.853333333333335,18.87908360723111,34.82758305943556
25.0,18.094097161074366,31.905902838925634
23.146666666666665,19.159541803615546,27.133791529717783
22.22,15.314097161074368,29.12590283892563
22.22,15.314097161074368,29.12590283892563
20.37,12.410092449664146,28.329907550335854
19.44333333333333,7.496300919946361,31.390365746720303
17.59,9.63009244966414,25.54990755033586
16.666666666666668,9.773180786364758,23.560152546968578
14.813333333333333,4.277943535846644,25.34872313082002
12.036666666666667,1.487725832870952,22.58560750046238
9.26,-1.2781033507256403,19.79810335072564
7.409999999999999,-0.5499075503358597,15.369907550335858
5.5566666666666675,-1.3368192136352413,12.450152546968576
4.633333333333333,0.6462084702822186,8.620458196384448
2.78,-4.125902838925631,9.685902838925632
2.78,-4.125902838925631,9.685902838925632
2.78,-4.125902838925631,9.685902838925632
1.8533333333333333,-6.120916392768895,9.827583059435561
0.9266666666666666,-3.0604581963844475,4.9137915297177805
0.0,0.0,0.0
0.0,0.0,0.0
