time_step,prior_use_ratio
0,100.0
94477,97.92
95133,95.83
96883,93.75
96885,91.67
96888,89.58
97042,87.5
97072,85.42
97337,83.33
97566,81.25
97579,79.17
97800,77.08
97857,75.0
97858,72.92
97929,70.83
97952,68.75
97997,66.67
102009,64.58
103379,62.5
103466,60.42
103528,58.33
105443,56.25
105846,54.17
106074,52.08
106799,50.0
106819,47.92
106820,45.83
106836,43.75
107235,41.67
107430,39.58
107479,37.5
107795,35.42
107940,33.33
107996,31.25
108026,29.17
108179,27.08
108290,25.0
108322,22.92
108354,20.83
108417,18.75
108508,16.67
108678,14.58
108802,12.5
108881,10.42
109000,8.33
109022,6.25
109074,4.17
109088,2.08
109104,0.0
0,100.0
100456,97.92
100528,95.83
103775,93.75
104189,91.67
104322,89.58
104353,87.5
104424,85.42
104433,83.33
104435,81.25
104600,79.17
104670,77.08
104982,75.0
104986,72.92
105112,70.83
105149,68.75
105254,66.67
105563,64.58
105895,62.5
106055,60.42
106102,58.33
106121,56.25
106237,54.17
107312,52.08
107546,50.0
107569,47.92
107710,45.83
107776,43.75
107895,41.67
107970,39.58
108001,37.5
108252,35.42
108297,33.33
108374,31.25
108382,29.17
108402,27.08
108435,25.0
108487,22.92
108654,20.83
108662,18.75
108668,16.67
108689,14.58
108694,12.5
108779,10.42
108788,8.33
108806,6.25
108952,4.17
108964,2.08
108967,0.0
0,100.0
101275,97.92
101441,95.83
101606,93.75
101729,91.67
101998,89.58
102400,87.5
103745,85.42
103879,83.33
104071,81.25
104099,79.17
104141,77.08
104155,75.0
104223,72.92
104236,70.83
104278,68.75
104333,66.67
104339,64.58
104827,62.5
105509,60.42
105554,58.33
106010,56.25
106160,54.17
106183,52.08
106272,50.0
107060,47.92
107161,45.83
107166,43.75
107701,41.67
107836,39.58
107938,37.5
107950,35.42
108079,33.33
108206,31.25
108244,29.17
108435,27.08
108458,25.0
108586,22.92
108628,20.83
108665,18.75
108685,16.67
108737,14.58
108761,12.5
108899,10.42
108957,8.33
108959,6.25
109011,4.17
109129,2.08
109141,0.0
0,100.0
96670,97.92
97278,95.83
97904,93.75
99335,91.67
99408,89.58
99485,87.5
99576,85.42
99599,83.33
100875,81.25
103827,79.17
104140,77.08
104172,75.0
104247,72.92
104255,70.83
104279,68.75
105851,66.67
106218,64.58
106250,62.5
106302,60.42
106319,58.33
106668,56.25
106942,54.17
107018,52.08
107102,50.0
107142,47.92
107436,45.83
107533,43.75
107619,41.67
107821,39.58
107885,37.5
107920,35.42
107936,33.33
108096,31.25
108156,29.17
108173,27.08
108253,25.0
108303,22.92
108405,20.83
108661,18.75
108663,16.67
108699,14.58
108725,12.5
108782,10.42
108813,8.33
108848,6.25
108941,4.17
109003,2.08
109048,0.0
0,100.0
97333,97.92
98178,95.83
98417,93.75
98502,91.67
99503,89.58
100232,87.5
100255,85.42
100819,83.33
102104,81.25
102117,79.17
102380,77.08
102514,75.0
102902,72.92
102909,70.83
103136,68.75
103211,66.67
103242,64.58
103251,62.5
103270,60.42
103308,58.33
104051,56.25
104112,54.17
104689,52.08
104783,50.0
104809,47.92
104985,45.83
105151,43.75
105239,41.67
106940,39.58
107539,37.5
107632,35.42
107845,33.33
107942,31.25
108023,29.17
108027,27.08
108172,25.0
108414,22.92
108539,20.83
108564,18.75
108591,16.67
108676,14.58
108758,12.5
108839,10.42
108879,8.33
108883,6.25
108961,4.17
108995,2.08
109021,0.0
0,100.0
100934,97.92
101341,95.83
101769,93.75
101828,91.67
102120,89.58
103238,87.5
103507,85.42
104094,83.33
104966,81.25
105076,79.17
105417,77.08
105440,75.0
105459,72.92
105553,70.83
105645,68.75
105677,66.67
105678,64.58
105836,62.5
105934,60.42
106052,58.33
106208,56.25
106312,54.17
106397,52.08
106449,50.0
106598,47.92
106632,45.83
106646,43.75
106988,41.67
107160,39.58
107216,37.5
107246,35.42
107857,33.33
108050,31.25
108079,29.17
108304,27.08
108311,25.0
108361,22.92
108560,20.83
108643,18.75
108668,16.67
108719,14.58
108728,12.5
108781,10.42
108826,8.33
108870,6.25
108997,4.17
109055,2.08
109079,0.0
0,100.0
94611,97.92
94670,95.83
94916,93.75
95713,91.67
95730,89.58
95825,87.5
95877,85.42
97421,83.33
98568,81.25
100112,79.17
100159,77.08
100294,75.0
101158,72.92
101279,70.83
101294,68.75
101367,66.67
101436,64.58
101557,62.5
101574,60.42
101590,58.33
102151,56.25
102159,54.17
102425,52.08
103798,50.0
103890,47.92
104018,45.83
105109,43.75
105470,41.67
107407,39.58
107674,37.5
107911,35.42
107976,33.33
108130,31.25
108259,29.17
108332,27.08
108356,25.0
108527,22.92
108642,20.83
108693,18.75
108731,16.67
108756,14.58
108801,12.5
108818,10.42
108917,8.33
108952,6.25
108985,4.17
109057,2.08
109082,0.0
0,100.0
98694,97.92
100351,95.83
102608,93.75
102912,91.67
103811,89.58
103816,87.5
103881,85.42
103889,83.33
103991,81.25
104038,79.17
104046,77.08
104530,75.0
104708,72.92
105189,70.83
105274,68.75
105276,66.67
105764,64.58
105797,62.5
105807,60.42
106288,58.33
106311,56.25
106422,54.17
106669,52.08
106998,50.0
107138,47.92
107445,45.83
107702,43.75
107829,41.67
107856,39.58
107882,37.5
108108,35.42
108195,33.33
108212,31.25
108417,29.17
108447,27.08
108477,25.0
108542,22.92
