time_step,prior_use_ratio
0,43.75
102037,43.75
102470,43.75
103100,43.75
103918,43.75
104358,43.75
105085,43.75
105152,43.75
105157,43.75
105351,43.75
105497,41.67
105754,39.58
106047,39.58
106426,39.58
106544,39.58
106601,39.58
106702,39.58
106928,37.5
106943,37.5
106991,37.5
107121,37.5
107131,37.5
107140,37.5
107166,37.5
107227,37.5
107244,37.5
107248,37.5
107270,35.42
107644,33.33
107726,31.25
107744,29.17
107774,27.08
107873,25.0
107947,22.92
107977,20.83
108044,18.75
108073,16.67
108119,16.67
108199,14.58
108312,12.5
108392,10.42
108407,8.33
108672,6.25
108720,4.17
108738,2.08
108740,0.0
108909,0.0
108978,0.0
109027,0.0
0,43.75
95092,43.75
97778,43.75
99842,43.75
100750,43.75
100949,43.75
101034,43.75
101040,43.75
102047,43.75
102779,43.75
102994,43.75
103026,43.75
104107,43.75
104515,41.67
104952,41.67
105245,41.67
105305,41.67
105311,41.67
105368,41.67
105435,41.67
105488,41.67
106120,41.67
106438,41.67
106451,41.67
106535,41.67
106544,41.67
106566,41.67
106603,41.67
106619,41.67
107270,39.58
107447,37.5
107485,35.42
107498,33.33
107502,31.25
108206,29.17
108283,27.08
108372,25.0
108559,22.92
108656,20.83
108732,18.75
108766,16.67
108780,14.58
108814,12.5
108821,10.42
108826,8.33
108833,6.25
108981,4.17
109027,2.08
109059,0.0
0,43.75
100435,43.75
102731,43.75
103279,43.75
103343,43.75
104224,41.67
104314,39.58
105129,37.5
105211,37.5
105456,37.5
105595,35.42
105601,33.33
105880,31.25
105908,29.17
106023,29.17
106070,29.17
106096,29.17
106314,27.08
106365,25.0
106404,25.0
106487,25.0
106606,25.0
106608,25.0
106631,25.0
106717,25.0
106822,22.92
106886,20.83
106897,18.75
106922,16.67
107021,14.58
107059,12.5
107067,10.42
107393,10.42
107588,10.42
107613,10.42
108088,10.42
108529,10.42
108581,10.42
108630,10.42
108678,10.42
108743,10.42
108821,10.42
108857,10.42
108871,10.42
108904,8.33
108994,6.25
109015,4.17
109071,2.08
109107,0.0
0,43.75
99629,43.75
100006,43.75
100103,43.75
100385,43.75
101155,43.75
101171,43.75
102666,43.75
102680,43.75
102745,43.75
102754,43.75
103012,43.75
103614,43.75
103870,43.75
104251,41.67
104326,39.58
104488,39.58
104540,37.5
104894,35.42
105171,35.42
105387,35.42
105471,35.42
105545,35.42
105635,35.42
105677,35.42
105727,35.42
105908,35.42
105955,35.42
105986,35.42
107112,33.33
107150,31.25
107509,29.17
107615,27.08
107832,25.0
108240,22.92
108258,20.83
108298,18.75
108470,16.67
108514,14.58
108680,12.5
108684,10.42
108754,8.33
108760,6.25
108769,4.17
108832,2.08
108889,0.0
108949,0.0
108965,0.0
109045,0.0
0,43.75
93751,43.75
93909,43.75
93994,43.75
94060,43.75
94814,43.75
96194,43.75
97111,43.75
97857,43.75
98435,43.75
98486,43.75
98504,43.75
98526,43.75
98544,43.75
101193,43.75
101247,43.75
101274,43.75
102911,43.75
103164,43.75
104205,43.75
104208,43.75
104228,43.75
105149,43.75
106718,41.67
107028,39.58
107129,39.58
107135,37.5
107570,35.42
107634,33.33
107692,31.25
107866,29.17
107911,27.08
108064,25.0
108097,22.92
108466,20.83
108469,18.75
108490,16.67
108554,14.58
108584,12.5
108646,10.42
108661,8.33
108726,6.25
108823,4.17
108872,2.08
108969,0.0
109006,0.0
109090,0.0
109157,0.0
109199,0.0
0,43.75
99705,43.75
100025,43.75
100514,43.75
100600,43.75
102615,43.75
102616,43.75
102628,41.67
102642,41.67
102735,41.67
102842,41.67
102895,41.67
103453,39.58
103587,39.58
103634,39.58
103942,37.5
104081,35.42
104337,35.42
104967,33.33
104975,31.25
105270,31.25
105316,31.25
105806,29.17
105936,27.08
105973,25.0
106099,22.92
106634,22.92
107006,22.92
107166,22.92
107452,22.92
107645,22.92
107776,22.92
107784,22.92
107858,22.92
108019,22.92
108130,22.92
108157,22.92
108169,22.92
108247,20.83
108479,18.75
108651,16.67
108789,14.58
108793,12.5
108876,10.42
109036,8.33
109134,6.25
109146,4.17
109195,2.08
109229,0.0
0,43.75
99630,43.75
103004,43.75
103393,41.67
103573,41.67
103955,41.67
104046,41.67
104061,41.67
104106,41.67
104367,41.67
104374,39.58
104745,39.58
104809,39.58
104866,39.58
105003,39.58
105403,39.58
105465,39.58
105937,37.5
106071,35.42
106749,33.33
106789,31.25
107103,29.17
107136,29.17
107472,29.17
107480,27.08
107803,25.0
107829,22.92
107875,20.83
107959,18.75
107990,16.67
108222,14.58
108257,12.5
108363,10.42
108375,8.33
108451,6.25
108470,4.17
108531,2.08
108533,0.0
108541,0.0
108554,0.0
108633,0.0
108764,0.0
108785,0.0
108878,0.0
109022,0.0
109041,0.0
109052,0.0
109138,0.0
109164,0.0
0,43.75
97579,43.75
98261,43.75
98544,43.75
99816,43.75
99885,43.75
99927,43.75
99994,43.75
102241,43.75
102784,43.75
103318,43.75
103354,43.75
103475,43.75
103615,43.75
103647,43.75
103701,43.75
103890,43.75
103956,43.75
104194,43.75
105132,41.67
106258,39.58
106523,37.5
106957,35.42
107143,35.42
107154,35.42
107262,35.42
107276,35.42
107299,35.42
107324,35.42
107352,35.42
107422,35.42
107474,35.42
107526,33.33
107560,31.25
107571,29.17
107775,27.08
108378,25.0
108391,22.92
108410,20.83
108644,18.75
108674,16.67
108761,14.58
108900,12.5
109060,10.42
109089,8.33
109104,6.25
109127,4.17
109153,2.08
109192,0.0
0,43.75
102540,43.75
102915,43.75
103024,43.75
103055,43.75
103076,43.75
103480,43.75
103694,43.75
103794,41.67
104774,41.67
104941,41.67
104950,41.67
105063,41.67
105128,41.67
105803,39.58
105921,37.5
105981,37.5
106206,35.42
106552,33.33
106689,31.25
106801,29.17
106896,29.17
107100,27.08
107233,27.08
107320,25.0
107410,22.92
107460,20.83
107545,18.75
107589,16.67
107639,14.58
107649,12.5
107692,10.42
107712,8.33
107754,6.25
107806,4.17
107826,2.08
107871,0.0
107921,0.0
108042,0.0
108045,0.0
108058,0.0
108155,0.0
108270,0.0
108278,0.0
108902,0.0
108905,0.0
108912,0.0
108966,0.0
109037,0.0
0,43.75
100219,41.67
102354,41.67
103888,39.58
103987,39.58
104405,39.58
104456,39.58
105054,39.58
105262,39.58
105311,39.58
105693,37.5
105767,35.42
105845,33.33
106031,33.33
106135,33.33
106203,33.33
106220,33.33
106281,33.33
106506,31.25
106588,29.17
106790,29.17
107052,27.08
107118,27.08
107176,27.08
107251,27.08
107632,27.08
107682,27.08
107810,27.08
107866,25.0
107974,22.92
108070,20.83
108137,18.75
108152,16.67
108181,16.67
108222,16.67
108371,14.58
108547,12.5
108558,10.42
108563,8.33
108600,6.25
108606,4.17
108613,2.08
108638,0.0
108713,0.0
108813,0.0
108870,0.0
