prior_use_ratio_mean,prior_use_ratio_lo,prior_use_ratio_up
97.22333333333334,85.27630091994638,109.17036574672031
88.89,76.92862541084665,100.85137458915335
80.55333333333333,68.60630091994636,92.50036574672029
72.22333333333334,60.27630091994637,84.17036574672031
63.89000000000001,51.928625410846664,75.85137458915335
55.553333333333335,43.606300919946364,67.5003657467203
47.223333333333336,35.276300919946365,59.17036574672031
38.89,26.928625410846653,50.85137458915335
30.55333333333333,18.606300919946356,42.500365746720306
22.223333333333333,10.27630091994636,34.17036574672031
13.89,1.9286254108466547,25.851374589153345
5.553333333333334,-6.393699080053639,17.500365746720306
33.333333333333336,-110.08842433037583,176.75509099704252
100.0,100.0,100.0
100.0,100.0,100.0
