time_step,prior_use_ratio
0,0.0
103656,0.0
103669,0.0
103740,0.0
104409,0.0
104839,0.0
104932,0.0
105434,0.0
105467,0.0
105525,0.0
105562,0.0
105733,0.0
105787,0.0
106023,0.0
106161,0.0
106338,0.0
106555,0.0
106569,0.0
106788,0.0
107048,0.0
107076,0.0
107170,0.0
107301,0.0
107335,0.0
107364,0.0
107387,0.0
107408,0.0
107425,0.0
107516,0.0
107518,0.0
107854,0.0
107858,0.0
108009,0.0
108134,0.0
108176,0.0
108467,0.0
108572,0.0
108661,0.0
108676,0.0
108745,0.0
108788,0.0
108854,0.0
108908,0.0
109005,0.0
109006,0.0
109039,0.0
109053,0.0
109078,0.0
109093,0.0
0,0.0
101290,0.0
102376,0.0
102384,0.0
102408,0.0
103354,0.0
103430,0.0
103681,0.0
103887,0.0
104442,0.0
104889,0.0
104960,0.0
105044,0.0
105423,0.0
105526,0.0
105870,0.0
105913,0.0
106017,0.0
106159,0.0
106188,0.0
107014,0.0
107064,0.0
107067,0.0
107070,0.0
107265,0.0
107507,0.0
107621,0.0
107668,0.0
107766,0.0
107799,0.0
107823,0.0
107864,0.0
107872,0.0
107954,0.0
108021,0.0
108028,0.0
108101,0.0
108342,0.0
108405,0.0
108452,0.0
108572,0.0
108642,0.0
108661,0.0
108911,0.0
108928,0.0
108932,0.0
108946,0.0
109012,0.0
109101,0.0
0,0.0
99992,0.0
101108,0.0
101228,0.0
101634,0.0
104586,0.0
104608,0.0
105052,0.0
105127,0.0
105169,0.0
105185,0.0
105281,0.0
105330,0.0
105367,0.0
106068,0.0
106120,0.0
106317,0.0
106341,0.0
106550,0.0
106624,0.0
106782,0.0
106893,0.0
106898,0.0
106913,0.0
106981,0.0
106984,0.0
106987,0.0
107044,0.0
107067,0.0
107076,0.0
107233,0.0
107451,0.0
107455,0.0
107610,0.0
107707,0.0
107821,0.0
107913,0.0
107971,0.0
108428,0.0
108644,0.0
108663,0.0
108833,0.0
108860,0.0
108894,0.0
108898,0.0
108906,0.0
108989,0.0
109061,0.0
109129,0.0
