episode_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.0032305582012822297,-0.0035310398036315633,0.009992156206196022
1,2.15605843135319e-11,-1.7808693686832183e-11,6.092986231389598e-11
2,6.950871688083281e-08,-7.596480599932726e-08,2.1498223976099288e-07
3,0.00028796045612183434,-0.0003111451425632878,0.0008870660548069564
4,5.145216038944104e-07,-5.623842767049295e-07,1.5914274844937502e-06
5,0.00035348807014241185,-0.0003863587456531171,0.0010933348859379407
6,8.452623713465573e-09,-9.2333424626994e-09,2.6138589889630543e-08
7,0.003988785223580279,-0.004358818025880727,0.012336388473041285
8,0.006260042714782754,-0.002967018207107548,0.015487103636673057
9,0.0001799933207713542,-0.00017340837447560176,0.0005333950160183101
10,0.003988322835562581,-0.004359331294064037,0.012335976965189198
11,0.02152336050871359,-0.023525550748527184,0.06657227176595437
12,0.0044543936628854445,-0.004818375143286699,0.013727162469057589
13,0.0021524236076600465,-0.0009334116041267711,0.005238258819446864
14,1.865295501889798e-09,-1.7672641210224425e-09,5.497855124802039e-09
15,3.6491363540130938e-09,-3.962963704809292e-09,1.126123641283548e-08
16,2.7766643362718834e-06,-3.0349609105626184e-06,8.588289583106385e-06
17,0.00024184874784369948,-0.00013597578483099304,0.000619673280518392
18,0.00047553328508252143,-0.0004356596214435729,0.0013867261916086157
19,0.004431473550552992,-0.004843697293339387,0.013706644394445371
20,0.01340192438100952,-0.008382660834835446,0.03518650959685449
21,0.003296229388701821,-0.0022492779658205182,0.00884173674322416
22,0.00012432761263389934,-0.0001335325188860107,0.0003821877441538094
23,0.001613833589952192,-0.0008341799280168066,0.004061847107921191
24,0.0062979033264561075,-0.005190658177708245,0.01778646483062046
25,0.0002870016751834141,-0.0003122012073942536,0.0008862045577610818
26,0.0017531310518301793,-0.0008060213390989226,0.004312283442759281
27,0.00896954952565096,-0.008437346666755073,0.026376445718056994
28,0.0027125231135368025,-0.0027564096480593553,0.00818145587513296
29,0.0017990408794279554,-0.00046438298118884605,0.004062464740044756
30,0.0006694642694245266,-0.0007222356454820481,0.0020611641843311015
31,0.0002869643422111396,-0.0003122426551243256,0.0008861713395466049
32,0.009964910806292094,-0.0034653640550327807,0.023395185667616968
33,0.004507650508400218,-0.00034063740159939477,0.00935593841839983
34,0.009874177392427078,-0.0005286032509711838,0.02027695803582534
35,0.006449420218294333,0.00023872798047401642,0.01266011245611465
36,0.04157947234885774,0.005504869411461846,0.07765407528625363
37,0.009888648230273597,-0.00045630553882274223,0.020233601999369938
38,0.03588302428410219,-0.006793005250452462,0.07855905381865685
39,0.04523050356943427,0.008891910257048712,0.08156909688181982
40,0.0332831426695754,0.0026852641313270843,0.06388102120782371
41,0.08709399950367268,0.024204885042570415,0.14998311396477493
42,0.04322496243463255,-0.0026832343543804274,0.08913315922364554
43,0.04123015577695364,0.009059652983576055,0.07340065857033122
44,0.01999471417682851,0.0009986255968524559,0.03899080275680457
45,0.05361489597910981,0.0038400398689259346,0.10338975208929368
46,0.03391182722577139,0.013677975915220922,0.054145678536321865
47,0.05916314883617074,0.007695872053375553,0.11063042561896594
48,0.056517684729404175,0.020159912146791276,0.09287545731201707
49,0.05795717005009234,0.02111256968639981,0.09480177041378487
50,0.04933239457161206,0.0034148586895477034,0.09524993045367641
51,0.060088905157383944,0.02045678435537729,0.0997210259593906
52,0.08427273643452807,0.026337188659883937,0.1422082842091722
53,0.0819217296960694,0.030544380122093685,0.1332990792700451
54,0.09996151222929975,0.04470322830533283,0.15521979615326667
55,0.1043238219803182,0.039827305806238375,0.168820338154398
56,0.04555530944497613,0.019040470680949162,0.0720701482090031
57,0.06776574355911102,0.021640480466957386,0.11389100665126467
58,0.09086404644983583,0.04165875746102689,0.14006933543864475
59,0.13230262029977072,0.07437232607721281,0.19023291452232863
