instance,task,episode,return,discounted_return
1,1,1,0.0,0.0
1,1,2,0.0,0.0
1,1,3,0.0,0.0
1,1,4,0.0,0.0
1,1,5,0.0,0.0
1,1,6,0.0,0.0
1,1,7,0.05591871045752977,0.0001378415619343127
1,1,8,1.5510821241143276,0.014534825401308052
1,1,9,0.4488318947955333,2.471958756507267e-05
1,1,10,0.0,0.0
1,1,11,0.0,0.0
1,1,12,0.3934394563035238,2.484727753946048e-05
1,1,13,1.1710373038421353,0.0030608628166602673
1,1,14,1.748493965847303,0.14099708859009313
1,1,15,0.8889089964881511,0.06858364848524506
1,1,16,4.7554121715097315,0.012876561711844049
1,1,17,0.0,0.0
1,1,18,1.0703914471234592,5.7540251864232264e-05
1,1,19,8.343998594113092,0.36752498668866773
1,1,20,8.495299062422495,0.3671758839097637
1,1,21,8.343998594113092,0.3006460985783325
1,1,22,8.380926886441099,0.3396781454217286
1,1,23,8.28195782959185,0.2985767437281402
1,1,24,7.938315029682143,0.32661839438773926
1,1,25,8.380926886441099,0.37089669250207
1,1,26,8.476834916258492,0.36782685157995343
1,1,27,8.476834916258492,0.36932848341738933
1,1,28,7.644468886166257,0.25307233956831204
1,1,29,8.30348300278771,0.3545824492959102
1,1,30,8.189110826806314,0.3318107303799659
1,1,31,8.30348300278771,0.2652011885298238
1,1,32,8.362462740277095,0.2703964640909193
1,1,33,8.285018856623706,0.34272859213060286
1,1,34,7.514693591052714,0.17296312615407367
1,1,35,8.436845596898628,0.3223953741449955
1,1,36,8.111666943152924,0.2901817797583801
1,1,37,8.668650975893277,0.35558832127367057
1,1,38,8.321947148951713,0.27344152111064896
1,1,39,7.91985088351814,0.23812924476712877
1,1,40,8.572742946075884,0.3710364550251904
1,1,41,8.417855178769106,0.3455569311247226
1,1,42,8.572742946075884,0.37107925633067107
1,1,43,8.207574972970317,0.30915271198660726
1,1,44,8.189110826806314,0.27942181011456163
1,1,45,8.591207092239888,0.3462974970574478
1,1,46,8.10860591612107,0.3150458291884346
1,1,47,8.535814653747877,0.3003974236426979
1,1,48,8.362462740277095,0.32988516344524005
1,1,49,8.17064668064231,0.33302449067172535
1,1,50,8.30348300278771,0.3450791186724811
1,1,51,8.436319324933109,0.3669084413525652
1,1,52,8.285018856623706,0.29594610805652427
1,1,53,8.380926886441099,0.37095166219875164
1,1,54,8.189110826806314,0.3393516254881036
1,1,55,8.399391032605102,0.36993643035062146
1,1,56,8.458370770094488,0.3592207738406237
1,1,57,8.380926886441099,0.3695261095766936
1,1,58,8.09320279698892,0.2774024517285579
1,1,59,8.111666943152924,0.28622733745014567
1,1,60,8.111666943152924,0.3457827721292776
1,1,61,8.300421975755853,0.3464567187551313
1,1,62,8.207574972970317,0.34980411415707224
1,1,63,8.204513945938462,0.35040860300572063
1,1,64,8.650186829729273,0.3707820657114241
1,1,65,7.978830621007525,0.2822273289888638
1,1,66,8.30348300278771,0.3657319365083214
1,1,67,8.074738650824917,0.23431210778755318
1,1,68,8.650186829729273,0.3663431633825144
1,1,69,8.285018856623706,0.2983774531068886
1,1,70,8.458370770094488,0.28114835952063727
1,1,71,8.09320279698892,0.3433712960707262
1,1,72,8.09320279698892,0.3441335395100454
1,1,73,8.380926886441099,0.3582249990517797
1,1,74,8.074738650824917,0.1967626604043996
1,1,75,8.439906623930485,0.3005834662408678
1,1,76,8.052687205663538,0.3289667324671634
1,1,77,8.321947148951713,0.3484174565127744
1,1,78,8.572742946075884,0.3651104369870245
1,1,79,7.956779175846147,0.23358509003395928
1,1,80,8.362462740277095,0.29512663470654915
1,1,81,7.554682910412576,0.3037181821476004
1,1,82,7.724973796851501,0.19373207273204077
1,1,83,8.262967411462327,0.3650923540664556
1,1,84,8.22603911913432,0.34354179834673026
1,1,85,8.650186829729273,0.3569945197810595
1,1,86,8.362462740277095,0.3675952101747294
1,1,87,8.650186829729273,0.37149772012036086
1,1,88,8.30348300278771,0.2995128382789703
1,1,89,8.458370770094488,0.35128261475769484
1,1,90,8.285018856623706,0.3410172354579661
1,1,91,8.015758913335532,0.3208901715497648
1,1,92,8.439906623930485,0.30004278017810776
1,1,93,7.91985088351814,0.2827540376453925
1,1,94,8.458370770094488,0.370529942409426
1,1,95,8.362462740277095,0.2835389669040515
1,1,96,8.572742946075884,0.3705916529628779
1,1,97,8.186049799774457,0.29317333326501727
1,1,98,8.09320279698892,0.2930838231837561
1,1,99,8.650186829729273,0.34667314560933227
1,1,100,8.362462740277095,0.3005672575528233
1,2,1,0.0,0.0
1,2,2,0.0,0.0
1,2,3,0.0,0.0
1,2,4,0.3684920019916932,0.0014011380552221865
1,2,5,0.0,0.0
1,2,6,0.0,0.0
1,2,7,0.0,0.0
1,2,8,0.0,0.0
1,2,9,0.0,0.0
1,2,10,0.0,0.0
1,2,11,0.6970362646484607,0.00044495265341139214
1,2,12,0.06627187586415072,0.0010339766638715916
1,2,13,0.779907185757885,0.011242554160721492
1,2,14,2.1891712019680867,0.0061758689441446454
1,2,15,0.0,0.0
1,2,16,0.5112714661535916,0.00011937027843876108
1,2,17,1.343440608937225,0.05862390196851296
1,2,18,7.59671439067446,0.1281763349367539
1,2,19,8.401538154629577,0.35120605056620235
1,2,20,8.494644788172598,0.358910534506448
1,2,21,8.56581028595796,0.3606919175819181
1,2,22,8.401538154629577,0.33700413292662545
1,2,23,8.56581028595796,0.3606919175819181
1,2,24,8.494644788172598,0.36068836073332394
1,2,25,8.379597018871918,0.29215622433879385
1,2,26,8.494644788172598,0.3606887164181834
1,2,27,8.423479290387236,0.3604894439137466
1,2,28,8.472703652414939,0.3606270968731446
1,2,29,8.56581028595796,0.3606919175819181
1,2,30,8.472703652414939,0.35050428385820254
1,2,31,8.472703652414939,0.3604624064989727
1,2,32,8.56581028595796,0.3606919175819181
1,2,33,8.494644788172598,0.3606805832017587
1,2,34,8.56581028595796,0.3606919175819181
1,2,35,8.56581028595796,0.3606919175819181
1,2,36,8.401538154629577,0.3603395135084511
1,2,37,8.56581028595796,0.3606919175819181
1,2,38,8.56581028595796,0.3606919175819181
1,2,39,8.472703652414939,0.34811459199708406
1,2,40,8.423479290387236,0.36066967689719426
1,2,41,8.379597018871918,0.36068207714056416
1,2,42,8.401538154629577,0.34811270174191034
1,2,43,8.56581028595796,0.3606919175819181
1,2,44,8.472703652414939,0.3546762217444013
1,2,45,8.56581028595796,0.3606919175819181
1,2,46,8.423479290387236,0.3509206312100242
1,2,47,8.472703652414939,0.3594533391555947
