episode_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,8.405233821473367e-18,-8.692624583997962e-18,2.5503092226944696e-17
1,0.0004462295310476563,-0.00046631072941649547,0.001358769791511808
2,0.002120083733996695,-0.0023161441062076833,0.006556311574201073
3,2.765055794032116e-08,-9.703505050380749e-09,6.500462093102307e-08
4,5.305583169515378e-05,-5.7991297856226555e-05,0.00016410296124653412
5,0.014124693404573197,-0.008067107398279575,0.03631649420742597
6,5.146258099783523e-14,-5.5993477145439245e-14,1.5891863914110971e-13
7,0.0003535157681634758,-0.0003863279996133596,0.0010933595359403111
8,0.00015216528783671072,-0.0001663144776566742,0.00047064505333009566
9,0.006153292217307292,-0.002590909658906424,0.014897494093521008
10,8.061254370147507e-07,-5.282730759426163e-07,2.1405239499721177e-06
11,9.88453021971971e-07,-4.5473388992434235e-07,2.4316399338682846e-06
12,0.005350098997151911,-0.002539283051714261,0.013239481046018083
13,0.0004364392200011197,-0.00047694814761951203,0.0013498265876217513
14,1.0593651095057296e-07,-1.1578874150226822e-07,3.276617634034141e-07
15,0.0010580241952059264,-0.00045027911143797673,0.0025663275018498292
16,0.0007396379257871987,-0.0008071342153887343,0.0022864100669631317
17,0.00398833061474114,-0.004359322657956256,0.012335983887438536
18,0.011549322789203616,-0.012380419281629383,0.035479064860036616
19,0.00011514254668379344,-4.995452268759826e-05,0.0002802396160551851
20,1.5144471395943138e-09,-5.285296045501467e-10,3.5574238837387743e-09
21,0.01980831601516152,-0.009062123367815138,0.04867875539813818
22,2.1364650349562984e-08,-1.0082703465042015e-08,5.281200416416798e-08
23,0.0017398988763845113,-0.0018510862725639998,0.005330884025333022
24,0.0008970632589709303,-0.00055296523998002,0.0023470917579218806
25,0.0031954662742252242,-0.0022752023239292754,0.008666134872379723
26,0.009234894504358477,-0.0037101495425796473,0.022179938551296602
27,0.022295536994294284,-0.02268296041066438,0.06727403439925295
28,0.00562028193336235,-0.004702436881015783,0.015943000747740483
29,0.009562378233262142,-0.006224363566864708,0.025349120033388992
30,0.0033589790599779902,-0.0008882378375952042,0.007606195957551185
31,0.010472044088636615,-0.008904069251127834,0.029848157428401065
32,0.027684914853977432,-0.022265861894001423,0.07763569160195628
33,0.024224045539651608,-0.0023820915291151885,0.0508301826084184
34,0.022852172009040973,-0.0004714120277428957,0.04617575604582484
35,0.008946709980572664,-0.000718978515230945,0.018612398476376274
36,0.019762356656971087,0.004682673239191519,0.034842040074750655
37,0.030959177590077592,0.0072506190696734404,0.05466773611048174
38,0.04863101457177167,0.002696848527125227,0.09456518061641811
39,0.041790581408682276,0.0043402305652494935,0.07924093225211506
40,0.016461763811174333,0.0005858371741123622,0.032337690448236305
41,0.06025321424522615,0.0028686630779543795,0.11763776541249793
42,0.060191094886473714,-0.002887526942263824,0.12326971671521125
43,0.04110635037239657,0.014882091760982482,0.06733060898381066
44,0.05314850193890539,0.011071044423299821,0.09522595945451096
45,0.04775452891154635,0.020332883166687805,0.07517617465640489
46,0.0867141466070008,0.02272660146496014,0.15070169174904147
47,0.04708985252180363,0.011853116568194787,0.08232658847541247
48,0.08113606281943567,0.022092760202912287,0.14017936543595905
