instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
2,4,0.0,0.0,1.0,22000,6286
3,4,0.0,0.0,1.0,22000,8650
0,4,0.0,0.0,1.0,22000,14052
1,4,0.0,0.0,1.0,22000,21235
4,4,0.0,0.0,1.0,22000,9344
1,3,0.2,0.19674197107845984,0.8032580289215402,22000,19007
0,3,0.2,0.1961958006195045,0.8038041993804955,22000,14441
2,3,0.2,0.19674813792460852,0.8032518620753915,22000,9711
3,3,0.2,0.19676748670058308,0.8032325132994169,22000,13220
4,3,0.2,0.20529377880184332,0.7947062211981567,22000,15145
0,1,0.8,0.9632225531997741,0.03677744680022584,22000,20931
1,1,0.8,0.9635637730875826,0.03643622691241739,22000,21129
2,1,0.8,0.9631494665354711,0.03685053346452895,22000,21503
3,0,1.0,0.9958236208236209,0.004176379176379176,22000,17521
2,0,1.0,0.9957167844873951,0.00428321551260496,22000,16344
0,0,1.0,0.9957651699733148,0.004234830026685231,22000,21921
4,0,1.0,0.9957168052406148,0.004283194759385236,22000,16652
1,2,0.5,0.7320744865993735,0.26792551340062654,22000,20744
0,2,0.5,0.73312352554434,0.26687647445566,22000,20194
4,2,0.5,0.7339051024352532,0.2660948975647468,22000,16146
3,1,0.8,0.9630984509683265,0.03690154903167351,22000,18038
4,1,0.8,0.9632843437534668,0.03671565624653319,22000,17356
1,0,1.0,0.9957264957264957,0.004273504273504274,22000,20854
3,2,0.5,0.7325144061569401,0.2674855938430599,22000,21206
2,2,0.5,0.7316836816272343,0.2683163183727657,22000,18104
5,4,0.0,0.0,1.0,22000,21610
6,4,0.0,0.0,1.0,22000,17024
7,4,0.0,0.0,1.0,22000,11411
5,0,1.0,0.9957749481559005,0.004225051844099464,22000,19656
5,2,0.5,0.7314559506009826,0.26854404939901744,22000,17906
5,1,0.8,0.9635799255788845,0.03642007442111555,22000,19787
8,4,0.0,0.0,1.0,22000,15130
5,3,0.2,0.1967392563419437,0.8032607436580563,22000,14122
9,4,0.0,0.0,1.0,22000,8882
6,3,0.2,0.19675368042045355,0.8032463195795464,22000,13902
10,4,0.0,0.0,1.0,22000,7561
6,0,1.0,0.9957570007055446,0.004242999294455392,22000,20293
6,1,0.8,0.9630211058782487,0.03697889412175127,22000,21140
7,3,0.2,0.20529671971046132,0.7947032802895387,22000,16421
8,3,0.2,0.19676579687527296,0.803234203124727,22000,21613
6,2,0.5,0.7320793208802259,0.26792067911977413,22000,18445
9,3,0.2,0.1967558714893024,0.8032441285106976,22000,14749
8,0,1.0,0.9958247157408217,0.004175284259178343,22000,21877
7,1,0.8,0.9636703463582734,0.036329653641726536,22000,21338
7,0,1.0,0.9957264957264957,0.004273504273504274,22000,18236
9,1,0.8,0.9635811540744922,0.036418845925507794,22000,21471
7,2,0.5,0.7340909090909091,0.26590909090909093,22000,21272
8,1,0.8,0.9633312014264396,0.03666879857356048,22000,19424
8,2,0.5,0.7331575906749586,0.2668424093250414,22000,19039
9,2,0.5,0.7331186912634876,0.26688130873651233,22000,19952
