instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
1,4,22000,21437,21311.0,19265.8,16787.5,12917.5,2.6150766804200328e-295,1644.0
3,4,22000,21272,19352.5,16269.2,15018.6,12428.86,5.9455415e-317,1639.0
0,4,22000,21559,21558.5,20552.8,17104.2,13008.08,8.997892200926601e-290,1631.0
2,4,22000,20117,19776.5,16986.6,15326.8,12639.04,3.0245403326529373e-210,1665.0
4,4,22000,21867,21866.5,20203.0,17031.6,13142.76,4.301980665417856e-36,1625.0
1,3,22000,17059,16817.0,16234.0,15263.9,12748.54,3.392381982102295e-127,1625.0
0,3,22000,16795,16591.5,15789.6,14674.2,12577.5,2.9547559568529365e-136,1635.0
4,3,22000,20678,20502.5,19400.2,16775.4,12975.36,1.0490319345460716e-279,1644.0
2,3,22000,20920,20216.0,18310.8,16536.6,12790.04,5.229240235301707e-99,1666.0
3,3,22000,19172,18918.5,17479.4,15647.9,12646.26,4.0809700326149604e-266,1645.0
1,2,22000,19039,18203.0,17107.6,15588.5,12646.92,1.0406764770735006e-204,1649.0
3,0,22000,21669,21350.0,18372.8,16144.0,12850.56,6.514768637684063e-160,1659.0
2,0,22000,21151,20914.5,18368.0,16417.8,12908.74,8.017044023281286e-222,1639.0
0,0,22000,19798,18241.5,16379.2,14742.4,12241.62,9.346783683647281e-212,1681.0
1,0,22000,19303,18885.0,17664.4,15940.6,12754.22,1.2806520050906086e-266,1644.0
2,1,22000,18423,18247.0,17538.6,15853.5,12731.38,9.56753269799081e-286,1634.0
0,2,22000,20425,20375.5,19047.8,16689.5,12866.84,2.5925689007807687e-69,1633.0
1,1,22000,20843,20628.5,19314.0,16817.1,12874.56,1.0330866128421574e-280,1638.0
0,1,22000,21196,21195.5,19175.8,16564.2,12806.4,2.0046088717225937e-237,1664.0
4,1,22000,18401,17966.5,16619.2,15347.6,12853.24,4.118674554767822e-196,1623.0
4,0,22000,19051,19050.5,17644.4,15572.0,12594.92,4.754777284624852e-105,1661.0
3,2,22000,16949,16723.5,15899.8,15003.3,12475.04,1.2288542204794827e-220,1659.0
4,2,22000,21317,21261.5,19459.4,17030.5,13060.52,8.926224691910155e-215,1630.0
3,1,22000,20788,19176.5,16821.4,15266.1,12478.56,5.839720278034033e-194,1636.0
2,2,22000,18995,18962.0,17206.8,15935.0,12732.16,0.0,1672.0
5,4,22000,18665,18280.5,17437.8,15953.7,12814.96,2.2415857383747277e-154,1652.0
6,4,22000,21548,21547.5,19446.2,16679.8,13016.02,7.76968718358741e-73,1640.0
5,1,22000,19479,18786.0,17334.0,15691.8,12796.88,4.32527113409825e-138,1635.0
7,4,22000,19281,19138.0,17980.8,15947.0,12873.48,2.780632518035209e-291,1647.0
5,0,22000,21129,21035.5,19382.2,17049.2,12951.32,3.3945788237579415e-278,1638.0
8,4,22000,20260,19517.5,17756.4,15839.1,12785.44,1.7130928959074913e-96,1644.0
5,2,22000,18896,18258.0,16768.6,15227.5,12645.18,6.313762808493824e-11,1654.0
5,3,22000,21195,20661.5,17705.8,15662.1,12626.42,9.131128769870658e-138,1652.0
9,4,22000,19050,18456.0,17637.6,15965.7,12799.58,2e-323,1639.0
6,3,22000,20150,19424.0,17321.0,15922.9,12776.94,2.4203563749885052e-149,1622.0
10,4,22000,18247,18225.0,16852.4,15313.4,12710.64,5.488557178320319e-198,1646.0
6,0,22000,21734,21178.5,17551.8,15664.4,12739.98,9.638107732300751e-210,1620.0
6,1,22000,20799,20023.5,18337.2,16184.6,12759.48,1.4108586215103259e-211,1647.0
7,3,22000,20623,19963.5,18372.6,16005.3,12722.96,4.208167232483285e-264,1657.0
6,2,22000,16069,15508.0,14711.8,14057.2,12095.8,4.780519146349153e-207,1664.0
8,3,22000,20403,20293.0,17558.4,15568.5,12678.94,1.4432451609371458e-134,1635.0
9,3,22000,20843,20210.5,18733.2,16357.3,12822.6,7.869374939068672e-99,1670.0
7,0,22000,19611,19551.0,18119.6,16094.4,12770.52,0.0,1655.0
7,1,22000,20073,19622.0,17070.0,15490.5,12667.68,2.4775197139554116e-223,1630.0
7,2,22000,21789,21464.5,18053.4,15986.6,12751.14,2.2430373464043498e-305,1643.0
8,0,22000,20525,20293.5,18465.2,16560.9,12972.74,9.787157308293126e-209,1618.0
8,2,22000,20095,19440.5,17802.6,15982.1,12832.76,4.208167233633495e-264,1655.0
9,0,22000,21602,20991.5,18194.2,15812.9,12750.5,3.721985283837847e-272,1622.0
8,1,22000,19622,19572.5,18258.2,16454.1,12936.42,4.328072099414554e-289,1637.0
9,2,22000,21591,21475.5,20559.2,17627.7,13121.38,4.1945343200567763e-140,1635.0
9,1,22000,21944,21267.0,18689.4,16489.4,12843.12,2.801143891401603e-215,1658.0
11,4,22000,19127,19110.5,17518.8,16129.6,12871.04,2.8444624888798006e-214,1633.0
10,3,22000,18434,18368.0,17349.6,15651.2,12605.52,2.5925689007807687e-69,1659.0
12,4,22000,17059,16404.5,15739.0,14849.1,12643.8,6.668651508621627e-234,1646.0
10,0,22000,20975,20958.5,18693.6,16688.4,12840.76,1.0810285007487027e-126,1651.0
10,1,22000,19512,19369.0,17853.4,15929.4,12836.26,0.0,1629.0
10,2,22000,21866,21734.0,19303.0,17176.8,12932.44,1.1403110750289822e-47,1657.0
13,4,22000,19281,19176.5,17994.2,16030.7,12819.64,2.0926874230130136e-234,1647.0
11,0,22000,20238,20002.0,18320.0,16262.8,12803.96,2.2581208258824705e-78,1660.0
14,4,22000,20854,20810.0,18682.8,16434.5,12869.56,5.488557178320319e-198,1625.0
11,1,22000,17939,17549.0,17228.8,15787.6,12726.54,1.953679744e-314,1666.0
11,2,22000,17433,16602.5,14813.0,14037.6,12158.98,3.000450104995099e-135,1659.0
11,3,22000,20898,20106.0,17925.8,15952.5,12828.42,2.9331197592896397e-212,1628.0
15,4,22000,21305,20568.0,18370.2,16287.9,12922.3,0.0,1641.0
12,3,22000,19820,19770.5,18761.8,16699.4,12909.12,1.7891518535934994e-120,1644.0
12,1,22000,19293,19199.0,18033.8,16459.8,12960.86,4.336520714404841e-111,1649.0
13,3,22000,18479,18236.5,17028.4,15315.7,12537.3,1.0248279132089337e-205,1673.0
12,0,22000,21229,21228.5,19615.8,16980.0,12924.72,2.0457273461196e-311,1647.0
12,2,22000,21702,20975.5,18623.4,16289.1,12890.6,3.636450917046808e-198,1641.0
16,4,22000,20700,20606.5,19279.4,16511.5,12848.9,0.0,1642.0
14,3,22000,21570,21140.5,19248.2,16547.7,12834.7,0.0,1655.0
13,0,22000,20514,20480.5,19738.8,16776.4,12895.02,1.0731126706242193e-202,1660.0
13,1,22000,20348,19836.5,17908.4,16395.8,13022.38,1.2419423161916794e-268,1644.0
13,2,22000,18654,18505.5,17609.0,15852.3,12844.18,1.90736786059542e-89,1648.0
14,0,22000,17588,17461.0,16586.2,15349.8,12686.5,2.632661967399785e-68,1630.0
14,1,22000,19017,18720.5,17613.8,15994.4,12750.48,1.573924810338588e-26,1647.0
14,2,22000,18280,18038.0,17142.6,15717.3,12760.22,6.6204236418206e-310,1654.0
15,0,22000,19017,18632.0,17503.4,15945.8,12760.0,1.6613124871367198e-98,1636.0
17,4,22000,19292,19209.5,18231.8,16373.9,12962.84,1.5499553554463013e-27,1622.0
15,3,22000,21294,21041.0,19686.2,17009.8,12968.78,8.01185569884403e-71,1645.0
15,1,22000,20557,20089.5,18381.2,16294.6,12836.98,1.1410495186603996e-198,1627.0
15,2,22000,21591,21338.0,19600.0,17056.8,12978.0,7.656316732989738e-225,1647.0
18,4,22000,18049,17312.5,16716.0,15456.4,12713.56,1.2288542204794827e-220,1643.0
16,3,22000,21790,20992.0,19705.8,16986.5,12972.0,2.457786242080929e-148,1628.0
16,0,22000,21096,21024.5,18377.0,16182.4,12809.66,9.272337281204986e-137,1657.0
16,1,22000,17059,16982.0,15987.6,14848.1,12608.36,8.926224691910155e-215,1669.0
19,4,22000,19721,19391.0,18480.6,16268.4,12919.28,3.9576175296801264e-268,1647.0
16,2,22000,18401,17609.5,16427.8,15309.2,12587.58,3.1904032463596687e-131,1653.0
17,0,22000,21987,21211.5,19595.8,16952.4,13019.96,6.909236807643537e-183,1638.0
17,1,22000,18941,18385.0,16819.6,15386.2,12685.66,1.2036235884472857e-119,1653.0
17,3,22000,16938,16778.5,15406.8,14485.0,12335.76,2.0760193310412133e-159,1670.0
20,4,22000,19369,18379.0,16808.2,15336.5,12644.66,4.8283080603637877e-104,1636.0
17,2,22000,17829,17516.0,16755.6,15482.9,12648.86,1.176614513455326e-196,1629.0
21,4,22000,20007,19693.5,17527.8,16071.3,12799.56,1.0652548998332979e-278,1642.0
18,3,22000,20382,20376.5,18786.4,16456.6,12999.6,1.0567701327952774e-203,1619.0
18,0,22000,18028,18000.0,17554.2,15928.3,12733.76,7.034333567462163e-155,1645.0
18,1,22000,19369,18984.0,17488.0,15865.7,12797.3,1.9838926386e-313,1648.0
18,2,22000,20018,19732.0,18761.8,16619.0,12891.06,1.8070372801492744e-17,1650.0
19,3,22000,19314,19143.5,18062.2,16197.8,12898.52,1.2230286550715006e-269,1620.0
19,0,22000,19270,19231.5,18392.2,16891.8,13022.7,1.89462733e-316,1644.0
19,1,22000,20051,19875.0,18797.0,16786.2,13084.18,4.3713380809989495e-186,1626.0
19,2,22000,18390,18302.5,17277.0,15488.4,12630.82,2.5343914426506737e-146,1649.0
22,4,22000,17851,17312.0,16548.6,15054.9,12616.54,3.2214102634366633e-83,1655.0
20,3,22000,21998,21981.5,19285.6,16899.7,12887.98,6.078086222583738e-89,1665.0
20,0,22000,20425,20265.5,17492.4,15742.6,12742.86,1.2765027987750196e-142,1628.0
20,1,22000,21756,21635.0,19278.8,16804.9,12893.02,3.340719065066306e-128,1659.0
20,2,22000,21966,21965.5,19243.8,16792.0,12997.06,2.0773665812958e-310,1616.0
21,3,22000,19270,18753.5,17675.2,15807.3,12638.56,3.4981170121462853e-125,1652.0
23,4,22000,18225,17988.5,17177.8,15700.6,12823.34,1.0215078481019267e-81,1629.0
