instance_number,run_number,n_time_steps,n_time_steps_cv
0,4,500,487
2,4,500,487
1,4,500,489
3,4,500,499
3,1,500,492
0,0,500,487
0,2,500,489
2,1,500,497
1,1,500,499
2,2,500,499
4,0,500,477
2,0,500,494
1,2,500,497
0,1,500,492
1,3,500,487
4,2,500,489
3,2,500,492
2,3,500,497
4,1,500,492
4,3,500,482
3,3,500,497
0,3,500,487
1,0,500,487
3,0,500,487
4,4,500,477
5,4,500,494
5,0,500,499
5,1,500,479
7,4,500,497
5,2,500,482
8,4,500,497
6,4,500,477
5,3,500,499
9,1,500,499
7,0,500,492
8,0,500,492
7,2,500,494
6,0,500,487
8,1,500,497
7,3,500,492
7,1,500,492
6,3,500,494
6,1,500,489
6,2,500,497
8,3,500,497
9,2,500,492
9,0,500,492
8,2,500,492
9,4,500,494
9,3,500,497
