task_number,average_return,average_return_lo,average_return_up
0,0.6756920631740375,0.5726726464546396,0.7787114798934355
1,0.7449938132431696,0.6587011866484154,0.8312864398379238
2,0.8481434096939967,0.7499029662829095,0.9463838531050839
3,0.7052726257732378,0.6235809039609295,0.7869643475855461
4,0.7449938132431696,0.6587011866484154,0.8312864398379238
5,0.7231824944148315,0.6394162726810779,0.8069487161485851
6,0.7257387535031735,0.6416764403025265,0.8098010667038206
7,0.7400006919593625,0.6615516502742139,0.818449733644511
8,0.8481434096939967,0.7499029662829095,0.9463838531050839
9,0.8481434096939967,0.7499029662829095,0.9463838531050839
10,0.8481434096939967,0.7499029662829095,0.9463838531050839
11,0.7257387535031735,0.6416764403025265,0.8098010667038206
12,0.7052726257732378,0.6235809039609295,0.7869643475855461
13,0.7052726257732378,0.6235809039609295,0.7869643475855461
14,0.7052726257732378,0.6235809039609295,0.7869643475855461
15,0.7257387535031735,0.6416764403025265,0.8098010667038206
16,0.7052726257732378,0.6235809039609295,0.7869643475855461
17,0.7231824944148315,0.6394162726810779,0.8069487161485851
18,0.7449938132431696,0.6587011866484154,0.8312864398379238
19,0.8481434096939967,0.7499029662829095,0.9463838531050839
