instance_number,run_number,n_time_steps,n_time_steps_cv
0,4,500,299
3,4,500,218
2,4,500,369
1,4,500,269
4,0,500,339
3,3,500,179
4,3,500,174
4,4,500,239
2,2,500,464
4,2,500,309
0,3,500,274
2,3,500,464
4,1,500,194
3,2,500,389
1,0,500,189
3,0,500,409
2,1,500,459
3,1,500,499
1,3,500,189
0,2,500,294
1,2,500,339
0,1,500,394
1,1,500,194
2,0,500,289
0,0,500,204
5,4,500,354
6,4,500,284
5,0,500,223
5,2,500,274
5,1,500,234
7,4,500,204
8,4,500,259
5,3,500,489
6,0,500,354
9,4,500,179
8,3,500,479
7,3,500,399
6,3,500,424
6,2,500,174
8,2,500,479
7,2,500,374
7,0,500,469
7,1,500,479
8,0,500,233
8,1,500,309
6,1,500,349
9,2,500,399
9,1,500,174
9,0,500,474
9,3,500,364
