task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.4390010884073029,0.42078008674335554,0.45722209007125025
1,0.22168073331955582,0.21146265306488685,0.2318988135742248
2,0.2796576173552644,0.2503438629917881,0.3089713717187407
3,0.43188466997538266,0.4098456209531813,0.45392371899758405
4,0.1688376052124287,0.15595196547565265,0.18172324494920472
5,0.00829335557370301,0.004479099772330956,0.012107611375075062
6,0.21917658555555575,0.20866621657284468,0.22968695453826682
7,0.001219871323691551,0.0003353940477341742,0.0021043485996489275
8,0.44770132587189665,0.43034176921987194,0.46506088252392136
9,0.43583610093907876,0.41949349466642655,0.452178707211731
10,0.4521515969074744,0.43701838890026745,0.4672848049146814
11,0.12296173816871417,0.08810685653127237,0.15781661980615597
12,0.3416670493016723,0.3181583710558009,0.3651757275475437
13,0.13089494005825209,0.11534458519001596,0.1464452949264882
14,0.011314133702245259,0.005270401979613741,0.017357865424876776
15,0.44211655001814715,0.4235941452860164,0.4606389547502779
16,0.4103244812842563,0.3865539730995903,0.43409498946892233
17,0.04456319811652189,0.03257498156971513,0.05655141466332864
18,0.0001028934398314977,-5.469927389838779e-05,0.0002604861535613832
19,0.006121210224887167,0.002561881586088998,0.009680538863685337
20,5.612715914498218e-06,-3.664412113378403e-06,1.4889843942374839e-05
21,0.4490541011676564,0.4333847084746968,0.46472349386061607
22,0.29110316503982014,0.2612241951767416,0.3209821349028987
23,0.4053092781452308,0.3822081244732367,0.42841043181722493
24,0.32986364437855237,0.30510453457602793,0.3546227541810768
25,0.07173433782484855,0.053070018530605334,0.09039865711909176
26,0.43805725177467286,0.42006716762297874,0.456047335926367
27,0.051672579561922276,0.03984736802045187,0.06349779110339268
28,0.37147166297497564,0.3495872036305558,0.3933561223193955
29,0.264695738493752,0.23653045946965928,0.2928610175178447
