task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.42982793631516103,0.40779649274908514,0.4518593798812369
1,0.00112410402758275,0.00035444424588478636,0.0018937638092807138
2,0.421020877406797,0.40017578269092774,0.44186597212266626
3,0.43352656446726906,0.4145861248836377,0.4524670040509004
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.2061667160039241,0.19499934028111024,0.21733409172673798
7,0.0314817676690855,0.024238057636977582,0.038725477701193424
8,0.002837795453267983,-0.0013085023832789268,0.006984093289814893
9,0.444801325157982,0.42732129310539996,0.462281357210564
10,0.1827661348852301,0.14773034251026787,0.21780192726019235
11,0.45010401069284645,0.43474317068490864,0.46546485070078425
12,0.4444491412795688,0.4265468322620493,0.4623514502970883
13,0.03602068113534998,0.022419777740995545,0.049621584529704416
14,0.0007491412591683186,-0.00033141384707679393,0.001829696365413431
15,0.4113697147951194,0.3926553706201205,0.4300840589701183
16,0.0,0.0,0.0
17,0.00410015708679951,0.0007473904534907958,0.007452923720108225
18,0.0,0.0,0.0
19,0.00022071241981401712,-9.350870068993485e-05,0.0005349335403179691
20,0.03856631709972039,0.031155161950321544,0.04597747224911923
21,0.44330911328175615,0.42595985696265803,0.46065836960085427
22,0.4413834817712061,0.42313574605599374,0.4596312174864185
23,0.0018918543220838497,-0.000781974882517533,0.004565683526685233
24,0.4249427151672237,0.40314746577414556,0.44673796456030185
25,0.0,0.0,0.0
26,0.4384720365496181,0.42051571345873445,0.4564283596405017
27,0.10243520142932429,0.08863010684037974,0.11624029601826884
28,0.43841943414825907,0.41897627923609027,0.45786258906042787
29,0.0,0.0,0.0
