instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
0,4,0.0,0.0,1.0,500,88
1,4,0.0,0.0,1.0,500,163
2,4,0.0,0.0,1.0,500,43
3,4,0.0,0.0,1.0,500,98
4,4,0.0,0.0,1.0,500,248
2,3,0.2,0.5786533372537489,0.4213466627462511,500,244
4,3,0.2,0.573384935992855,0.426615064007145,500,434
3,3,0.2,0.5774107932763197,0.42258920672368033,500,174
0,3,0.2,0.5796421237899677,0.4203578762100323,500,454
1,3,0.2,0.5793953624889933,0.42060463751100674,500,299
3,1,0.8,1.0,0.0,500,269
2,2,0.5,1.0,0.0,500,379
3,2,0.5,1.0,0.0,500,484
3,0,1.0,1.0,0.0,500,269
4,2,0.5,1.0,0.0,500,444
4,0,1.0,1.0,0.0,500,254
4,1,0.8,1.0,0.0,500,454
0,1,0.8,1.0,0.0,500,494
0,2,0.5,1.0,0.0,500,429
2,1,0.8,1.0,0.0,500,354
0,0,1.0,1.0,0.0,500,249
2,0,1.0,1.0,0.0,500,269
1,1,0.8,1.0,0.0,500,384
1,2,0.5,1.0,0.0,500,284
1,0,1.0,1.0,0.0,500,274
5,4,0.0,0.0,1.0,500,128
6,4,0.0,0.0,1.0,500,233
7,4,0.0,0.0,1.0,500,68
5,0,1.0,1.0,0.0,500,324
8,4,0.0,0.0,1.0,500,53
5,2,0.5,1.0,0.0,500,379
5,1,0.8,1.0,0.0,500,289
5,3,0.2,0.5692816351067027,0.4307183648932973,500,194
9,4,0.0,0.0,1.0,500,148
6,3,0.2,0.5640401581989656,0.43595984180103436,500,184
6,0,1.0,1.0,0.0,500,384
7,3,0.2,0.5793953624889933,0.42060463751100674,500,229
6,1,0.8,1.0,0.0,500,439
8,3,0.2,0.5656259472567444,0.4343740527432555,500,424
6,2,0.5,1.0,0.0,500,389
9,3,0.2,0.5645700395016712,0.43542996049832877,500,309
7,0,1.0,1.0,0.0,500,359
7,1,0.8,1.0,0.0,500,284
7,2,0.5,1.0,0.0,500,334
8,0,1.0,1.0,0.0,500,464
8,1,0.8,1.0,0.0,500,384
9,0,1.0,1.0,0.0,500,269
8,2,0.5,1.0,0.0,500,324
9,2,0.5,1.0,0.0,500,274
9,1,0.8,1.0,0.0,500,339
