task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.04628358985257115,0.03369852673432469,0.058868652970817614
1,0.11078823776155282,0.08273430977541708,0.13884216574768857
2,0.05079373305415978,0.03854057079498387,0.0630468953133357
3,0.11924075372602516,0.08794998659301378,0.15053152085903654
4,0.13694189504634122,0.10377370545585213,0.1701100846368303
5,0.11489329683373331,0.08460970221840639,0.14517689144906024
6,0.12001305800403336,0.08970413924934638,0.15032197675872033
7,0.12321525877418642,0.09021176383781979,0.15621875371055305
8,0.119322833420698,0.0881432557598243,0.1505024110815717
9,0.04168227764286717,0.030294405692589996,0.05307014959314435
10,0.047275440300899814,0.03539784330647783,0.0591530372953218
11,0.04905314054216071,0.03572530682824058,0.062380974256080836
12,0.12675845655121318,0.09417423780322726,0.1593426752991991
13,0.1163929330852615,0.08476527452005495,0.14802059165046805
14,0.11500081974526932,0.08477492974235049,0.14522670974818816
15,0.05938377198243055,0.04384857537572995,0.07491896858913115
16,0.05821985769327287,0.04228722982281531,0.07415248556373043
17,0.14172759220841258,0.10706493206743686,0.1763902523493883
18,0.11818548203441596,0.08767682259279332,0.1486941414760386
19,0.15793686666788387,0.122304626784254,0.19356910655151374
