task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,8.02332796075642e-21,-8.247275928415421e-21,2.429393184992826e-20
1,7.251629035390577e-41,-7.579007027277242e-41,2.2082265098058393e-40
2,1.5476755606032527e-21,-1.6176763457390385e-21,4.713027466945544e-21
3,2.904116261235612e-14,-2.1376518775655748e-14,7.945884400036798e-14
4,1.5954453909337945e-55,-1.5052552354190866e-55,4.696146017286676e-55
5,2.46554070308183e-47,-2.5770561854628123e-47,7.508137591626472e-47
6,1.8669969772545644e-07,-1.8267912559601825e-07,5.560785210469311e-07
7,2.9967052123983543e-28,-3.1321944268315807e-28,9.125604851628289e-28
8,2.347832160864341e-10,-2.4519753025520533e-10,7.147639624280735e-10
9,6.056364312926086e-28,-2.455053353590194e-28,1.4567781979442364e-27
10,2.996709734022821e-28,-3.1320712393220233e-28,9.125490707367665e-28
11,1.1066491107263387e-35,-1.1566835132269419e-35,3.369981734679619e-35
12,1.2444625521321342e-12,-5.508423797975184e-13,3.039767484061787e-12
13,4.8314232713551795e-15,-5.049932367269965e-15,1.4712778909980324e-14
14,4.899217453148385e-27,-5.1207869820959116e-27,1.491922188839268e-26
15,2.6397800175070657e-11,-2.7591434416005676e-11,8.038703476614699e-11
16,2.520257370132814e-14,-2.5738013864968773e-14,7.614316126762505e-14
17,1.3107985050570472e-52,-1.3661264017942754e-52,3.98772341190837e-52
18,6.375323938035385e-57,-6.663246470272825e-57,1.9413894346343593e-56
19,1.831000949230678e-07,-1.8747189685879262e-07,5.536720867049282e-07
20,2.7020794408911585e-39,-2.8242935270167998e-39,8.228452408799116e-39
21,4.6037583363394264e-18,-4.773983974879565e-18,1.3981500647558416e-17
22,2.1299484734335043e-39,-2.226285280647997e-39,6.486182227515005e-39
23,1.6200127823489098e-55,-1.4782484510999465e-55,4.718274015797766e-55
24,1.8249197732680332e-07,-1.8699379644972586e-07,5.519777511033326e-07
25,2.4710311681958547e-12,-2.5397187775169924e-12,7.481781113908701e-12
26,5.030964320685631e-10,-4.678232599433017e-10,1.474016124080428e-09
27,2.8576609184955145e-50,-2.986911899056738e-50,8.702233736047768e-50
28,3.5738381554398255e-12,-1.7929797017933818e-12,8.940656012673033e-12
29,3.0465541119004893e-12,-3.182190850631397e-12,9.275299074432375e-12
