episode_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,3.0963443487740685e-09,-3.166491323189782e-09,9.35918002073792e-09
1,8.247049355854991e-15,-3.5056272006680822e-15,1.9999725912378066e-14
2,1.2907761297325035e-12,-6.111986857005915e-13,3.1927509451655985e-12
3,1.2348342951810024e-12,-6.147273244744703e-13,3.084395914836475e-12
4,1.6261659002099644e-14,-1.6191767781345256e-14,4.871508578554455e-14
5,8.973179897873568e-11,-9.361683693407965e-11,2.73080434891551e-10
6,1.6030254029537944e-12,-8.291851041425292e-13,4.035235910050118e-12
7,8.195622362607166e-12,-7.76069206633688e-12,2.415193679155121e-11
8,1.5705030901390478e-09,-1.6393851169849366e-09,4.7803912972630325e-09
9,2.6504394725593142e-14,-1.0822652373300908e-14,6.383144182448719e-14
10,1.977995576200847e-08,-2.0602701921770204e-08,6.016261344578715e-08
11,1.0379467251978781e-11,-8.810150553255763e-12,2.9569085057213326e-11
12,8.163176557273639e-13,-8.529537826282561e-13,2.485589094082984e-12
13,4.449109252777867e-13,-2.591026849599411e-13,1.1489245355155145e-12
14,5.930487196289692e-10,-6.193390364528757e-10,1.8054364757108141e-09
15,8.894332545863424e-10,-9.267336481859441e-10,2.705600157358629e-09
16,5.9483579804557865e-09,-6.217391360328852e-09,1.8114107321240425e-08
17,7.620850513590199e-15,-7.954803455103384e-15,2.319650448228378e-14
18,1.4761458119084331e-12,-1.5385579986141584e-12,4.490849622431025e-12
19,1.8405909393197904e-09,-6.816557313504794e-10,4.36283760999006e-09
20,7.687669164706989e-12,-7.840757909224812e-12,2.321609623863879e-11
21,1.1968916007784453e-15,-1.0583987787937301e-15,3.4521819803506207e-15
22,2.4547421602493814e-12,-2.56576810096294e-12,7.475252421461702e-12
23,2.1658992398809116e-12,-9.2151674760634e-13,5.253315227368163e-12
24,3.5825425372116716e-16,-3.7445672743330114e-16,1.0909652348756354e-15
25,1.0967165715256995e-12,-1.1383930217697592e-12,3.3318261648211582e-12
26,3.635310788781157e-13,-3.6609043874050077e-13,1.0931525964967321e-12
27,2.738260689535262e-11,-2.8392441406946936e-11,8.315765519765218e-11
28,4.740987004486375e-10,-4.955374487405574e-10,1.4437348496378324e-09
29,2.066494532702715e-14,-2.095576937521472e-14,6.228566002926902e-14
