episode_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,1.0941608400042988e-18,-1.1206061715308632e-18,3.308927851539461e-18
1,2.572983592469085e-16,-5.943583213530945e-17,5.740325506291265e-16
2,1.0774113011431823e-12,-1.12614220007452e-12,3.2809648023608843e-12
3,1.0476663638044577e-14,-1.06746489765089e-14,3.1627976252598057e-14
4,1.3939037818603672e-14,-1.4146980419427603e-14,4.202505605663495e-14
5,4.2400129795435e-18,-3.682422314881751e-18,1.216244827396875e-17
6,1.326134229207616e-16,-1.3763105920885353e-16,4.0285790505037674e-16
7,8.199233183180352e-17,-6.181064182189544e-17,2.2579530548550247e-16
8,2.450800352971329e-12,-2.561205335933363e-12,7.462806041876022e-12
9,1.315343067408876e-16,-1.3744458304408487e-16,4.005131965258601e-16
10,1.6420734915799725e-16,-1.7163422084682172e-16,5.000489191628162e-16
11,8.604677407971408e-14,-4.4306858985988284e-14,2.1640040714541645e-13
12,4.982050398347569e-14,-5.1604213394332616e-14,1.51245221361284e-13
13,4.302204917794704e-18,-3.1844658495221168e-18,1.1788875685111525e-17
14,1.5521970690716493e-16,-6.628819093949019e-17,3.7672760475382003e-16
15,4.981848768707507e-14,-5.1874801602487156e-14,1.515117769766373e-13
16,8.881337092274228e-10,-9.281144763747021e-10,2.704381894829548e-09
17,4.663583475982409e-15,-4.6025402929291005e-15,1.3929707244893919e-14
18,1.0561538973072677e-21,-9.090762967642032e-22,3.0213840913787387e-21
19,7.627446782209596e-13,-3.2874469140084054e-13,1.85423404784276e-12
20,1.610656467133731e-14,-1.6786197995584108e-14,4.899932733825873e-14
21,4.18658042060397e-13,-4.3743906122120227e-13,1.2747551453419963e-12
22,1.0946680096761882e-12,-9.676038800147173e-13,3.1569398993670938e-12
23,4.558030772925174e-10,-4.746217075407298e-10,1.3862278621257645e-09
24,8.881017292546451e-10,-9.27356601067858e-10,2.703560059577148e-09
25,7.561287730217346e-09,-7.900695812079876e-09,2.3023271272514568e-08
26,2.010740191583666e-09,-8.667930548452532e-10,4.888273438012585e-09
27,3.800305685467083e-09,-2.797052431335139e-09,1.0397663802269304e-08
28,2.5014154533676363e-12,-2.5601032670566438e-12,7.562934173791916e-12
29,1.0004841654573304e-12,-1.0449775669548762e-12,3.045945897869537e-12
