task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,9.413702536543978e-21,-7.804901317130272e-21,2.663230639021823e-20
1,2.129951354720883e-39,-2.226282196161291e-39,6.486184905603058e-39
2,1.6160842292393984e-24,-1.6780187273161788e-24,4.910187185794975e-24
3,2.37651007517339e-12,-9.93678436505715e-13,5.746698586852495e-12
4,2.2024619024994877e-39,-2.1511816368398454e-39,6.55610544183882e-39
5,2.465540744026802e-47,-2.577056228237484e-47,7.508137716291088e-47
6,5.524711466932639e-10,-4.0661513404702923e-10,1.5115574274335572e-09
7,1.61686347827455e-24,-1.6893432079249872e-24,4.923070164474087e-24
8,1.077473370698629e-12,-9.768406485820703e-13,3.1317873899793285e-12
9,1.9886495074405786e-24,-2.0785953910278392e-24,6.055894405908996e-24
10,3.777368243370535e-28,-3.7852109491258737e-28,1.1339947435866944e-27
11,7.251344899056934e-41,-7.579320627775925e-41,2.2082010425889793e-40
12,3.067857274111257e-12,-2.970236289885257e-12,9.105950838107771e-12
13,4.831209772919815e-15,-5.045938413132435e-15,1.4708357958972064e-14
14,1.6105154141238885e-24,-1.6833419692526122e-24,4.904372797500389e-24
15,3.5367013714136413e-15,-3.505489595329084e-15,1.0578892338156367e-14
16,5.5010010899504316e-12,-5.696700841641333e-12,1.6698703021542196e-11
17,2.8613682227794256e-45,-2.990786882592763e-45,8.713523328151615e-45
18,1.1802540130521627e-27,-1.2336364796881984e-27,3.5941445057925236e-27
19,1.0291057348214391e-09,-8.574323915609222e-10,2.9156438612038004e-09
20,2.8576860979332467e-50,-2.9868862928024313e-50,8.702258488668924e-50
21,8.279924301697661e-18,-4.3066307092816716e-18,2.0866479312676993e-17
22,7.251628562308422e-41,-7.57901175418076e-41,2.2082268878797604e-40
23,9.547841232481668e-33,-9.979686489685319e-33,2.9075368954648655e-32
24,9.211995959813495e-10,-9.62252866547523e-10,2.804652058510222e-09
25,2.5239045062902222e-11,-2.636424674682019e-11,7.684233687262463e-11
26,5.785796126748505e-10,-4.6419055149863423e-10,1.6213497768483354e-09
27,3.4667809373991233e-26,-3.623582198549712e-26,1.0557144073347958e-25
28,2.6870626377194184e-11,-2.6600488277212012e-11,8.034174103160039e-11
29,2.5345090817838103e-11,-2.6242357325909396e-11,7.69325389615856e-11
