task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,1.6235538156316482e-16,-1.6948553067336364e-16,4.941962937996933e-16
1,2.2024618977402207e-39,-2.1511815911882565e-39,6.556105386668698e-39
2,3.2391670476968276e-31,-3.1338067230502527e-31,9.612140818443908e-31
3,2.0380860756426583e-14,-2.104885383688314e-14,6.18105753497363e-14
4,2.3633842324596004e-55,-2.3622060218360947e-55,7.088974486755295e-55
5,2.86131649873435e-45,-2.9907328199760907e-45,8.713365817444791e-45
6,7.914450559611947e-12,-7.474345987482626e-12,2.330324710670652e-11
7,3.0597103397915886e-28,-3.066270872802968e-28,9.185691552386145e-28
8,7.026991723806377e-14,-7.276030277766282e-14,2.1330013725379037e-13
9,3.7625877366606583e-28,-3.932363549948382e-28,1.1457539023269698e-27
10,8.438926638989229e-33,-5.075735242139808e-33,2.1953588520118266e-32
11,2.314751272365402e-50,-2.419349471084188e-50,7.048852015814991e-50
12,1.3017715162514924e-12,-1.0449056075404562e-12,3.648448640043441e-12
13,1.733039942081186e-18,-1.7728437211150504e-18,5.238923605277422e-18
14,6.544720896382475e-33,-6.833161871917614e-33,1.9922603664682565e-32
15,2.140049201643686e-14,-2.0041086678954774e-14,6.284207071182849e-14
16,2.0524792972230353e-14,-2.1102486106088615e-14,6.215207205054932e-14
17,7.25134243351621e-41,-7.579318050719722e-41,2.2082002917752143e-40
18,7.251342901426011e-41,-7.579318545838975e-41,2.2082004348690997e-40
19,8.978343348725461e-10,-9.170075941385082e-10,2.7126762638836006e-09
20,2.1299484934043846e-39,-2.2262852592686696e-39,6.486182246077439e-39
21,6.307292244296611e-18,-3.595736538682169e-18,1.621032102727539e-17
22,1.6203905635915113e-40,-6.957623063902006e-41,3.936543433573223e-40
23,3.5325180813560035e-45,-3.692292609651993e-45,1.0757328772364001e-44
24,3.3136767511892614e-07,-3.443482568049788e-07,1.007083607042831e-06
25,2.560173343066526e-12,-2.4461417560696483e-12,7.5664884422027e-12
26,5.939103989992359e-10,-6.190241929636364e-10,1.8068449909621083e-09
27,8.95256073971589e-41,-9.35687648307322e-41,2.7261997962505e-40
28,4.568900288184323e-16,-1.7338305107044985e-17,9.311183627439096e-16
29,2.4577473593836243e-12,-2.553777859298449e-12,7.469272578065698e-12
