instance_number,run_number,n_time_steps,n_time_steps_cv
2,4,22000,18248
3,4,22000,19820
1,4,22000,19985
0,4,22000,20668
4,4,22000,18687
1,3,22000,19193
0,3,22000,21206
4,3,22000,17917
2,3,22000,16245
3,3,22000,19501
0,1,22000,19964
1,1,22000,18215
2,1,22000,18962
3,0,22000,17037
0,0,22000,18677
0,2,22000,20535
1,2,22000,21943
3,1,22000,14254
4,0,22000,19314
4,1,22000,19776
4,2,22000,21481
1,0,22000,21426
2,0,22000,18896
3,2,22000,19490
2,2,22000,21470
5,4,22000,16938
6,4,22000,19546
7,4,22000,20338
5,0,22000,20986
5,2,22000,21932
5,1,22000,20096
8,4,22000,19413
5,3,22000,21085
9,4,22000,20910
6,3,22000,21316
10,4,22000,21404
6,0,22000,19347
6,1,22000,21701
7,3,22000,19094
8,3,22000,19479
6,2,22000,18093
9,3,22000,19754
7,0,22000,21811
8,0,22000,21789
9,1,22000,19358
7,1,22000,19567
7,2,22000,17400
8,1,22000,17720
8,2,22000,18621
9,2,22000,19677
9,0,22000,18874
11,4,22000,17950
10,3,22000,19578
12,4,22000,21239
10,0,22000,13913
10,1,22000,20074
11,0,22000,21525
13,4,22000,20657
10,2,22000,19985
14,4,22000,15662
11,1,22000,21382
11,2,22000,15926
11,3,22000,15893
15,4,22000,19776
12,3,22000,15806
12,0,22000,20789
13,3,22000,19678
12,1,22000,21965
12,2,22000,17378
13,0,22000,17015
14,3,22000,20293
16,4,22000,20315
13,2,22000,15937
13,1,22000,18621
14,0,22000,20271
14,1,22000,20843
14,2,22000,21360
15,0,22000,21459
15,3,22000,19589
17,4,22000,21899
15,1,22000,21503
15,2,22000,19380
18,4,22000,19656
16,3,22000,18489
16,1,22000,21294
16,0,22000,21338
19,4,22000,19193
16,2,22000,19512
17,0,22000,17962
17,1,22000,18654
20,4,22000,15948
17,3,22000,21173
17,2,22000,21690
21,4,22000,19095
18,3,22000,20943
18,0,22000,21778
18,1,22000,19105
18,2,22000,19721
19,3,22000,21525
19,0,22000,20711
19,1,22000,18313
19,2,22000,20018
22,4,22000,21108
20,0,22000,21206
20,1,22000,20425
20,3,22000,18853
20,2,22000,21294
23,4,22000,20260
21,3,22000,17939
21,0,22000,21063
21,2,22000,18137
21,1,22000,20073
24,4,22000,20612
22,0,22000,17433
22,1,22000,17620
25,4,22000,18995
22,3,22000,17708
23,3,22000,16894
22,2,22000,18940
23,0,22000,21745
26,4,22000,20260
23,1,22000,20348
23,2,22000,17114
24,3,22000,18467
27,4,22000,19017
24,0,22000,19457
24,1,22000,21009
24,2,22000,18985
25,3,22000,20480
25,1,22000,21954
25,0,22000,17785
28,4,22000,21910
25,2,22000,17422
26,3,22000,21833
26,0,22000,20436
26,1,22000,17389
29,4,22000,20909
26,2,22000,21701
27,3,22000,16047
27,0,22000,18006
27,1,22000,21888
30,4,22000,18643
27,2,22000,17565
28,3,22000,19226
28,0,22000,19843
31,4,22000,18588
28,1,22000,20788
28,2,22000,19710
29,3,22000,19512
29,0,22000,20051
32,4,22000,18170
29,1,22000,20381
29,2,22000,19853
30,3,22000,21053
30,0,22000,21591
30,2,22000,16641
30,1,22000,16630
33,4,22000,16795
31,0,22000,19358
31,3,22000,17873
31,1,22000,18379
34,4,22000,20734
32,3,22000,20722
31,2,22000,17697
32,0,22000,19457
32,1,22000,20095
35,4,22000,16807
32,2,22000,21382
33,0,22000,20645
33,1,22000,21261
33,3,22000,21184
36,4,22000,20084
33,2,22000,17851
34,3,22000,18764
37,4,22000,20909
34,0,22000,17202
34,1,22000,20678
34,2,22000,16234
35,0,22000,18236
35,3,22000,20558
38,4,22000,18060
35,1,22000,20293
35,2,22000,21646
36,0,22000,17114
36,1,22000,21371
36,3,22000,21371
39,4,22000,20327
36,2,22000,19413
37,0,22000,18027
37,3,22000,21360
40,4,22000,21679
37,1,22000,20282
37,2,22000,16223
38,0,22000,21833
38,3,22000,20315
41,4,22000,19072
38,1,22000,21338
38,2,22000,21107
39,0,22000,20700
39,3,22000,20667
42,4,22000,21151
39,2,22000,20029
39,1,22000,21921
40,3,22000,17665
43,4,22000,21833
40,0,22000,18511
40,1,22000,17675
40,2,22000,15838
41,3,22000,21833
41,0,22000,18302
41,1,22000,18765
44,4,22000,19204
41,2,22000,19117
42,3,22000,19259
42,1,22000,18610
42,0,22000,19402
45,4,22000,20678
42,2,22000,21294
43,3,22000,13737
43,0,22000,19105
46,4,22000,18973
43,1,22000,21536
43,2,22000,20568
44,0,22000,16751
44,3,22000,16036
47,4,22000,20766
44,1,22000,20514
44,2,22000,18676
45,3,22000,21008
45,0,22000,21680
48,4,22000,21228
45,1,22000,20568
45,2,22000,21679
46,3,22000,21217
46,0,22000,18280
46,1,22000,21910
46,2,22000,17621
49,4,22000,20348
47,3,22000,20910
47,0,22000,21767
47,1,22000,19534
50,4,22000,14881
47,2,22000,20393
48,1,22000,20953
48,3,22000,13946
48,0,22000,16795
51,4,22000,18566
48,2,22000,19006
49,3,22000,17631
49,0,22000,20942
49,1,22000,21063
52,4,22000,21943
49,2,22000,20415
50,3,22000,21525
50,0,22000,19699
53,4,22000,19865
50,1,22000,20095
50,2,22000,19941
51,3,22000,21251
51,0,22000,19622
54,4,22000,17356
51,1,22000,21063
51,2,22000,21899
52,3,22000,20436
52,0,22000,19237
52,1,22000,21778
55,4,22000,20612
52,2,22000,17928
53,3,22000,21492
53,0,22000,19161
53,1,22000,21712
56,4,22000,20623
53,2,22000,18005
54,0,22000,20557
54,1,22000,19062
54,3,22000,20986
57,4,22000,20667
54,2,22000,19897
55,0,22000,20106
55,3,22000,19292
55,1,22000,21866
58,4,22000,19292
55,2,22000,19149
56,0,22000,17533
56,3,22000,20535
59,4,22000,19072
56,1,22000,17401
56,2,22000,17543
57,3,22000,19777
60,4,22000,21613
57,0,22000,18731
57,1,22000,16674
57,2,22000,21481
58,3,22000,20205
58,0,22000,19578
58,1,22000,14793
61,4,22000,19182
58,2,22000,21096
59,3,22000,21657
59,0,22000,19579
59,1,22000,19974
59,2,22000,21008
62,4,22000,19986
60,3,22000,16619
60,0,22000,19215
63,4,22000,18588
60,1,22000,16685
60,2,22000,18071
61,0,22000,21327
61,3,22000,20733
61,1,22000,18181
64,4,22000,20843
61,2,22000,20931
62,3,22000,20316
62,0,22000,20887
65,4,22000,18930
62,1,22000,20073
62,2,22000,21273
63,3,22000,19116
63,0,22000,13550
66,4,22000,20799
63,1,22000,20238
63,2,22000,21514
64,3,22000,19721
64,0,22000,17147
64,1,22000,20678
67,4,22000,16333
64,2,22000,21427
65,3,22000,21613
65,0,22000,17785
65,1,22000,16069
68,4,22000,21228
65,2,22000,20128
66,0,22000,20480
66,3,22000,20183
66,1,22000,19622
69,4,22000,20480
66,2,22000,15200
67,0,22000,21360
67,3,22000,19381
67,1,22000,20205
70,4,22000,17169
67,2,22000,21228
68,3,22000,17290
68,0,22000,16840
68,1,22000,21998
71,4,22000,18225
68,2,22000,20953
69,3,22000,18995
69,1,22000,18676
69,0,22000,20931
72,4,22000,16905
69,2,22000,17279
70,3,22000,20612
70,0,22000,19138
70,1,22000,17334
73,4,22000,20205
70,2,22000,17840
71,0,22000,20029
71,3,22000,20546
74,4,22000,17818
71,1,22000,18973
71,2,22000,21855
72,0,22000,18446
72,3,22000,20975
75,4,22000,20161
72,1,22000,21129
72,2,22000,21822
73,3,22000,19138
73,0,22000,17609
73,1,22000,19369
76,4,22000,16300
73,2,22000,17488
74,0,22000,20073
74,3,22000,17940
77,4,22000,20546
74,1,22000,21657
74,2,22000,18610
75,3,22000,20689
75,0,22000,19314
75,1,22000,20679
78,4,22000,20766
75,2,22000,18247
76,3,22000,21976
76,0,22000,20151
76,1,22000,20129
79,4,22000,19358
76,2,22000,21602
77,0,22000,21679
77,3,22000,19919
80,4,22000,19864
77,1,22000,18104
77,2,22000,18468
78,0,22000,21074
78,3,22000,20150
81,4,22000,21173
78,1,22000,20117
78,2,22000,18214
79,3,22000,18731
79,0,22000,20392
82,4,22000,19711
79,1,22000,20073
79,2,22000,21547
80,0,22000,20018
80,3,22000,16916
80,1,22000,20668
83,4,22000,20183
80,2,22000,19358
81,0,22000,18511
81,3,22000,19644
81,1,22000,18478
84,4,22000,20766
81,2,22000,21294
82,0,22000,21547
82,3,22000,19732
82,1,22000,21008
85,4,22000,16741
82,2,22000,20172
83,3,22000,20382
86,4,22000,19941
83,0,22000,19578
83,1,22000,18644
83,2,22000,16003
84,3,22000,20392
87,4,22000,19710
84,0,22000,21239
84,1,22000,18501
84,2,22000,19523
85,3,22000,19259
85,0,22000,17576
85,1,22000,19435
88,4,22000,19424
85,2,22000,18632
86,3,22000,21910
86,0,22000,21217
86,1,22000,19479
89,4,22000,19798
86,2,22000,21019
87,3,22000,17114
87,0,22000,21910
90,4,22000,17939
87,1,22000,20382
87,2,22000,18137
88,3,22000,14562
88,0,22000,20789
91,4,22000,15728
88,1,22000,14925
88,2,22000,19567
89,0,22000,18225
89,1,22000,21525
89,3,22000,21459
92,4,22000,20558
89,2,22000,13572
90,3,22000,21162
90,0,22000,17092
93,4,22000,19457
90,1,22000,17037
90,2,22000,21723
91,3,22000,20865
91,0,22000,20766
94,4,22000,18919
91,1,22000,21008
91,2,22000,19424
92,0,22000,21800
92,3,22000,21250
92,1,22000,16377
95,4,22000,19215
92,2,22000,21272
93,3,22000,18830
96,4,22000,20238
93,1,22000,21701
93,0,22000,14133
93,2,22000,18687
94,3,22000,21558
94,0,22000,21162
94,1,22000,17873
97,4,22000,18380
94,2,22000,19854
95,0,22000,21735
95,3,22000,17565
95,1,22000,21789
98,4,22000,20942
95,2,22000,21855
96,3,22000,17081
96,0,22000,20986
99,4,22000,19831
96,1,22000,21701
96,2,22000,21724
97,0,22000,21976
97,3,22000,21855
97,1,22000,19699
97,2,22000,20931
98,0,22000,21877
98,3,22000,18391
98,1,22000,18456
98,2,22000,17268
99,0,22000,19710
99,3,22000,21173
99,1,22000,17686
99,2,22000,21965
