instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
2,4,0.0,0.0,1.0,1100,732
3,4,0.0,0.0,1.0,1100,732
0,4,0.0,0.0,1.0,1100,699
1,4,0.0,0.0,1.0,1100,722
4,1,0.8,0.9831298456221722,0.0168701543778278,1100,1099
4,2,0.5,0.8012466242009184,0.19875337579908156,1100,1099
3,0,1.0,0.9990670421253236,0.0009329578746764514,1100,1099
3,1,0.8,0.9844103908134274,0.015589609186572602,1100,1099
2,1,0.8,0.9825581061775286,0.017441893822471355,1100,1099
1,0,1.0,0.9989828842013663,0.0010171157986336745,1100,1098
0,0,1.0,0.9990459603075114,0.0009540396924886015,1100,1099
1,1,0.8,0.9846118352751182,0.015388164724881763,1100,1098
3,2,0.5,0.8047426419305342,0.19525735806946576,1100,1098
2,2,0.5,0.8031859277938372,0.19681407220616273,1100,1099
4,0,1.0,0.999044131131871,0.0009558688681289979,1100,1099
4,3,0.2,0.25830086396747415,0.7416991360325258,1100,1099
1,2,0.5,0.7897540750837735,0.2102459249162265,1100,1099
0,1,0.8,0.9840675893252848,0.015932410674715153,1100,1098
2,0,1.0,0.9990208451194569,0.0009791548805431047,1100,1099
2,3,0.2,0.2692815445863157,0.7307184554136843,1100,1099
0,2,0.5,0.81270036187392,0.18729963812607991,1100,1098
1,3,0.2,0.2838278557186503,0.7161721442813497,1100,1098
0,3,0.2,0.28165737748427083,0.7183426225157291,1100,1099
3,3,0.2,0.283187565595482,0.7168124344045179,1100,1099
4,4,0.0,0.0,1.0,1100,765
5,4,0.0,0.0,1.0,1100,732
6,4,0.0,0.0,1.0,1100,714
5,0,1.0,0.9991198325424991,0.0008801674575008886,1100,1099
5,1,0.8,0.9829182297689899,0.01708177023101007,1100,1098
7,4,0.0,0.0,1.0,1100,731
5,2,0.5,0.8102109507781518,0.18978904922184822,1100,1099
8,4,0.0,0.0,1.0,1100,699
6,1,0.8,0.9838531273162666,0.016146872683733392,1100,1099
6,0,1.0,0.9990024994190693,0.0009975005809307361,1100,1098
7,0,1.0,0.999194184699582,0.0008058153004180167,1100,1098
6,2,0.5,0.8048635031044823,0.19513649689551774,1100,1099
5,3,0.2,0.2725529820197938,0.7274470179802063,1100,1099
7,1,0.8,0.9828300307005303,0.017169969299469717,1100,1099
7,2,0.5,0.8086840586854591,0.19131594131454083,1100,1098
6,3,0.2,0.28541472386948524,0.7145852761305147,1100,1099
8,2,0.5,0.8048885798557762,0.19511142014422375,1100,1099
8,0,1.0,0.9990708118781215,0.0009291881218785087,1100,1098
8,1,0.8,0.9835253292374208,0.016474670762579288,1100,1098
9,0,1.0,0.9990345268901101,0.0009654731098899249,1100,1098
9,1,0.8,0.9829052015723558,0.01709479842764421,1100,1099
7,3,0.2,0.2771708414781477,0.7228291585218523,1100,1099
9,2,0.5,0.8006175265255712,0.19938247347442878,1100,1099
8,3,0.2,0.27961786355612755,0.7203821364438724,1100,1099
9,4,0.0,0.0,1.0,1100,779
9,3,0.2,0.30091955288805683,0.6990804471119432,1100,1099
