task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.1588662565390835,0.1417845255902955,0.17594798748787152
1,0.16195870650946775,0.14606388982212684,0.17785352319680867
2,0.13701410024288893,0.12244007887118116,0.1515881216145967
3,0.1371236221965031,0.1225868563926371,0.15166038800036907
4,0.1594287527575472,0.1424155085591846,0.17644199695590979
5,0.1380488576509312,0.12205865972801791,0.15403905557384448
6,0.13210504333990972,0.11790075064446774,0.1463093360353517
7,0.14336566493362204,0.12946857427699232,0.15726275559025177
8,0.1365327838761375,0.12189861364171165,0.15116695411056333
9,0.13545724977265589,0.12078369875859266,0.15013080078671912
10,0.13340532210387346,0.11780305584806774,0.14900758835967917
11,0.15196330397701854,0.15196330397701854,0.15196330397701854
12,0.1558222979505717,0.1558222979505717,0.1558222979505717
13,0.1558222979505717,0.1558222979505717,0.1558222979505717
14,0.1558222979505717,0.1558222979505717,0.1558222979505717
15,0.15196330397701854,0.15196330397701854,0.15196330397701854
16,0.1558222979505717,0.1558222979505717,0.1558222979505717
17,0.16052192750108277,0.16052192750108277,0.16052192750108277
18,0.18274730944239712,0.1827473094423971,0.18274730944239714
19,0.15637308861320354,0.15637308861320354,0.15637308861320354
20,0.15196330397701854,0.15196330397701854,0.15196330397701854
21,0.16052192750108277,0.16052192750108277,0.16052192750108277
22,0.18274730944239712,0.1827473094423971,0.18274730944239714
23,0.15196330397701854,0.15196330397701854,0.15196330397701854
24,0.18274730944239712,0.1827473094423971,0.18274730944239714
25,0.15196330397701854,0.15196330397701854,0.15196330397701854
26,0.18274730944239712,0.1827473094423971,0.18274730944239714
27,0.15637308861320354,0.15637308861320354,0.15637308861320354
28,0.16052192750108277,0.16052192750108277,0.16052192750108277
29,0.15637308861320354,0.15637308861320354,0.15637308861320354
30,0.15196330397701854,0.15196330397701854,0.15196330397701854
31,0.15196330397701854,0.15196330397701854,0.15196330397701854
32,0.16052192750108277,0.16052192750108277,0.16052192750108277
33,0.18274730944239712,0.1827473094423971,0.18274730944239714
34,0.15637308861320354,0.15637308861320354,0.15637308861320354
35,0.18274730944239712,0.1827473094423971,0.18274730944239714
36,0.16052192750108277,0.16052192750108277,0.16052192750108277
37,0.18274730944239712,0.1827473094423971,0.18274730944239714
38,0.18274730944239712,0.1827473094423971,0.18274730944239714
39,0.1558222979505717,0.1558222979505717,0.1558222979505717
40,0.16052192750108277,0.16052192750108277,0.16052192750108277
41,0.18274730944239712,0.1827473094423971,0.18274730944239714
42,0.16052192750108277,0.16052192750108277,0.16052192750108277
43,0.15637308861320354,0.15637308861320354,0.15637308861320354
44,0.16052192750108277,0.16052192750108277,0.16052192750108277
45,0.15637308861320354,0.15637308861320354,0.15637308861320354
46,0.15637308861320354,0.15637308861320354,0.15637308861320354
47,0.18274730944239712,0.1827473094423971,0.18274730944239714
48,0.1558222979505717,0.1558222979505717,0.1558222979505717
49,0.15637308861320354,0.15637308861320354,0.15637308861320354
