instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
0,4,0.0,0.0,1.0,1200,23
1,4,0.0,0.0,1.0,1200,23
2,4,0.0,0.0,1.0,1200,23
3,4,0.0,0.0,1.0,1200,23
0,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
1,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
2,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
0,2,0.5,0.27925340990667624,0.7207465900933238,1200,83
3,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
4,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
1,2,0.5,0.2803347280334728,0.7196652719665272,1200,95
2,2,0.5,0.2733612273361227,0.7266387726638772,1200,95
3,2,0.5,0.2733612273361227,0.7266387726638772,1200,95
4,2,0.5,0.2803347280334728,0.7196652719665272,1200,95
4,4,0.0,0.0,1.0,1200,23
0,0,1.0,0.7952380952380952,0.20476190476190476,1200,131
0,1,0.8,0.4851190476190476,0.5148809523809523,1200,130
1,1,0.8,0.493452380952381,0.506547619047619,1200,142
2,0,1.0,0.7916666666666666,0.20833333333333334,1200,131
1,0,1.0,0.8107142857142857,0.18928571428571428,1200,131
3,0,1.0,0.794047619047619,0.20595238095238094,1200,131
2,1,0.8,0.5023809523809524,0.4976190476190476,1200,142
3,1,0.8,0.49404761904761907,0.5059523809523809,1200,130
4,0,1.0,0.8238095238095238,0.1761904761904762,1200,107
4,1,0.8,0.48928571428571427,0.5107142857142857,1200,130
5,4,0.0,0.0,1.0,1200,23
5,2,0.5,0.27925340990667624,0.7207465900933238,1200,83
6,4,0.0,0.0,1.0,1200,23
7,4,0.0,0.0,1.0,1200,23
5,0,1.0,0.7952380952380952,0.20476190476190476,1200,131
8,4,0.0,0.0,1.0,1200,23
5,1,0.8,0.4863095238095238,0.5136904761904761,1200,142
5,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
6,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
6,2,0.5,0.2733612273361227,0.7266387726638772,1200,95
9,4,0.0,0.0,1.0,1200,23
7,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
7,2,0.5,0.27925340990667624,0.7207465900933238,1200,95
8,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
6,0,1.0,0.8238095238095238,0.1761904761904762,1200,143
6,1,0.8,0.4994047619047619,0.5005952380952381,1200,130
8,2,0.5,0.27925340990667624,0.7207465900933238,1200,83
9,3,0.2,0.10078740157480315,0.8992125984251969,1200,94
9,2,0.5,0.27925340990667624,0.7207465900933238,1200,95
7,0,1.0,0.8095238095238095,0.19047619047619047,1200,119
7,1,0.8,0.48095238095238096,0.5190476190476191,1200,142
8,1,0.8,0.4988095238095238,0.5011904761904762,1200,130
9,0,1.0,0.7988095238095239,0.2011904761904762,1200,119
8,0,1.0,0.8297619047619048,0.17023809523809524,1200,143
9,1,0.8,0.48273809523809524,0.5172619047619048,1200,118
