instance_number,run_number,n_time_steps,n_time_steps_cv
2,4,500,439
0,4,500,479
1,4,500,439
3,4,500,469
4,4,500,454
0,3,500,473
4,1,500,339
2,3,500,459
3,0,500,374
0,2,500,478
1,2,500,339
2,0,500,469
3,3,500,484
3,1,500,459
4,0,500,469
4,2,500,464
1,3,500,424
0,1,500,389
1,0,500,394
1,1,500,349
2,2,500,444
4,3,500,444
3,2,500,368
2,1,500,359
0,0,500,493
6,4,500,439
7,4,500,499
8,4,500,489
5,0,500,323
5,1,500,439
5,2,500,454
5,4,500,438
5,3,500,379
9,4,500,499
7,3,500,479
6,3,500,239
7,0,500,488
6,2,500,389
6,1,500,468
9,1,500,369
7,1,500,379
9,0,500,494
8,1,500,383
8,3,500,439
8,2,500,469
7,2,500,474
9,2,500,414
6,0,500,334
8,0,500,494
9,3,500,464
