instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
2,4,0.0,0.0,1.0,500,474
1,4,0.0,0.0,1.0,500,288
0,4,0.0,0.0,1.0,500,424
3,4,0.0,0.0,1.0,500,453
4,4,0.0,0.0,1.0,500,493
2,3,0.2,0.8425485170267302,0.15745148297326986,500,458
0,3,0.2,0.8643984220907298,0.13560157790927022,500,459
4,1,0.8,1.0,0.0,500,454
3,0,1.0,1.0,0.0,500,449
0,2,0.5,1.0,0.0,500,464
4,0,1.0,1.0,0.0,500,479
3,1,0.8,1.0,0.0,500,414
2,0,1.0,1.0,0.0,500,489
1,2,0.5,1.0,0.0,500,359
3,3,0.2,0.8664167916041979,0.1335832083958021,500,484
4,2,0.5,1.0,0.0,500,274
2,2,0.5,1.0,0.0,500,449
0,1,0.8,1.0,0.0,500,484
1,3,0.2,0.8316681804420224,0.1683318195579776,500,473
1,0,1.0,1.0,0.0,500,389
1,1,0.8,1.0,0.0,500,494
4,3,0.2,0.8525392029923752,0.1474607970076248,500,434
3,2,0.5,1.0,0.0,500,499
2,1,0.8,1.0,0.0,500,439
0,0,1.0,1.0,0.0,500,489
6,4,0.0,0.0,1.0,500,469
7,4,0.0,0.0,1.0,500,494
8,4,0.0,0.0,1.0,500,494
5,0,1.0,1.0,0.0,500,429
5,1,0.8,1.0,0.0,500,453
5,2,0.5,1.0,0.0,500,439
5,4,0.0,0.0,1.0,500,489
5,3,0.2,0.8338807260155575,0.1661192739844425,500,458
9,4,0.0,0.0,1.0,500,299
7,3,0.2,0.8745311967269008,0.12546880327309923,500,479
6,3,0.2,0.8827150494087154,0.11728495059128463,500,419
6,2,0.5,1.0,0.0,500,444
7,0,1.0,1.0,0.0,500,424
6,1,0.8,1.0,0.0,500,494
9,1,0.8,1.0,0.0,500,484
7,1,0.8,1.0,0.0,500,359
9,0,1.0,1.0,0.0,500,499
7,2,0.5,1.0,0.0,500,463
8,1,0.8,1.0,0.0,500,474
8,3,0.2,0.7823118450301683,0.21768815496983168,500,458
8,2,0.5,1.0,0.0,500,484
9,2,0.5,1.0,0.0,500,359
6,0,1.0,1.0,0.0,500,499
8,0,1.0,1.0,0.0,500,374
9,3,0.2,0.8573933372296902,0.14260666277030976,500,304
