instance_number,run_number,n_time_steps,n_time_steps_cv
51,3,5500,3805
51,0,5500,5004
51,1,5500,3288
51,2,5500,4058
54,4,5500,5103
52,0,5500,2749
52,3,5500,4300
52,1,5500,5224
52,2,5500,5213
55,4,5500,4113
53,1,5500,5136
53,3,5500,4619
53,0,5500,4652
53,2,5500,4718
56,4,5500,2804
54,0,5500,4333
54,1,5500,4465
54,3,5500,5092
55,3,5500,3376
54,2,5500,4410
57,4,5500,4135
55,0,5500,5334
55,1,5500,4927
55,2,5500,3629
58,4,5500,5323
56,0,5500,3871
56,1,5500,5444
56,3,5500,5004
56,2,5500,2856
59,4,5500,4168
57,0,5500,3970
57,3,5500,3970
57,1,5500,4597
57,2,5500,3354
58,0,5500,4377
60,4,5500,4366
58,1,5500,5136
58,3,5500,5191
58,2,5500,4927
61,4,5500,4487
59,3,5500,5367
59,0,5500,4355
59,1,5500,4949
59,2,5500,4894
60,0,5500,4982
62,4,5500,3167
60,1,5500,4795
60,2,5500,2749
60,3,5500,5378
61,3,5500,5323
61,0,5500,3695
63,4,5500,4465
61,2,5500,2771
61,1,5500,4861
64,4,5500,3937
62,0,5500,4960
62,1,5500,4685
62,3,5500,3695
62,2,5500,3497
65,4,5500,3497
63,1,5500,4663
63,0,5500,3618
63,3,5500,2617
63,2,5500,5246
66,4,5500,4520
64,0,5500,3552
64,3,5500,4729
64,1,5500,5235
64,2,5500,4740
65,0,5500,5235
67,4,5500,5026
65,1,5500,5344
65,3,5500,3893
65,2,5500,3288
68,4,5500,5323
66,0,5500,5125
66,1,5500,4608
66,3,5500,4553
66,2,5500,5059
69,4,5500,4047
67,0,5500,4960
67,1,5500,2188
67,3,5500,3827
67,2,5500,2485
68,0,5500,4498
70,4,5500,4124
68,1,5500,5290
68,3,5500,4553
71,4,5500,5235
68,2,5500,4674
69,3,5500,5081
69,1,5500,3156
69,0,5500,5411
69,2,5500,4960
72,4,5500,5466
70,0,5500,4696
70,3,5500,3816
70,1,5500,4916
70,2,5500,5466
71,0,5500,3860
73,4,5500,2914
71,1,5500,5466
71,2,5500,3574
74,4,5500,4498
71,3,5500,4993
72,3,5500,5400
72,0,5500,3255
72,1,5500,5389
72,2,5500,4278
73,0,5500,4716
75,4,5500,4740
73,1,5500,5345
73,3,5500,4223
73,2,5500,5070
76,4,5500,4828
74,3,5500,5081
74,1,5500,5213
74,0,5500,5092
74,2,5500,3761
77,4,5500,2848
75,0,5500,5477
75,3,5500,2936
75,1,5500,5444
75,2,5500,4201
76,0,5500,3959
78,4,5500,3860
76,1,5500,5158
76,2,5500,4476
76,3,5500,5323
77,1,5500,4685
79,4,5500,5103
77,0,5500,5059
77,3,5500,4630
77,2,5500,5092
80,4,5500,4784
78,0,5500,3420
78,1,5500,4938
78,3,5500,4410
78,2,5500,5411
81,4,5500,5059
79,1,5500,2892
79,0,5500,4839
82,4,5500,4058
79,3,5500,4674
79,2,5500,3310
80,0,5500,4575
80,3,5500,3442
80,1,5500,4146
80,2,5500,5455
81,0,5500,4421
83,4,5500,5400
81,1,5500,4245
81,3,5500,4388
81,2,5500,4905
82,3,5500,4696
84,4,5500,3046
82,0,5500,5092
82,1,5500,2683
82,2,5500,4894
83,0,5500,4894
85,4,5500,5488
83,1,5500,3332
83,3,5500,5257
83,2,5500,3926
86,4,5500,4795
84,0,5500,4047
84,3,5500,4520
84,2,5500,5477
84,1,5500,2584
85,0,5500,4586
85,1,5500,3991
85,3,5500,3376
87,4,5500,4201
85,2,5500,3695
86,0,5500,4443
86,3,5500,3002
88,4,5500,4520
86,1,5500,3365
86,2,5500,4432
87,0,5500,5345
87,2,5500,2771
87,1,5500,4773
87,3,5500,2616
89,4,5500,5213
88,3,5500,4905
90,4,5500,5400
88,0,5500,3926
88,1,5500,3035
88,2,5500,4927
91,4,5500,4872
89,0,5500,5268
89,1,5500,5378
89,2,5500,4619
89,3,5500,5477
92,4,5500,4674
90,1,5500,5169
90,3,5500,4729
90,0,5500,5433
90,2,5500,3750
93,4,5500,5477
91,0,5500,3761
91,3,5500,5103
91,1,5500,2870
91,2,5500,5246
94,4,5500,5367
92,0,5500,5477
92,3,5500,5477
92,1,5500,4124
92,2,5500,3123
93,0,5500,4113
93,3,5500,5477
93,1,5500,2474
95,4,5500,4684
93,2,5500,4322
96,4,5500,4223
94,0,5500,3970
94,1,5500,4707
94,3,5500,4542
94,2,5500,4949
97,4,5500,5279
95,0,5500,3563
95,3,5500,5114
98,4,5500,5389
95,1,5500,4058
96,3,5500,4432
95,2,5500,4366
96,0,5500,5345
96,1,5500,2980
96,2,5500,3882
97,0,5500,4685
99,4,5500,4520
97,1,5500,4586
97,2,5500,4795
97,3,5500,3497
98,3,5500,4894
98,0,5500,4751
98,1,5500,4399
99,0,5500,4091
98,2,5500,5158
99,3,5500,5014
99,1,5500,3541
99,2,5500,3013
