prior,ratio_lip_bound_use_mean,ratio_lip_bound_use_upper,ratio_lip_bound_use_lower,speed_up_mean,speed_up_upper,speed_up_lower
1.0,30.775813753362304,30.661029980796105,30.890597525928502,-2.671130128599769,-3.9045493347087294,-1.4377109224908082
0.8,42.10937439140783,41.954593647607574,42.26415513520809,0.2614453760243361,-1.3554453563883062,1.8783361084369783
0.5,68.8110502796428,68.66086081515935,68.96123974412625,2.9350508202761074,0.7710985833070452,5.09900305724517
0.2,87.945021540256,87.61977227018019,88.2702708103318,3.1719424244538996,0.5002092674059537,5.843675581501845
0.0,100.0,100.0,100.0,54.2770907390184,53.66653066358862,54.88765081444818
