instance_number,run_number,n_time_steps,n_time_steps_cv
1,4,500,499
0,4,500,487
2,4,500,497
3,4,500,489
1,1,500,492
0,1,500,492
0,3,500,492
0,0,500,477
3,0,500,484
2,3,500,489
1,2,500,482
4,1,500,499
0,2,500,492
2,1,500,492
4,0,500,499
3,3,500,497
1,0,500,497
2,2,500,489
2,0,500,497
3,1,500,492
4,3,500,492
4,2,500,482
3,2,500,484
1,3,500,497
4,4,500,499
7,4,500,494
5,1,500,492
6,4,500,487
5,4,500,464
8,4,500,489
5,3,500,482
5,2,500,487
5,0,500,492
7,3,500,487
6,3,500,492
7,0,500,492
9,0,500,492
7,2,500,497
6,0,500,497
8,3,500,487
6,2,500,497
6,1,500,487
8,1,500,492
8,2,500,489
8,0,500,477
7,1,500,497
9,1,500,494
9,2,500,484
9,4,500,492
9,3,500,487
