instance_number,run_number,n_time_steps,n_time_steps_cv,avg_ts_l2,avg_ts_l5,avg_ts_l10,avg_ts_l50,discounted_return,total_return
2,4,22000,13606,13589.5,13433.333333333334,13298.75,12142.1875,2.4248283513199352e-223,1536.7802315366548
1,4,22000,16136,14849.0,13496.0,13358.0,12340.395833333334,4.3920521745459896e-213,1545.3473059785006
3,4,22000,13496,13463.0,13326.666666666666,13258.75,12175.583333333334,1.7791774348441482e-277,1554.091095055209
0,4,22000,13573,13545.5,13411.333333333334,13250.5,12203.791666666666,2.659215219502685e-212,1528.0364424599459
4,4,22000,13650,13639.0,13510.666666666666,13349.625,12267.041666666666,1.2231370452372033e-115,1512.3866214811085
0,3,22000,13683,13666.5,13514.333333333334,13397.75,12252.833333333334,1.64669872929656e-131,1532.9111731842563
1,3,22000,13485,13479.5,13323.333333333334,13206.625,12183.833333333334,1.7545646512446654e-120,1558.3635906595837
4,3,22000,14387,13919.5,13397.0,13254.75,12190.020833333334,8.174308146580854e-97,1548.3138349891074
2,3,22000,13518,13512.5,13378.333333333334,13265.625,12229.208333333334,2.19391233381602e-154,1537.7445506719432
3,3,22000,18688,16147.0,13532.666666666666,13367.5,12260.895833333334,6.876000400249903e-31,1510.3634949260393
1,0,22000,13441,13408.0,13272.0,13133.625,12144.208333333334,3.669698528866968e-196,1546.6405305152668
2,0,22000,13320,13292.5,13140.0,13029.125,11975.458333333334,2.662237869955247e-66,1582.9134787931198
0,1,22000,20910,17258.0,13532.666666666666,13374.5,12285.625,2.670152530545439e-12,1535.6596343233768
1,2,22000,16411,15052.5,13653.666666666666,13441.875,12253.166666666666,6.045892940564787e-234,1506.1609637379102
2,2,22000,13650,13639.0,13470.0,13359.25,12238.395833333334,2.669405396040198e-24,1510.3512329919154
0,0,22000,13661,13644.5,13499.333333333334,13353.75,12397.020833333334,3.6509747786204305e-74,1502.435921529378
4,1,22000,13650,13606.0,13495.666666666666,13348.125,12224.145833333334,9.093087987665402e-137,1534.7325811133376
3,2,22000,13826,13809.5,13639.0,13527.0,12424.458333333334,9.668755160095951e-133,1499.5720554260133
4,0,22000,17324,15459.5,13554.666666666666,13399.25,12268.166666666666,6.739184837736542e-81,1518.9550932361324
2,1,22000,18182,15861.0,13452.0,13308.375,12251.208333333334,1.4351991521178e-291,1535.5855825957565
1,1,22000,13419,13386.0,13220.666666666666,13083.0,12062.1875,1.2305652101901953e-138,1557.341569042174
0,2,22000,13782,13771.0,13657.333333333334,13483.375,12494.958333333334,5.390473581216904e-185,1464.5393353692955
3,1,22000,13463,13430.0,13279.333333333334,13151.5,12070.375,1.768651824971872e-195,1560.2713122504094
4,2,22000,20492,17082.0,13598.666666666666,13440.375,12254.479166666666,9.985606671447155e-235,1516.157104237639
3,0,22000,13650,13633.5,13503.0,13372.875,12219.583333333334,2.8478737947971116e-137,1501.6197058493306
5,4,22000,13474,13435.5,13309.0,13219.0,12125.458333333334,2.256859405703687e-174,1547.469008129438
6,4,22000,13562,13540.0,13426.0,13294.625,12277.395833333334,2.7551598771541307e-161,1534.5349497987243
5,0,22000,13727,13716.0,13580.0,13416.875,12164.083333333334,1.7780260192180636e-126,1502.678513269112
7,4,22000,13496,13490.5,13374.666666666666,13218.875,12084.791666666666,1.3624781854098208e-34,1542.6724164441227
8,4,22000,13694,13655.5,13488.333333333334,13351.0,12207.458333333334,2.46073381505258e-71,1517.7481823611106
5,2,22000,13661,13644.5,13550.666666666666,13396.25,12260.375,2.0279154231995556e-232,1513.136960056285
5,1,22000,13573,13551.0,13448.0,13320.625,12271.375,1.315405240244719e-65,1524.5883371583682
9,4,22000,13507,13490.5,13341.666666666666,13231.25,12171.1875,1.2950387602411876e-264,1555.8261893225465
5,3,22000,13584,13556.5,13363.666666666666,13297.25,12217.8125,5.843046729387824e-12,1530.7481177966952
10,4,22000,13595,13573.0,13466.666666666666,13349.875,12183.458333333334,2.089768954970081e-79,1530.8921339405613
6,0,22000,13595,13589.5,13440.666666666666,13267.0,12253.520833333334,5.6675067365570286e-114,1518.2583698317037
6,1,22000,13617,13589.5,13444.333333333334,13316.5,12121.916666666666,1.1140997006002103e-220,1520.4214252192648
6,3,22000,13551,13545.5,13422.333333333334,13312.5,12307.8125,5.71562721844315e-240,1535.713249494124
8,3,22000,13463,13452.0,13327.0,13212.125,12079.645833333334,5.426574333756692e-90,1543.5545092290413
7,3,22000,13716,13688.5,13576.333333333334,13445.875,12352.020833333334,1.3909177153512175e-142,1500.5031959474272
7,1,22000,13672,13661.0,13543.666666666666,13407.5,12359.145833333334,2.5004062708627624e-221,1524.03971720918
7,2,22000,20602,19953.0,13444.666666666666,13297.5,12145.125,1.8671624905322146e-84,1551.2435781973431
7,0,22000,13562,13529.0,13381.666666666666,13313.875,12148.291666666666,4.298763105672979e-32,1530.0677436377646
